"ｺｰﾄﾞ","勘定科目名"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"
"4111","売上高","66,748,803","68,885,934","57,850,357","56,432,711","-1,745,577","154,309,231","45,664","142,393,084","92,181,540","74,797,098","65,965,897","52,886,270"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","75,992,598","-75,992,598","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","66,748,803","68,885,934","57,850,357","56,432,711","74,247,021","78,316,633","45,664","142,393,084","92,181,540","74,797,098","65,965,897","52,886,270"
"5111","期首たな卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","0","0","150,000","0","0","0","0","-15,400","92,130,295","0","5","0"
"5212","通信商品仕入高","66,578,592","68,710,858","57,824,908","56,197,185","75,992,598","75,992,598","0","142,354,603","0","74,757,648","65,933,880","52,856,145"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","66,578,592","68,710,858","57,974,908","56,197,185","75,992,598","75,992,598","0","142,339,203","92,130,295","74,757,648","65,933,885","52,856,145"
,"売上総利益","170,211","175,076","-124,551","235,526","-1,745,577","2,324,035","45,664","53,881","51,245","39,450","32,012","30,125"
"6111","給与手当","503,336","616,670","616,670","616,670","766,670","616,670","616,670","616,670","616,670","616,670","616,670","616,670"
"6311","雑給","0","0","0","0","0","0","0","0","0","0","0","0"
"6112","旅費交通費","82,283","32,850","73,185","77,626","47,684","78,096","50,288","20,255","50,868","43,210","51,508","33,255"
"6113","広告宣伝費","-3,124","-45","35,302","78,183","123,793","3,070","60,164","1,198","12,946","19,971","16,353","29,823"
"6114","販売促進費","10,000","10,000","60,000","160,000","110,000","10,000","10,000","10,000","210,000","12,681","10,000","10,000"
"6115","荷造発送費","0","0","0","1,054","0","0","0","0","1,000","473","473","0"
"6116","外注費","0","0","0","0","0","110,600","0","0","290,819","320,000","335,000","13,200"
"6117","支払手数料","-997,229","-2,283,397","-1,491,114","-1,357,235","-1,580,505","162,105","-1,738,145","-1,271,016","-1,939,248","-1,857,047","-2,083,990","-1,871,884"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","0","0","0","0","0","0"
"6312","法定福利費","253,644","255,004","356,060","359,604","359,604","359,604","393,688","377,496","377,496","377,496","377,496","377,496"
"6226","厚生費","190,612","66,288","358,584","48,852","100,507","80,878","45,854","51,053","49,706","50,295","122,084","282,907"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","63,225","63,225","-636,747","58,333","207,212","207,212","207,212","207,212","207,212","207,212","207,212","207,212"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","1,178,705","0","0","0","0","0","9,091","0","0","0","0"
"6216","修繕／車両関係費","0","0","0","0","9,900","0","0","0","0","0","103,000","0"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","16,246","16,824","16,636","16,246","20,412","16,254","20,663","22,304","16,147","13,238","16,147","103,655"
"6219","水道光熱費","0","0","0","0","0","0","0","0","0","0","418","844"
"6221","租税公課","0","0","600","0","0","0","0","600","0","0","0","0"
"6222","寄付金","0","0","0","20,000","0","0","12,000","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000"
"6225","備品消耗品費","14,955","21,143","75,380","9,237","44,359","49,107","168,687","11,967","23,831","35,197","4,500","10,561"
"6227","管理諸費","15,163","203,652","5,920","0","200,000","200,000","200,000","0","132,500","203,982","274,155","213,849"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","1,336"
,"販売費及び一般管理費計","149,111","180,919","-524,524","93,570","414,636","1,898,596","52,081","61,830","54,947","48,378","56,026","33,924"
,"営業利益（損失）","21,100","-5,843","399,973","141,956","-2,160,213","425,439","-6,417","-7,949","-3,702","-8,928","-24,014","-3,799"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","2,809","6,722","7,107","6,922","1,953","10,166","5,325","8,013","3,712","9,027","4,469","3,799"
,"営業外収益計","2,809","6,722","7,107","6,922","1,953","10,166","5,325","8,013","3,712","9,027","4,469","3,799"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","3","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","3","0","0","0","0","0","0","0"
,"経常利益（損失）","23,909","879","407,080","148,878","-2,158,263","435,605","-1,092","64","10","99","-19,545","0"
