"ｺｰﾄﾞ","勘定科目名"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"
"4111","売上高","12,847,626","12,681,118","18,046,820","24,494,681","17,909,773","14,329,067","13,826,568","4,471,036","5,394,220","8,435,261","11,975,192","11,192,054"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","12,847,626","12,681,118","18,046,820","24,494,681","17,909,773","14,329,067","13,826,568","4,471,036","5,394,220","8,435,261","11,975,192","11,192,054"
"5111","期首たな卸高","6,305,731","5,459,216","11,734,929","11,997,099","13,889,342","12,918,563","12,352,884","12,838,764","11,760,566","10,752,360","10,080,412","9,998,864"
"5211","商品仕入高","3,850,341","10,537,838","5,950,257","10,843,352","4,577,264","3,970,758","5,251,194","812,930","1,082,964","2,175,745","4,112,941","3,412,892"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","5,459,216","11,734,929","11,997,099","13,889,342","12,918,563","12,352,884","12,838,764","11,760,566","10,752,360","10,080,412","9,998,864","9,626,507"
,"当期売上原価","4,696,856","4,262,125","5,688,087","8,951,109","5,548,043","4,536,437","4,765,314","1,891,128","2,091,170","2,847,693","4,194,489","3,785,249"
,"売上総利益","8,150,770","8,418,993","12,358,733","15,543,572","12,361,730","9,792,630","9,061,254","2,579,908","3,303,050","5,587,568","7,780,703","7,406,805"
"6111","給与手当","1,437,568","1,251,000","1,293,000","1,297,500","1,255,000","1,301,000","1,246,750","1,268,574","1,192,826","1,244,000","1,206,305","1,245,522"
"6311","雑給","2,551,584","2,786,581","3,289,171","3,908,473","3,271,147","2,997,256","2,511,348","1,736,479","1,979,047","1,972,274","2,249,799","2,407,681"
"6112","旅費交通費","105,763","99,389","100,933","134,739","125,836","89,641","91,628","72,693","53,103","62,263","77,687","88,666"
"6113","広告宣伝費","1,067,368","1,140,474","1,345,761","1,095,825","703,119","761,357","674,697","419,044","289,566","571,451","600,959","727,487"
"6114","販売促進費","552,310","183,841","130,672","199,250","496,421","261,685","351,024","42,860","53,519","439,492","158,664","146,041"
"6115","荷造発送費","0","0","0","2,800","8,800","44,610","0","1,000","1,100","1,100","1,400","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","406,495","463,743","485,966","567,205","553,797","447,426","416,691","171,265","96,270","231,764","330,381","307,994"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","95,000","95,000","95,000","-313,000","95,000","95,000","95,000","0","0","0","0","0"
"6312","法定福利費","436,243","429,643","421,784","473,265","424,762","416,145","424,981","424,981","424,981","371,661","354,968","383,680"
"6226","厚生費","471,303","136,503","235,625","104,559","228,647","-2,364","20,500","3,000","0","0","57,675","27,885"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","206,735","181,332","181,332","181,332","181,332","181,332","181,332","181,332","181,332","181,332","181,332","181,332"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","551,852","550,000","550,000","550,000","550,000","550,000","550,000","550,000","550,000","550,000","550,000","550,000"
"6216","修繕／車両関係費","201,259","66,000","88,000","331,182","309,582","140,233","111,818","164,550","0","7,827","25,000","33,000"
"6217","事務用消耗品費","30,950","26,366","11,460","19,917","19,366","13,040","2,360","7,306","997","11,439","16,330","22,886"
"6218","通信交通費","22,492","22,218","11,712","17,453","14,017","15,568","17,826","11,577","32,159","8,196","16,131","17,435"
"6219","水道光熱費","750,197","416,829","539,666","309,839","592,709","371,234","539,899","350,888","381,839","246,071","412,993","389,131"
"6221","租税公課","1,000","0","10,000","11,000","5,000","5,000","5,000","0","0","0","5,000","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","5,677","0","0","0","0","0","0","0"
"6224","保険料","57,109","41,451","38,891","38,891","38,891","38,891","38,891","38,891","38,891","38,891","38,891","38,891"
"6225","備品消耗品費","1,374,008","571,554","583,565","909,348","636,782","463,426","493,765","636,683","194,927","385,668","653,915","504,327"
"6227","管理諸費","324,028","252,492","210,228","222,728","233,217","202,257","240,484","160,482","119,486","195,247","224,523","207,498"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","7,000","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","10,643,264","8,714,416","9,622,766","10,062,306","9,749,102","8,392,737","8,013,994","6,248,605","5,590,043","6,518,676","7,161,953","7,279,456"
,"営業利益（損失）","-2,492,494","-295,423","2,735,967","5,481,266","2,612,628","1,399,893","1,047,260","-3,668,697","-2,286,993","-931,108","618,750","127,349"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","164"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","29,990","26,054","24,657","22,620","23,902","21,769","18,185","0","17,242","11,540","16,775","23,687"
,"営業外収益計","29,990","26,054","24,657","22,620","23,902","21,769","18,185","0","17,242","11,540","16,775","23,851"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-2,462,504","-269,369","2,760,624","5,503,886","2,636,530","1,421,662","1,065,445","-3,668,697","-2,269,751","-919,568","635,525","151,200"
