"ｺｰﾄﾞ","勘定科目名"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"
"4111","売上高","18,623,377","21,475,026","18,918,259","25,156,423","24,755,013","17,889,310","25,295,952","19,576,335","20,684,037","17,891,565","21,325,771","22,979,838"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","18,623,377","21,475,026","18,918,259","25,156,423","24,755,013","17,889,310","25,295,952","19,576,335","20,684,037","17,891,565","21,325,771","22,979,838"
"5111","期首棚卸高","1,830,915","2,587,032","1,873,257","1,698,853","7,193,273","2,655,422","2,518,760","2,878,998","2,559,081","2,215,959","2,673,624","2,008,331"
"5211","商品仕入高","8,876,709","8,886,131","8,431,673","16,442,472","7,138,160","8,088,574","12,403,012","8,498,972","9,043,255","8,598,930","8,858,865","10,585,362"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","2,587,032","1,873,257","1,698,853","7,193,273","2,655,422","2,518,760","2,878,998","2,559,081","2,215,959","2,673,624","2,008,331","2,417,185"
,"当期売上原価","8,120,592","9,599,906","8,606,077","10,948,052","11,676,011","8,225,236","12,042,774","8,818,889","9,386,377","8,141,265","9,524,158","10,176,508"
,"売上総利益","10,502,785","11,875,120","10,312,182","14,208,371","13,079,002","9,664,074","13,253,178","10,757,446","11,297,660","9,750,300","11,801,613","12,803,330"
"6111","給与手当","1,352,500","783,500","783,500","979,000","829,500","872,650","832,000","803,500","807,400","1,071,900","1,076,900","1,038,900"
"6311","雑給","3,049,030","3,731,851","3,037,146","3,695,947","3,428,560","2,816,778","3,773,475","3,005,688","3,222,098","2,764,835","3,267,767","3,519,324"
"6112","旅費交通費","67,215","81,882","79,221","76,436","76,020","73,926","83,683","78,565","84,856","69,502","103,082","95,474"
