"ｺｰﾄﾞ","勘定科目名"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"
"4111","売上高","9,002,197","12,586,455","9,343,383","6,932,126","4,842,421","891,651","0","3,929,697","4,365,009","3,467,588","5,193,995","7,870,893"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","9,002,197","12,586,455","9,343,383","6,932,126","4,842,421","891,651","0","3,929,697","4,365,009","3,467,588","5,193,995","7,870,893"
"5111","期首たな卸高","1,047,751","1,110,080","1,428,471","1,070,703","1,039,408","729,465","647,496","566,587","836,398","797,298","816,093","897,450"
"5211","商品仕入高","2,860,872","3,988,722","2,534,699","2,134,504","1,341,104","226,231","88,704","1,478,999","1,456,313","1,262,175","1,728,761","2,561,146"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","1,110,080","1,428,471","1,070,703","1,039,408","729,465","647,496","566,587","836,398","797,298","816,093","897,450","871,067"
,"当期売上原価","2,798,543","3,670,331","2,892,467","2,165,799","1,651,047","308,200","169,613","1,209,188","1,495,413","1,243,380","1,647,404","2,587,529"
,"売上総利益","6,203,654","8,916,124","6,450,916","4,766,327","3,191,374","583,451","-169,613","2,720,509","2,869,596","2,224,208","3,546,591","5,283,364"
"6111","給与手当","1,422,142","1,416,400","1,506,150","1,421,400","1,416,400","1,532,090","1,552,931","1,546,400","1,514,320","1,369,087","1,321,864","1,307,500"
"6311","雑給","1,218,027","1,669,959","1,262,952","1,068,706","686,832","551,917","539,707","626,248","555,158","661,893","668,442","878,824"
"6112","旅費交通費","55,327","58,445","76,105","48,328","35,813","15,817","15,825","44,287","31,357","31,898","38,629","50,011"
"6113","広告宣伝費","489,784","736,392","577,057","388,266","365,262","179,893","65,300","215,678","196,336","188,634","213,536","535,948"
"6114","販売促進費","50,570","70,782","71,399","63,529","102,146","12,089","12,000","17,280","17,324","17,113","19,025","20,054"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","108,032","96,099","86,977","66,274","43,726","37,561","28,222","29,262","73,933","95,073","48,001","113,748"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","112,000","197,364","112,000","112,000","112,000","0","0","0","0","0","0","0"
"6312","法定福利費","219,752","351,468","242,192","236,917","242,144","247,750","295,401","264,159","228,122","234,015","300,804","219,550"
"6226","厚生費","40,629","21,153","67,956","134,450","55,000","0","0","0","5,000","29,531","43,000","80,600"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","43,740","43,740","43,740","43,740","43,740","43,740","43,740","43,740","43,740","43,740","43,796","43,740"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","577,273","577,273","577,273","577,273","577,273","423,182","423,182","423,182","577,273","577,273","577,273","587,273"
"6216","修繕／車両関係費","33,000","93,500","55,000","38,256","85,366","0","0","0","28,333","0","0","0"
"6217","事務用消耗品費","0","0","0","52,183","0","2,280","0","1,400","10,562","0","482","2,357"
"6218","通信交通費","2,206","2,778","3,353","2,356","3,351","2,777","2,203","3,351","2,777","3,584","2,777","2,814"
"6219","水道光熱費","327,066","325,103","352,906","368,355","324,616","329,852","229,706","191,494","333,206","337,744","392,501","339,658"
"6221","租税公課","1,800","4,509","2,889","2,000","0","0","0","0","0","0","1,000","1,000"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","192,796","459,401","156,601","123,400","162,276","141,787","5,000","143,677","113,762","78,805","129,926","289,924"
"6227","管理諸費","132,913","122,608","159,113","121,208","157,113","53,911","0","39,416","35,208","33,808","33,808","33,808"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","3,000","0","0","0","0","0","0","0","0","3,000","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","5,052,057","6,274,974","5,378,663","4,893,641","4,438,058","3,599,646","3,238,217","3,614,574","3,791,411","3,727,198","3,862,864","4,531,809"
,"営業利益（損失）","1,151,597","2,641,150","1,072,253","-127,314","-1,246,684","-3,016,195","-3,407,830","-894,065","-921,815","-1,502,990","-316,273","751,555"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","1,151,597","2,641,150","1,072,253","-127,314","-1,246,684","-3,016,195","-3,407,830","-894,065","-921,815","-1,502,990","-316,273","751,555"
