"ｺｰﾄﾞ","勘定科目名"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"
"4111","売上高","11,434,199","9,588,551","9,835,319","2,263,983","1,978,393","3,814,497","4,729,542","5,333,811","5,494,264","8,373,371","7,335,448","8,178,837"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","11,434,199","9,588,551","9,835,319","2,263,983","1,978,393","3,814,497","4,729,542","5,333,811","5,494,264","8,373,371","7,335,448","8,178,837"
"5111","期首たな卸高","1,341,495","1,145,141","995,545","1,163,333","850,866","761,386","794,272","736,072","799,106","642,604","858,773","642,019"
"5211","商品仕入高","3,838,729","3,448,202","3,565,736","635,576","761,657","1,595,151","1,825,842","2,175,346","1,845,332","3,219,760","2,307,040","3,358,188"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","1,145,141","995,545","1,163,333","850,866","761,386","794,272","736,072","799,106","642,604","858,773","642,019","1,214,351"
,"当期売上原価","4,035,083","3,597,798","3,397,948","948,043","851,137","1,562,265","1,884,042","2,112,312","2,001,834","3,003,591","2,523,794","2,785,856"
,"売上総利益","7,399,116","5,990,753","6,437,371","1,315,940","1,127,256","2,252,232","2,845,500","3,221,499","3,492,430","5,369,780","4,811,654","5,392,981"
"6111","給与手当","942,500","957,500","949,500","825,917","821,443","790,945","606,000","796,000","781,000","816,000","801,500","801,500"
