"ｺｰﾄﾞ","勘定科目名"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"
"4111","売上高","5,837,079","5,935,124","757,598","1,467,988","3,862,652","3,704,483","3,777,905","3,702,320","3,896,993","3,059,788","3,777,386","3,192,775"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","462,611","477,809","62,170","137,571","310,349","300,169","295,206","296,700","306,385","251,897","281,491","250,755"
,"純売上高","5,374,468","5,457,315","695,428","1,330,417","3,552,303","3,404,314","3,482,699","3,405,620","3,590,608","2,807,891","3,495,895","2,942,020"
"5111","期首たな卸高","968,606","933,292","802,124","797,350","713,386","718,938","798,395","770,599","666,493","717,667","666,974","750,553"
"5211","商品仕入高","860,771","769,843","154,630","42,406","486,953","573,271","486,348","419,338","666,713","436,920","636,680","340,394"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","933,292","802,124","797,350","713,386","718,938","798,395","770,599","666,493","717,667","666,974","750,553","615,470"
,"当期売上原価","896,085","901,011","159,404","126,370","481,401","493,814","514,144","523,444","615,539","487,613","553,101","475,477"
,"売上総利益","4,478,383","4,556,304","536,024","1,204,047","3,070,902","2,910,500","2,968,555","2,882,176","2,975,069","2,320,278","2,942,794","2,466,543"
"6111","給与手当","372,000","317,000","399,117","447,518","545,600","542,618","542,600","542,600","572,600","577,600","551,086","571,766"
"6311","雑給","906,470","797,900","494,271","441,002","529,237","554,063","575,894","594,644","572,233","499,918","614,365","436,541"
"6112","旅費交通費","29,608","41,772","26,934","21,283","36,625","50,088","38,658","40,529","53,161","41,772","23,787","25,850"
"6113","広告宣伝費","244,031","319,994","94,661","115,820","175,207","207,465","257,609","259,832","157,764","99,828","321,143","157,417"
"6114","販売促進費","103,149","92,360","25,591","13,431","46,429","47,351","43,759","43,753","20,219","65,625","83,846","77,658"
"6115","荷造発送費","0","2,700","0","0","0","0","0","0","0","0","0","0"
