"ｺｰﾄﾞ","勘定科目名"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"
"4111","売上高","4,771,905","4,458,722","4,653,007","4,618,284","5,235,375","4,293,064","5,371,440","5,296,640","5,253,061","5,006,150","5,387,828","5,592,211"
"4112","会員券売上高","197,911","313,456","193,729","131,366","164,093","132,092","201,094","158,365","228,093","191,004","280,365","179,821"
"4113","ゴルフ用品・雑貨売上高","55,134","43,404","30,163","13,887","37,361","29,394","60,529","45,646","85,921","65,747","123,937","65,087"
"4114","手数料収入","129,680","153,336","77,819","93,861","149,113","87,171","69,711","118,476","133,224","142,999","167,877","111,496"
"4115","ポイント値引・入会金返金(△)","733,061","697,474","843,376","698,131","814,185","654,873","846,914","916,923","757,105","787,889","832,972","808,016"
,"純売上高","4,421,569","4,271,444","4,111,342","4,159,267","4,771,757","3,886,848","4,855,860","4,702,204","4,943,194","4,618,011","5,127,035","5,140,599"
"5111","期首棚卸高","0","0","0","278,471","0","0","0","0","0","0","0","0"
"5211","商品仕入高","16,975","59,463","95,446","4,174","20,751","382","39,346","42,914","50,869","133,559","72,257","60,801"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","331,818","0","0","0","0","0","0","0","0"
,"当期売上原価","16,975","59,463","95,446","-49,173","20,751","382","39,346","42,914","50,869","133,559","72,257","60,801"
,"売上総利益","4,404,594","4,211,981","4,015,896","4,208,440","4,751,006","3,886,466","4,816,514","4,659,290","4,892,325","4,484,452","5,054,778","5,079,798"
"6111","プロ報酬","17,273","9,091","14,546","13,637","14,546","5,454","0","5,454","8,182","7,273","7,273","7,273"
"6311","雑給","657,324","784,469","645,770","624,238","731,894","785,549","802,743","732,737","757,360","791,838","774,143","767,642"
"6112","旅費交通費","38,325","47,818","28,818","29,583","32,108","30,305","32,088","31,149","31,625","30,019","29,256","31,650"
"6113","広告宣伝費","148,200","142,200","112,200","218,900","533,945","159,400","178,400","143,400","169,309","143,400","713,593","240,382"
"6114","教育訓練費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","接客サービス費","264,079","208,941","154,423","249,598","136,775","210,523","152,636","163,978","159,243","228,327","182,345","148,435"
"6116","コンペ参加諸費","9,228","56,943","1,864","2,591","27,809","1,941","1,941","26,054","17,155","25,296","54,714","12,573"
"6117","プレイ器具費","0","165,000","0","630,000","35,450","18,130","0","120,370","66,269","126,684","125,454","0"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","165,000","165,000","165,000","215,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","社員給与","860,677","885,136","882,023","965,236","944,925","863,550","866,019","945,278","946,050","952,932","945,064","1,040,891"
"6213","従業員賞与","25,000","85,000","25,000","50,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6312","法定福利費","126,968","98,926","126,953","248,986","126,975","127,115","127,297","127,331","127,223","285,973","127,170","132,927"
"6226","厚生費","8,581","24,156","3,050","18,456","3,050","4,649","4,649","0","0","6,000","41,333","41,162"
"6119","退職手当等","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","418,000","418,000","418,000","417,500","295,000","295,000","295,000","295,000","295,000","295,000","295,000","295,000"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃・リース料","0","0","0","61,183","0","0","861,983","0","0","0","0","0"
"6216","修繕費","108,310","41,975","0","278,518","78,030","50,000","0","54,800","59,660","267,163","100,000","165,175"
"6217","事務用消耗品費","30,967","3,200","27,246","7,558","21,913","16,165","55,998","56,284","17,684","17,405","23,438","1,610"
"6218","通信交通費","12,829","15,975","12,768","12,053","12,886","19,417","12,767","14,476","21,579","12,756","12,764","22,047"
"6219","水道光熱費","174,001","136,503","393,462","-31,189","404,083","164,614","52,183","118,428","169,024","114,844","175,456","127,517"
"6221","租税公課","0","138,000","0","173,200","9,020","132,800","0","1,800","132,000","900","0","0"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
