"ｺｰﾄﾞ","勘定科目名"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"
"4111","売上高","3,425,254","4,644,722","6,943,270","3,636,672","3,168,657","10,342,057","4,898,485","928,367","6,773,357","6,337,015","4,851,429","6,172,015"
"4112","賃貸料収入","7,342,541","4,450,979","3,257,906","2,714,542","3,810,069","3,255,940","3,213,263","3,147,431","3,569,795","2,944,126","2,955,778","2,163,343"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","10,767,795","9,095,701","10,201,176","6,351,214","6,978,726","13,597,997","8,111,748","4,075,798","10,343,152","9,281,141","7,807,207","8,335,358"
"5111","期首たな卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","29,536","127,186","0","0","-229,265","26,896","14,400","50,448","0","0","0","24,552"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","1,211,555","1,412,778","1,265,222","35,301","38,670","29,708","33,222","0","86,259","30,350","13,040","36,790"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","1,241,091","1,539,964","1,265,222","35,301","-190,595","56,604","47,622","50,448","86,259","30,350","13,040","61,342"
,"売上総利益","9,526,704","7,555,737","8,935,954","6,315,913","7,169,321","13,541,393","8,064,126","4,025,350","10,256,893","9,250,791","7,794,167","8,274,016"
"6111","給与手当","4,646,778","4,481,013","4,607,394","4,177,264","2,241,000","2,211,000","2,788,098","4,131,676","3,845,783","2,932,703","2,725,165","2,758,025"
"6311","雑給","387,176","0","0","-50,000","1,427,020","1,261,051","827,823","435,942","356,987","523,806","712,472","464,046"
"6112","旅費交通費","1,895,112","1,011,519","2,098,028","855,353","-373,516","1,228,091","893,606","573,509","170,160","461,118","361,659","426,088"
"6113","広告宣伝費","1,828,606","2,895,026","1,452,701","2,526,645","1,105,484","1,157,078","2,174,279","513,319","404,032","716,082","534,808","572,822"
"6114","販売促進費","319,226","874,843","426,538","255,780","450,765","286,992","276,339","582,089","102,575","216,062","482,867","269,799"
"6115","荷造発送費","840","2,230","1,820","22,090","840","1,810","1,900","840","840","8,940","16,680","0"
"6116","外注費","500,000","500,000","523,382","500,000","0","1,000,000","500,000","500,000","230,000","500,000","524,945","500,000"
"6117","支払手数料","753,598","3,343,579","1,225,485","838,560","3,742,561","153,647","1,013,481","284,934","635,653","313,976","419,298","494,282"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","9,030,000","8,330,000","8,330,000","8,330,000","8,330,000","8,330,000","8,330,000","3,015,001","1,664,001","1,664,001","1,664,001","1,664,001"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","385,000","385,000","385,000","-1,033,500","385,000","385,000","385,000","0","0","0","0","0"
"6312","法定福利費","6,325,566","240,607","96,109","785,584","594,046","230,992","2,429,188","1,173,009","428,662","1,255,035","3,715,139","-2,819,661"
