"ｺｰﾄﾞ","勘定科目名"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年  9月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"
"4111","入館売上高","5,623,903","6,067,420","5,348,699","6,777,225","4,590,991","5,338,173","7,109,378","5,507,856","5,584,336","5,845,939","6,584,257","8,487,672"
"4112","飲食売上高","2,548,673","2,871,537","2,597,520","2,715,594","1,844,932","2,652,360","3,293,142","2,545,860","2,583,269","2,441,885","2,847,187","3,561,694"
"4113","物販売上高","117,520","135,476","122,648","121,610","104,091","130,778","205,882","132,452","123,233","180,346","252,183","245,255"
"4114","その他売上高","1,305,446","1,265,431","1,365,708","1,923,811","1,575,320","1,672,115","2,659,870","1,325,419","1,695,997","1,765,954","2,787,062","1,735,511"
"4115","売上値引戻り高    (△)","70,762","104,777","240,870","293,489","202,782","262,551","163,562","191,350","170,788","182,926","308,884","196,410"
,"純売上高","9,524,780","10,235,087","9,193,705","11,244,751","7,912,552","9,530,875","13,104,710","9,320,237","9,816,047","10,051,198","12,161,805","13,833,722"
"5111","期首棚卸高","868,698","780,562","877,014","955,306","953,272","929,609","1,008,150","1,082,901","1,076,542","1,067,145","1,140,047","1,456,448"
"5211","仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212","飲食商品仕入高","1,058,397","1,189,951","1,187,104","1,098,285","807,843","1,147,285","1,523,299","1,127,275","1,110,149","1,112,409","1,411,381","1,231,620"
"5215","物販商品仕入高","62,254","108,273","73,598","64,748","42,451","57,468","15,726","48,759","20,877","21,802","111,598","47,768"
"5216","手数料商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期製品製造原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","780,562","877,014","955,306","953,272","929,609","1,008,150","1,082,901","1,076,542","1,067,145","1,140,047","1,456,448","1,142,352"
,"当期売上原価","1,208,787","1,201,772","1,182,410","1,165,067","873,957","1,126,212","1,464,274","1,182,393","1,140,423","1,061,309","1,206,578","1,593,484"
,"売上総利益","8,315,993","9,033,315","8,011,295","10,079,684","7,038,595","8,404,663","11,640,436","8,137,844","8,675,624","8,989,889","10,955,227","12,240,238"
"6111","販売員給与","0","0","29,618","53,924","0","0","0","0","0","62,700","26,860","54,600"
"6311","雑給","1,661,829","2,065,131","1,992,354","2,435,795","2,069,244","1,875,008","2,018,746","1,726,517","1,792,311","1,793,744","2,085,963","2,497,480"
"6112","販売員旅費","0","0","0","0","0","0","0","0","0","0","123,875","0"
"6113","広告宣伝費","226,730","263,478","435,371","183,985","201,158","297,134","270,686","444,902","377,325","170,863","379,317","197,842"
"6114","容器包装費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","発送配達費","0","-1,260","0","0","0","0","1,023","0","0","0","400","0"
"6116",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6117","その他の販売費","0","0","0","0","0","0","41,795","33,280","65,445","91,025","122,750","224,915"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
