"ｺｰﾄﾞ","勘定科目名"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年  9月"," 5年 10月"," 5年 11月"
"4111","売上高","51,319,102","50,747,783","54,624,580","61,342,031","61,747,978","57,913,903","66,050,397","54,950,411","55,950,851","66,431,635","59,685,233","64,264,512"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","51,319,102","50,747,783","54,624,580","61,342,031","61,747,978","57,913,903","66,050,397","54,950,411","55,950,851","66,431,635","59,685,233","64,264,512"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","0","0","0","362,182","0","0","32,545","311,430","355,345","0","0","181,091"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","362,182","0","0","32,545","311,430","355,345","0","0","181,091"
,"売上総利益","51,319,102","50,747,783","54,624,580","60,979,849","61,747,978","57,913,903","66,017,852","54,638,981","55,595,506","66,431,635","59,685,233","64,083,421"
"6111","給与手当","6,295,372","6,322,337","6,478,064","6,462,863","6,099,036","6,851,120","6,768,943","6,575,427","6,752,848","1,618,319","7,040,252","6,902,488"
"6311","雑給","2,898,959","2,941,675","2,791,397","3,269,631","2,799,907","3,185,863","3,099,026","3,056,733","3,071,179","2,979,625","3,102,137","3,094,345"
"6112","旅費交通費","114,415","121,278","106,610","123,180","179,821","231,273","156,535","110,558","127,076","102,416","141,580","116,022"
"6113","広告宣伝費","19,116,005","18,496,316","14,687,742","18,455,196","16,950,820","14,993,310","14,297,630","13,280,335","12,181,958","12,460,406","12,567,842","12,267,184"
"6114","販売促進費","11,836,436","13,566,504","13,889,882","17,573,646","15,501,252","15,415,147","17,164,242","14,263,646","15,994,975","16,029,949","17,923,227","19,835,550"
"6115","荷造発送費","34,511","19,495","34,916","17,008","20,083","19,273","32,490","27,929","22,790","24,828","21,967","18,994"
"6116","外注費","674,273","466,073","658,437","571,291","574,896","504,400","1,197,700","417,800","510,055","-93,700","564,060","509,805"
"6117","支払手数料","4,634,242","4,768,119","4,716,092","5,232,545","4,198,397","4,936,856","4,448,018","4,405,846","4,631,758","4,290,799","6,134,073","6,061,278"
"6118","開発費","0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","1,263,874","1,263,874","1,263,874","1,263,874","1,263,874","1,263,874","1,263,874","1,263,874","1,263,874","1,263,874","1,363,874","1,304,119"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","1,784,825","600,000","600,000","600,000","600,000","147,450","600,000","600,000","600,000","-2,400,000","850,000","850,000"
"6312","法定福利費","1,369,843","2,332,620","1,383,926","1,452,582","1,431,187","1,349,086","1,376,246","2,940,162","1,186,072","1,866,188","2,267,235","1,549,460"
"6226","厚生費","8,624","13,595","0","3,247","0","2,040,325","147,284","0","30,000","2,853","16,100","77,218"
"6119","退職金","0","0","0","0","700,000","0","0","0","0","0","0","0"
"6214","減価償却費","479,000","479,000","479,000","479,000","479,000","479,000","479,000","479,000","479,000","583,266","567,461","567,461"
"6234","リース料","0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,087,273","1,087,273","1,110,909","1,110,909","1,110,909","1,110,909","1,110,909","1,110,909","1,110,909","1,123,636","425,109","1,125,109"
"6216","修繕費／車両関係費","0","0","0","0","0","0","0","0","0","0","0","105,000"
"6217","事務用消耗品費","11,410","12,429","28,917","34,091","18,483","12,858","23,015","15,934","22,065","3,135","17,940","17,655"
"6218","通信交通費","203,246","276,223","210,271","223,645","162,486","260,467","205,926","205,133","249,330","174,616","227,386","164,973"
"6219","水道光熱費","249,242","284,224","305,545","272,822","216,714","206,781","125,866","155,476","143,681","63,656","146,610","139,599"
"6221","租税公課","65,800","0","0","0","0","11,600","0","9,000","0","16","9,000","0"
"6222","寄付金","0","0","24,750","0","0","0","0","0","0","10,000","0","0"
