"ｺｰﾄﾞ","勘定科目名"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"
"4111","売上高","11,414,185","15,200,551","13,368,150","11,086,297","12,800,460","4,588,330","5,053,385","7,806,030","8,075,901","8,584,994","7,946,411","10,802,944"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","11,414,185","15,200,551","13,368,150","11,086,297","12,800,460","4,588,330","5,053,385","7,806,030","8,075,901","8,584,994","7,946,411","10,802,944"
"5111","期首たな卸高","1,137,382","1,100,538","1,899,045","1,100,441","921,386","860,991","840,819","645,293","883,283","986,368","773,906","650,436"
"5211","商品仕入高","4,116,250","6,677,661","4,045,074","3,894,176","4,466,911","1,968,615","1,857,658","2,883,617","3,096,307","2,801,990","2,659,681","4,040,765"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","1,100,538","1,899,045","1,100,441","921,386","860,991","840,819","645,293","883,283","986,368","773,906","650,436","861,979"
,"当期売上原価","4,153,094","5,879,154","4,843,678","4,073,231","4,527,306","1,988,787","2,053,184","2,645,627","2,993,222","3,014,452","2,783,151","3,829,222"
,"売上総利益","7,261,091","9,321,397","8,524,472","7,013,066","8,273,154","2,599,543","3,000,201","5,160,403","5,082,679","5,570,542","5,163,260","6,973,722"
"6111","給与手当","1,186,000","1,226,000","958,000","1,009,572","958,000","1,044,000","1,044,000","1,044,000","1,256,841","1,044,000","1,044,000","1,073,000"
"6311","雑給","1,558,798","2,160,377","1,848,276","1,771,984","1,746,301","1,146,702","965,881","1,124,030","1,303,577","1,406,853","1,234,788","1,504,399"
"6112","旅費交通費","54,791","57,603","55,954","49,397","50,947","40,601","31,296","44,288","71,307","51,143","47,389","47,864"
"6113","広告宣伝費","785,315","814,163","784,997","798,976","666,898","203,998","195,117","502,020","393,226","552,069","521,409","767,173"
"6114","販売促進費","60,779","80,148","94,858","107,438","122,314","28,785","23,562","27,435","31,981","32,865","46,897","53,563"
"6115","荷造発送費","0","0","1,036","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","216,313","188,374","208,136","175,032","208,167","230,787","143,142","158,309","176,576","183,136","170,637","221,089"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","49,000","176,726","162,000","49,000","49,000","0","0","0","0","0","0","0"
"6312","法定福利費","222,306","281,293","183,592","178,961","183,476","183,476","183,476","180,014","207,891","183,476","175,445","175,445"
"6226","厚生費","32,086","34,939","107,800","-1,415","105,000","-50,000","0","0","6,727","5,590","24,300","54,523"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","260,883","260,883","260,883","260,883","260,883","260,883","260,883","260,883","260,883","260,883","60,964","205,482"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","531,899","531,899","531,899","531,898","531,899","531,899","531,899","531,899","531,899","531,899","531,899","531,899"
"6216","修繕／車両関係費","243,318","236,964","134,000","71,500","89,867","31,500","0","738,000","0","37,800","88,000","11,000"
"6217","事務用消耗品費","4,209","1,473","0","400","3,636","595","1,220","0","7,875","97","0","3,592"
"6218","通信交通費","14,352","15,010","14,435","15,025","14,868","14,516","14,476","14,197","14,335","14,925","14,206","14,370"
"6219","水道光熱費","486,836","332,311","447,200","295,232","419,589","291,750","251,042","296,286","344,871","314,293","422,194","258,782"
"6221","租税公課","2,000","4,000","2,000","2,000","2,000","0","0","0","2,000","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912"
