"ｺｰﾄﾞ","勘定科目名","31年  4月"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"
"4111","売上高","8,056,019","7,409,954","7,077,083","6,768,889","6,885,278","6,264,352","6,421,409","7,389,045","8,676,582","7,362,018","6,058,555","5,140,918"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","8,056,019","7,409,954","7,077,083","6,768,889","6,885,278","6,264,352","6,421,409","7,389,045","8,676,582","7,362,018","6,058,555","5,140,918"
"5111","期首たな卸高","512,338","589,939","686,026","608,106","545,971","616,581","319,486","356,868","381,259","405,778","285,803","275,858"
"5211","商品仕入高","3,546,233","2,956,713","3,074,215","2,744,209","3,138,097","2,386,073","2,537,156","3,014,520","3,364,071","2,759,433","2,404,132","3,332,760"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","589,939","686,026","608,106","545,971","616,581","464,540","356,868","381,259","405,778","285,803","275,858","251,301"
,"当期売上原価","3,468,632","2,860,626","3,152,135","2,806,344","3,067,487","2,538,114","2,499,774","2,990,129","3,339,552","2,879,408","2,414,077","3,357,317"
,"売上総利益","4,587,387","4,549,328","3,924,948","3,962,545","3,817,791","3,726,238","3,921,635","4,398,916","5,337,030","4,482,610","3,644,478","1,783,601"
"6111","給与手当","1,077,540","984,166","1,020,007","930,670","1,044,674","1,030,340","1,067,000","1,070,000","1,130,000","1,130,000","1,130,000","1,130,000"
"6311","雑給","951,018","1,022,552","723,026","868,344","737,231","590,600","624,736","596,536","734,416","688,107","650,050","359,291"
"6112","旅費交通費","20,119","68,559","36,056","51,162","93,389","61,844","64,754","60,702","142,780","58,058","53,202","48,976"
"6113","広告宣伝費","182,111","108,206","101,656","101,656","539,656","69,822","55,191","23,191","23,191","63,334","50,891","39,159"
"6114","販売促進費","79,835","80,193","82,168","78,379","75,322","83,395","71,434","70,309","66,600","89,615","59,960","54,480"
"6115","荷造発送費","198,000","204,600","198,000","191,400","178,200","171,600","198,000","198,000","204,600","193,855","178,182","197,273"
"6116","外注費","0","0","0","0","0","0","0","0","0","63,636","63,636","63,636"
"6117","支払手数料","25,318","26,247","19,025","23,052","64,065","24,602","27,169","25,609","28,236","21,718","21,418","20,627"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","53,000","53,000","-3,975","53,000","53,000","53,000","53,000","53,000","47,563","53,000","53,000","53,000"
"6312","法定福利費","127,081","122,200","195,187","127,810","127,810","125,005","130,605","130,605","174,334","130,605","142,163","144,548"
"6226","厚生費","43,955","100,444","66,132","69,575","222,742","110,908","25,611","61,956","121,450","51,110","102,271","15,495"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","101,666","101,666","101,666","101,666","101,666","101,750","80,420","80,420","80,420","80,420","80,420","80,420"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","691,578","691,578","691,578","691,578","691,578","704,043","691,242","691,242","691,242","691,242","691,242","691,242"
"6216","修繕／車両関係費","0","0","0","0","0","0","0","0","28,100","0","0","57,800"
"6217","事務用消耗品費","0","0","0","0","4,147","0","0","0","0","0","5,960","1,290"
"6218","通信交通費","7,817","15,075","463","15,117","463","16,186","8,130","946","7,762","16,754","810","16,759"
"6219","水道光熱費","371,063","498,253","329,491","516,221","345,103","434,965","349,634","431,295","269,361","420,638","242,797","342,503"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","20,000","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","24,000","24,000","24,000","24,000","24,000","24,000","27,560","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","128,759","126,419","58,678","72,918","74,030","58,298","196,927","155,681","183,710","140,124","48,409","170,659"
"6227","管理諸費","88,319","38,953","64,069","36,069","63,719","34,069","64,069","36,254","64,069","36,069","64,069","34,069"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","20,500","20,500","20,500","20,500","20,500","41,000","20,500","0","0","41,000","0","20,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","441,850","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","4,191,679","4,286,611","3,727,727","3,973,117","4,923,145","3,735,427","3,755,982","3,710,746","4,022,834","3,994,285","3,663,480","3,566,727"
,"営業利益（損失）","395,708","262,717","197,221","-10,572","-1,105,354","-9,189","165,653","688,170","1,314,196","488,325","-19,002","-1,783,126"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
