ｺｰﾄﾞ,勘定科目名, 4年  6月, 4年  7月, 4年  8月, 4年  9月, 4年 10月, 4年 11月, 4年 12月, 5年  1月, 5年  2月, 5年  3月, 5年  4月, 5年  5月
4111,売上高,"6,379,315","7,631,764","7,491,966","8,799,282","9,787,282","5,889,348","7,554,317","7,687,374","7,799,861","13,099,807","9,372,052","7,936,987"
4112,売上高,0,0,0,0,0,0,0,0,0,0,0,0
4113,売上高,0,0,0,0,0,0,0,0,0,0,0,0
4114,売上高,0,0,0,0,0,0,0,0,0,0,0,0
4115,売上値引戻り高    (△),0,0,0,0,0,0,0,0,0,0,0,0
,純売上高,"6,379,315","7,631,764","7,491,966","8,799,282","9,787,282","5,889,348","7,554,317","7,687,374","7,799,861","13,099,807","9,372,052","7,936,987"
5111,期首棚卸高,"6,947,448","6,827,328","6,667,433","6,717,764","7,034,469","8,222,148","8,826,100","10,493,947","8,543,055","7,896,741","8,146,204","10,063,386"
5211,商品仕入高,0,0,0,0,0,0,0,0,0,0,0,0
5212,通信商品仕入高,"4,201,844","5,471,874","5,197,612","6,312,467","8,897,224","4,538,036","7,134,205","3,731,348","4,284,868","9,920,358","8,702,936","8,474,828"
5215,,0,0,0,0,0,0,0,0,0,0,0,0
5216,,0,0,0,0,0,0,0,0,0,0,0,0
5213,仕入値引戻し高    (△),0,0,0,0,0,0,0,0,0,0,0,0
5273,他勘定振替高      (△),0,0,0,0,0,0,0,0,0,0,0,0
5311,期末棚卸高        (△),"6,827,328","6,667,433","6,717,764","7,034,469","8,222,148","8,826,100","10,493,947","8,543,055","7,896,741","8,146,204","10,063,366","11,959,189"
,当期売上原価,"4,321,964","5,631,769","5,147,281","5,995,762","7,709,545","3,934,084","5,466,358","5,682,240","4,931,182","9,670,895","6,785,774","6,579,025"
,売上総利益,"2,057,351","1,999,995","2,344,685","2,803,520","2,077,737","1,955,264","2,087,959","2,005,134","2,868,679","3,428,912","2,586,278","1,357,962"
6111,給与手当,"549,278","1,229,525","1,163,566","1,162,104","1,196,715","1,241,837","1,153,294","832,922","1,266,447","1,056,666","998,719","930,156"
6311,雑給,0,0,0,0,0,0,0,"85,500","193,875","226,875","225,375","213,375"
6112,旅費交通費,"42,318","34,847","51,747","31,574","94,890","77,788","75,455","64,900","45,693","45,860","60,368","48,296"
6113,広告宣伝費,0,909,"21,818",0,0,"43,400","50,454","15,000","15,909","10,955",0,0
6114,販売促進費,0,"90,909",0,0,"94,247","45,455",0,"90,909","90,909","90,909","90,909","136,364"
6115,荷造発送費,0,0,0,0,0,0,0,0,0,0,540,"1,620"
6116,外注費,0,0,0,0,"400,000","80,000",0,0,0,0,0,0
6117,支払手数料,"305,251","224,389","319,533","224,245","588,917","149,433","344,426","601,576","417,608","1,039,198","262,216","202,301"
6118,,0,0,0,0,0,0,0,0,0,0,0,0
6211,役員報酬,0,0,0,0,0,0,0,0,0,0,0,0
6232,,0,0,0,0,0,0,0,0,0,0,0,0
6212,事務員給与,0,0,0,0,"120,833",0,"-13,922","120,833",0,0,"120,833",0
6213,従業員賞与,"93,470","78,195","78,195","81,164","119,761","119,761","136,709","145,006","145,006","145,006","138,697","120,833"
6312,法定福利費,"24,135",0,0,0,0,0,0,0,0,"9,091",0,"151,138"
6226,厚生費,0,0,0,0,0,0,0,0,0,0,0,0
6119,,"22,855","22,855","22,855","22,875","22,855","22,855","22,855","22,855","22,855","22,855","25,051",0
6214,減価償却費,0,0,0,0,0,0,0,0,0,0,0,0
6234,リース料,"205,455","205,455","205,455","205,455","205,455","205,455","205,455","205,455","205,455","205,455","205,455",0
6215,地代家賃,0,0,0,0,"35,400",0,0,0,0,0,0,"205,455"
6216,修繕／車両関係費,0,0,0,0,0,0,0,0,0,0,0,0
6217,事務用消耗品費,"20,142","5,750","26,138","12,527","18,596","13,556","2,947","29,162","24,338","16,656","10,425",0
6218,通信交通費,"16,032","20,348","26,675","31,935","24,455","20,140","15,877","25,443","28,833","27,782","19,745","36,035"
6219,水道光熱費,0,0,0,"2,000",0,0,0,0,"2,000",0,"2,000","20,591"
6221,租税公課,0,0,0,0,0,0,0,0,0,0,0,0
6222,寄付金,0,0,0,0,0,0,0,0,0,0,0,0
6223,接待交際費,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000",0
6224,保険料,"33,915","7,914","21,296","20,404","51,511","22,638","21,224","10,663","8,935","12,302","16,605",0
6225,備品消耗品費,"8,000","9,364","8,000","8,000","8,964","9,818","8,000","31,000","8,000","8,000","8,000","15,914"
6227,管理諸費,0,0,0,0,0,0,0,0,0,0,0,"8,000"
6228,リース／レンタル料,0,0,0,0,0,0,0,0,0,0,"10,000",0
6229,,0,0,0,0,0,0,0,0,0,0,0,0
6313,,0,0,0,0,0,0,0,0,0,0,0,0
6233,,0,0,0,0,0,0,0,0,0,0,0,0
6314,貸倒償却,0,0,0,0,0,0,0,0,0,0,0,0
6231,雑費,0,0,0,0,0,0,0,0,0,0,0,0
,販売費及び一般管理費計,"1,325,851","1,935,460","1,950,278","1,807,283","2,987,599","2,057,136","2,027,774","2,286,224","2,480,863","2,922,610","2,199,938","2,090,078"
,営業利益（損失）,"731,500","64,535","394,407","996,237","-909,862","-101,872","60,185","-281,090","387,816","506,302","386,340","-732,116"
7111,受取利息,0,0,0,0,0,0,0,0,0,0,0,0
