"ｺｰﾄﾞ","勘定科目名"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"
"4111","売上高","2,943,705","3,157,538","3,039,664","3,020,249","2,516,578","2,392,676","3,496,462","2,311,640","2,874,294","2,349,811","1,820,866","0"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","64,449","100,865","102,125","78,983","49,805","49,502","66,346","44,239","49,892","47,682","61,250","0"
,"純売上高","2,879,256","3,056,673","2,937,539","2,941,266","2,466,773","2,343,174","3,430,116","2,267,401","2,824,402","2,302,129","1,759,616","0"
"5111","期首棚卸高","670,659","713,877","848,301","704,679","799,216","712,989","612,822","641,225","846,879","614,010","505,498","0"
"5211","商品仕入高","515,061","642,816","457,041","684,727","290,125","377,041","731,250","655,985","271,232","418,954","114,815","0"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","713,877","848,301","704,679","799,216","712,989","612,822","641,225","846,879","614,010","505,498","0","0"
,"当期売上原価","471,843","508,392","600,663","590,190","376,352","477,208","702,847","450,331","504,101","527,466","620,313","0"
,"売上総利益","2,407,413","2,548,281","2,336,876","2,351,076","2,090,421","1,865,966","2,727,269","1,817,070","2,320,301","1,774,663","1,139,303","0"
"6111","給与手当","846,500","626,500","626,500","610,975","838,286","804,000","754,319","788,500","880,000","850,000","524,000","0"
"6311","雑給","315,906","343,517","344,263","394,452","333,510","296,334","314,170","309,548","184,601","107,412","16,345","0"
"6112","旅費交通費","32,810","35,919","34,814","22,152","21,474","26,099","35,981","45,547","49,003","40,545","3,328","0"
"6113","広告宣伝費","227,842","236,547","213,204","202,966","161,054","108,366","153,786","115,236","132,560","104,348","221,464","0"
"6114","販売促進費","37,075","37,818","60,623","84,447","62,051","56,851","75,414","63,292","71,139","55,525","24,045","0"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","345,286","330,845","397,793","698,194","394,447","395,601","368,726","364,097","372,067","370,158","312,320","266,032"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","130,000","0","0","0","0","0","40,000","0","0"
"6312","法定福利費","147,713","114,077","114,077","128,091","156,843","158,925","156,076","156,076","156,076","142,506","28,025","0"
"6226","厚生費","38,500","77,030","53,750","2,250","3,977","0","2,250","16,925","0","38,945","16,897","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","1,589,505","776,951","776,951","776,951","776,951","776,951","776,951","776,951","776,951","776,951","776,951","776,951"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","0"
"6216","修繕／車両関係費","60,310","0","20,000","0","0","0","125,000","38,445","0","7,000","16,500","17,000"
"6217","事務用消耗品費","1,325","0","400","4,982","247","0","0","2,200","0","0","0","0"
"6218","通信交通費","17,955","1,866","34,062","1,866","17,948","17,978","17,936","24,436","17,940","17,943","1,866","34,010"
"6219","水道光熱費","404,687","320,752","304,115","211,824","382,425","388,311","160,093","311,597","379,192","261,059","319,852","520,403"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","73,892","73,892","73,892","73,892","73,892","73,892","73,892","73,892","73,892","73,892","73,892","0"
"6225","備品消耗品費","117,010","100,084","139,573","192,297","59,652","88,625","178,279","172,706","130,128","59,183","54,160","0"
"6227","管理諸費","35,939","37,210","39,526","38,570","36,490","34,943","34,530","34,490","34,490","34,490","98,500","0"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","5,000","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","195","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","4,892,255","3,713,008","3,833,543","4,174,104","3,919,247","3,826,876","3,827,403","3,893,938","3,863,039","3,579,957","3,088,145","1,614,396"
,"営業利益（損失）","-2,484,842","-1,164,727","-1,496,667","-1,823,028","-1,828,826","-1,960,910","-1,100,134","-2,076,868","-1,542,738","-1,805,294","-1,948,842","-1,614,396"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
