"ｺｰﾄﾞ","勘定科目名"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"
"4111","売上高","5,235,375","4,293,064","5,371,440","5,296,640","5,253,061","5,006,150","5,387,828","5,592,211","5,567,984","5,044,470","5,298,818","4,158,730"
"4112","会員券売上高","164,093","132,092","201,094","158,365","228,093","191,004","280,365","179,821","318,181","310,094","188,911","162,001"
"4113","ゴルフ用品・雑貨売上高","37,361","29,394","60,529","45,646","85,921","65,747","123,937","65,087","54,584","65,124","53,078","36,253"
"4114","手数料収入","149,113","87,171","69,711","118,476","133,224","142,999","167,877","111,496","130,708","123,727","87,305","196,600"
"4115","ポイント値引・入会金返金(△)","814,185","654,873","846,914","916,923","757,105","787,889","832,972","808,016","914,265","871,008","842,789","701,623"
,"純売上高","4,771,757","3,886,848","4,855,860","4,702,204","4,943,194","4,618,011","5,127,035","5,140,599","5,157,192","4,672,407","4,785,323","3,851,961"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","20,751","382","39,346","42,914","50,869","133,559","72,257","60,801","9,701","16,995","50,893","5,803"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","20,751","382","39,346","42,914","50,869","133,559","72,257","60,801","9,701","16,995","50,893","5,803"
,"売上総利益","4,751,006","3,886,466","4,816,514","4,659,290","4,892,325","4,484,452","5,054,778","5,079,798","5,147,491","4,655,412","4,734,430","3,846,158"
"6111","プロ報酬","14,546","5,454","0","5,454","8,182","7,273","7,273","7,273","7,273","5,454","909","0"
"6311","雑給","731,894","785,549","802,743","732,737","757,360","791,838","774,143","767,642","740,463","810,217","694,936","512,566"
"6112","旅費交通費","32,108","30,305","32,088","31,149","31,625","30,019","29,256","31,650","31,684","34,521","33,104","25,925"
"6113","広告宣伝費","533,945","159,400","178,400","143,400","169,309","143,400","713,593","240,382","226,700","412,100","165,200","169,500"
"6114","教育訓練費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","接客サービス費","136,775","210,523","152,636","163,978","159,243","228,327","182,345","148,435","181,984","181,696","133,440","294,001"
"6116","コンペ参加諸費","27,809","1,941","1,941","26,054","17,155","25,296","54,714","12,573","21,554","19,587","27,234","23,515"
"6117","プレイ器具費","35,450","18,130","0","120,370","66,269","126,684","125,454","0","373,594","0","42,460","0"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","社員給与","944,925","863,550","866,019","945,278","946,050","952,932","945,064","1,040,891","987,805","989,973","967,114","927,977"
"6213","従業員賞与","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","55,000","25,000","25,000"
"6312","法定福利費","126,975","127,115","127,297","127,331","127,223","285,973","127,170","132,927","130,098","278,828","179,077","179,081"
"6226","厚生費","3,050","4,649","4,649","0","0","6,000","41,333","41,162","25,485","43,791","7,359","4,541"
"6119","退職手当等","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","295,000","295,000","295,000","295,000","295,000","295,000","295,000","295,000","295,000","295,000","295,000","295,000"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃・リース料","0","0","861,983","0","0","0","0","0","0","0","0","0"
"6216","修繕費","78,030","50,000","0","54,800","59,660","267,163","100,000","165,175","2,718","727,200","83,000","352,850"
"6217","事務用消耗品費","21,913","16,165","55,998","56,284","17,684","17,405","23,438","1,610","18,855","2,475","23,599","0"
"6218","通信交通費","12,886","19,417","12,767","14,476","21,579","12,756","12,764","22,047","12,763","18,707","12,654","12,658"
"6219","水道光熱費","404,083","164,614","52,183","118,428","169,024","114,844","175,456","127,517","166,052","111,127","173,121","182,569"
"6221","租税公課","9,020","132,800","0","1,800","132,000","900","0","0","0","132,000","0","0"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","5,173","0","0","0","1,126","0","1,091","5,593","1,081","0","2,909","0"
"6224","保険料","0","0","0","0","0","0","0","373,220","15,080","0","0","44,310"
"6225","備品消耗品費","21,900","188,228","26,265","15,935","129,409","79,490","131,169","39,945","51,999","71,719","74,962","80,716"
"6227","管理諸費","46,800","394,300","90,800","46,800","46,800","46,800","90,800","46,800","46,800","46,800","243,170","46,800"
"6228","寄附金","0","0","0","0","0","0","20,000","0","0","0","0","0"
"6229","その他の一般管理費","33,000","16,500","0","33,000","16,500","16,500","16,500","0","33,000","0","16,500","16,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","4,500","22,800","13,155","11,682","6,845","11,345","19,484","15,550","7,165","9,555","9,919","31,852"
,"販売費及び一般管理費計","3,709,782","3,696,440","3,763,924","3,133,956","3,368,043","3,649,945","4,076,047","3,705,392","3,567,153","4,410,750","3,375,667","3,390,361"
,"営業利益（損失）","1,041,224","190,026","1,052,590","1,525,334","1,524,282","834,507","978,731","1,374,406","1,580,338","244,662","1,358,763","455,797"
"7111","受取利息","113","0","0","0","0","0","129","0","0","0","0","0"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","75,000","0","0","0","0","0","0","680","0","0"
,"営業外収益計","113","0","75,000","0","0","0","129","0","0","680","0","0"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","1,041,337","190,026","1,127,590","1,525,334","1,524,282","834,507","978,860","1,374,406","1,580,338","245,342","1,358,763","455,797"
