"ｺｰﾄﾞ","勘定科目名"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"
"4111","売上高","10,639,163","11,994,687","9,835,434","10,897,398","12,511,504","11,372,029","12,995,727","11,121,874","13,533,238","13,996,939","10,755,697","14,175,928"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","10,639,163","11,994,687","9,835,434","10,897,398","12,511,504","11,372,029","12,995,727","11,121,874","13,533,238","13,996,939","10,755,697","14,175,928"
"5111","期首棚卸高","517,900","523,500","508,900","524,000","650,000","487,000","415,500","380,600","654,300","627,900","543,100","532,200"
"5211","商品仕入高","4,202,815","4,504,740","3,953,567","4,234,614","4,478,356","4,273,540","5,307,510","4,954,635","5,641,966","5,819,483","4,716,931","6,263,878"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","523,500","508,900","524,000","650,000","487,000","415,500","380,600","654,300","627,900","543,100","532,200","535,000"
,"当期売上原価","4,197,215","4,519,340","3,938,467","4,108,614","4,641,356","4,345,040","5,342,410","4,680,935","5,668,366","5,904,283","4,727,831","6,261,078"
,"売上総利益","6,441,948","7,475,347","5,896,967","6,788,784","7,870,148","7,026,989","7,653,317","6,440,939","7,864,872","8,092,656","6,027,866","7,914,850"
"6111","給与手当","670,500","565,700","572,255","542,255","565,500","557,500","572,500","572,500","642,500","572,500","572,500","592,500"
"6311","雑給","1,822,414","1,966,191","1,562,438","1,772,465","1,750,636","1,622,997","1,729,435","1,864,601","2,043,269","1,908,947","1,713,021","2,105,287"
"6112","旅費交通費","56,389","45,682","39,298","41,112","44,105","41,559","47,250","39,958","43,285","40,313","45,395","44,283"
"6113","広告宣伝費","33,247","56,220","194,374","51,923","25,113","64,274","39,862","32,836","137,582","109,059","98,246","71,903"
"6114","販売促進費","16,997","11,000","4,109","4,237","12,615","21,235","4,067","12,295","0","4,104","0","0"
"6115","荷造発送費","3,800","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","43,044","32,483","44,806","38,803","57,427"
"6117","支払手数料","1,118,857","1,239,983","1,133,978","1,149,571","1,351,687","1,195,210","1,297,903","1,149,095","1,299,532","1,409,933","1,247,795","1,496,984"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","150,000","73,500","73,500","73,500","73,500","49,000","49,000","-191,000","49,000","49,000","49,000"
"6312","法定福利費","188,841","194,855","206,659","245,977","242,372","237,918","257,103","274,123","278,330","253,086","253,122","252,997"
"6226","厚生費","7,800","7,333","60,381","65,666","0","60,000","58,780","42,050","28,311","42,384","65,934","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","499,454","499,454","499,454","499,454","499,454","-1,376,654","460,864","460,864","460,864","460,864","460,864","460,864"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,105,916","1,241,468","1,025,543","1,131,738","1,291,331","1,179,203","1,341,571","1,154,187","1,395,323","1,442,139","1,117,568","1,459,591"
"6216","修繕／車両関係費","0","0","17,365","0","26,450","128,800","0","0","0","100,680","0","0"
"6217","事務用消耗品費","300","0","0","0","0","2,864","1,745","7,785","100","0","19","996"
"6218","通信交通費","909","15,319","8,103","909","12,627","909","8,133","909","909","909","8,647","1,409"
"6219","水道光熱費","398,249","416,754","444,913","447,969","478,073","495,128","488,351","510,461","500,540","555,427","534,973","470,648"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","278,612","244,600","195,844","315,495","276,089","323,101","335,396","300,261","308,552","259,403","334,222","340,709"
"6227","管理諸費","15,500","32,136","23,191","107,700","14,100","14,100","14,800","14,100","2,100","14,100","2,100","2,800"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
