"ｺｰﾄﾞ","勘定科目名"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"
"4111","売上高","6,943,270","3,636,672","3,168,657","10,342,057","4,898,485","928,367","6,773,357","6,337,015","4,851,429","6,172,015","5,969,302","3,832,194"
"4112","賃貸料収入","3,257,906","2,714,542","3,810,069","3,255,940","3,213,263","3,147,431","3,569,795","2,944,126","2,955,778","2,166,070","7,911,629","2,858,543"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","222,779,500","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","10,201,176","6,351,214","6,978,726","13,597,997","8,111,748","4,075,798","10,343,152","9,281,141","7,807,207","8,338,085","236,660,431","6,690,737"
"5111","期首たな卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","0","0","-229,265","26,896","14,400","50,448","0","0","0","24,552","5,619","-10,552"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","1,265,222","35,301","38,670","29,708","33,222","0","86,259","30,350","13,040","36,790","29,503","34,951"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","104,410,770","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","1,265,222","35,301","-190,595","56,604","47,622","50,448","86,259","30,350","13,040","61,342","104,445,892","24,399"
,"売上総利益","8,935,954","6,315,913","7,169,321","13,541,393","8,064,126","4,025,350","10,256,893","9,250,791","7,794,167","8,276,743","132,214,539","6,666,338"
"6111","給与手当","4,607,394","4,177,264","2,241,000","2,211,000","2,788,098","4,131,676","3,845,783","2,932,703","2,725,165","2,758,025","4,283,326","3,055,028"
