"ｺｰﾄﾞ","勘定科目名"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"
"4111","売上高","4,871,428","3,790,530","9,450,370","12,341,843","9,863,197","10,702,212","14,023,813","13,828,621","13,528,791","10,828,526","8,339,649","11,886,586"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","4,871,428","3,790,530","9,450,370","12,341,843","9,863,197","10,702,212","14,023,813","13,828,621","13,528,791","10,828,526","8,339,649","11,886,586"
"5111","期首たな卸高","1,165,286","618,760","522,870","896,625","1,049,363","968,933","850,986","1,180,068","899,724","2,654,375","1,032,720","892,381"
"5211","商品仕入高","1,391,025","1,399,387","3,958,464","4,887,576","3,550,155","3,915,195","5,558,586","4,551,522","6,492,588","2,270,002","2,841,530","4,235,990"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","618,760","522,870","896,625","1,049,363","968,933","850,986","1,180,068","899,724","2,654,375","1,032,720","892,381","942,969"
,"当期売上原価","1,937,551","1,495,277","3,584,709","4,734,838","3,630,585","4,033,142","5,229,504","4,831,866","4,737,937","3,891,657","2,981,869","4,185,402"
,"売上総利益","2,933,877","2,295,253","5,865,661","7,607,005","6,232,612","6,669,070","8,794,309","8,996,755","8,790,854","6,936,869","5,357,780","7,701,184"
"6111","給与手当","856,500","762,482","856,523","1,283,000","904,500","1,096,325","1,157,000","917,500","897,500","897,500","1,213,840","1,212,500"
"6311","雑給","1,754,689","1,669,633","2,012,624","2,258,265","2,277,729","2,206,284","2,123,232","2,279,753","2,162,317","2,333,341","1,817,876","1,677,068"
"6112","旅費交通費","85,148","28,373","71,544","119,004","115,662","125,388","141,237","114,026","114,629","111,452","116,730","120,848"
"6113","広告宣伝費","325,167","190,233","484,820","656,550","728,120","689,815","946,994","920,022","1,015,542","671,751","575,575","878,109"
"6114","販売促進費","22,416","24,808","43,121","55,378","33,790","52,793","80,093","109,089","97,235","102,767","103,752","91,592"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","254,813","120,151","159,385","199,145","215,833","249,988","254,069","289,373","213,665","224,133","186,471","196,849"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","0","0","175,000","0","0","0"
"6312","法定福利費","287,641","287,641","258,501","285,174","291,172","309,059","315,165","315,165","322,307","259,852","303,180","303,117"
"6226","厚生費","0","0","18,700","5,000","0","27,200","50,214","5,000","-7,273","-12,727","0","5,000"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","208,748","208,748","208,748","208,748","208,748","141,174","175,043","175,043","175,043","175,043","175,043","175,043"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","816,000","816,000","816,000","816,000","816,000","816,000","816,000","816,000","816,000","816,000","816,000","816,000"
"6216","修繕／車両関係費","197,017","0","220,000","0","135,000","40,000","0","0","0","35,000","23,500","6,900"
"6217","事務用消耗品費","818","0","0","0","0","0","0","0","0","3,488","0","0"
"6218","通信交通費","16,362","16,044","18,272","18,198","26,661","18,511","15,905","18,491","15,891","16,266","18,281","18,266"
"6219","水道光熱費","416,046","466,562","216,360","364,424","450,437","662,908","412,591","420,111","307,694","524,985","396,223","444,751"
"6221","租税公課","0","0","0","4,000","0","600","0","2,000","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","245,707","217,964","363,141","486,398","471,933","494,587","458,853","565,238","656,502","538,762","438,826","569,370"
"6227","管理諸費","69,236","37,560","73,906","53,910","96,386","43,910","63,906","42,560","56,946","45,910","60,870","45,260"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","30,000","0","0","0"
,"販売費及び一般管理費計","5,581,308","4,871,199","5,846,645","6,838,194","6,796,971","6,999,542","7,035,302","7,014,371","7,073,998","6,768,523","6,271,167","6,585,673"
,"営業利益（損失）","-2,647,431","-2,575,946","19,016","768,811","-564,359","-330,472","1,759,007","1,982,384","1,716,856","168,346","-913,387","1,115,511"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","162,000","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","162,000","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","1,431","0","0","0","0","450","-450","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","200,000","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","1,431","0","200,000","0","0","450","-450","0","0"
,"経常利益（損失）","-2,647,431","-2,413,946","19,016","767,380","-564,359","-530,472","1,759,007","1,982,384","1,716,406","168,796","-913,387","1,115,511"
