"ｺｰﾄﾞ","勘定科目名"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"
"4111","売上高","0","0","0","0","0","0","0","0","0","9,269,784","9,920,772","12,240,618"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","0","0","0","0","0","0","0","0","0","9,269,784","9,920,772","12,240,618"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","1,010,363","1,061,512","1,094,829"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","1,061,512","1,094,829","1,519,291"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","3,229,458","3,464,247","4,333,385"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","0","0","0","0","3,178,309","3,430,930","3,908,923"
,"売上総利益","0","0","0","0","0","0","0","0","0","6,091,475","6,489,842","8,331,695"
"6111","給与手当","0","0","0","0","0","0","0","0","0","1,478,325","1,394,625","1,448,557"
"6311","雑給","0","0","0","0","0","0","0","0","0","1,225,255","1,234,138","1,423,827"
"6112","旅費交通費","0","0","0","0","0","0","0","0","0","46,424","40,328","45,676"
"6113","広告宣伝費","0","0","0","0","0","0","0","0","0","174,697","241,585","314,835"
"6114","販売促進費","0","0","0","0","0","0","0","0","0","18,114","29,155","23,863"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","0","0","0","0","0","0","0","0","0","162,674","161,477","145,796"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","0","0","0","63,416","63,416","1,368,303"
"6312","法定福利費","0","0","0","0","0","0","0","0","0","294,703","294,703","511,693"
"6226","厚生費","0","0","0","0","0","0","0","0","0","18,938","44,437","12,188"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","0","0","0","0","0","0","0","0","56,321","56,321","56,321"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","0","0","0","0","0","0","0","0","587,818","588,018","588,018"
"6216","修繕／車両関係費","0","0","0","0","0","0","0","0","0","11,000","5,500","49,500"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","1,087","0"
"6218","通信交通費","0","0","0","0","0","0","0","0","0","2,203","2,203","2,279"
"6219","水道光熱費","0","0","0","0","0","0","0","0","0","794,054","323,608","325,849"
"6221","租税公課","0","0","0","0","0","0","0","0","0","2,700","3,600","5,950"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","0","0","0","0","0","0","0","0","50,000","25,000"
"6225","備品消耗品費","0","0","0","0","0","0","0","0","0","136,492","127,867","166,258"
"6227","管理諸費","0","0","0","0","0","0","0","0","0","97,355","95,955","95,955"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","0","0","0","0","0","0","0","0","5,170,489","4,758,023","6,609,868"
,"営業利益（損失）","0","0","0","0","0","0","0","0","0","920,986","1,731,819","1,721,827"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","0","0","0","0","0","0","0","0","0","920,986","1,731,819","1,721,827"
