"ｺｰﾄﾞ","勘定科目名","30年  2月","30年  3月","30年  4月","30年  5月","30年  6月","30年  7月","30年  8月","30年  9月","30年 10月","30年 11月","30年 12月","31年  1月"
"4111","売上高","5,949,178","12,405,548","9,605,721","9,639,942","10,138,373","9,533,513","12,152,661","10,260,650","9,163,078","9,431,000","15,700,892","12,207,611"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","62,122","68,694","63,714","82,380","71,891","67,101","82,083","104,030","73,119","93,942","127,477","68,473"
,"純売上高","5,887,056","12,336,854","9,542,007","9,557,562","10,066,482","9,466,412","12,070,578","10,156,620","9,089,959","9,337,058","15,573,415","12,139,138"
"5111","期首たな卸高","592,224","715,326","843,593","732,298","692,138","702,546","643,996","599,661","511,086","582,431","492,356","770,971"
"5211","商品仕入高","696,258","1,508,123","857,584","974,871","1,119,225","1,000,835","1,238,777","1,019,874","1,154,392","1,027,383","2,007,620","1,109,456"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","715,326","843,593","732,298","692,138","702,546","643,996","599,661","511,086","582,431","492,356","770,971","549,140"
,"当期売上原価","573,156","1,379,856","968,879","1,015,031","1,108,817","1,059,385","1,283,112","1,108,449","1,083,047","1,117,458","1,729,005","1,331,287"
,"売上総利益","5,313,900","10,956,998","8,573,128","8,542,531","8,957,665","8,407,027","10,787,466","9,048,171","8,006,912","8,219,600","13,844,410","10,807,851"
"6111","給与手当","725,780","788,960","838,610","883,235","899,735","884,235","862,013","738,290","1,090,629","968,220","1,003,360","980,220"
"6311","雑給","604,290","846,295","817,230","874,773","893,622","909,835","1,033,662","967,488","999,132","877,596","1,283,308","955,329"
"6112","旅費交通費","46,193","51,111","68,345","81,211","87,473","79,574","94,638","89,339","82,927","64,466","78,902","71,081"
"6113","広告宣伝費","188,579","227,697","216,077","419,910","292,619","282,570","365,209","267,163","204,110","222,987","300,635","330,304"
"6114","販売促進費","101,611","161,531","129,484","182,312","125,110","88,625","128,005","97,115","105,547","99,332","53,994","25,341"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","434,190","438,982","489,664","444,278","442,753","443,838","451,777","440,195","446,009","446,654","435,752","458,411"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","50,000","50,000","50,000","50,000","-80,000","50,000","50,000","50,000","0","0","31,345","10,000"
