"ｺｰﾄﾞ","勘定科目名"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"
"4111","売上高","0","6,341,581","6,460,099","9,678,281","6,853,479","2,797,241","4,828,815","6,134,410","7,622,049","6,319,340","7,444,638","7,668,932"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","486,730","423,645","657,272","426,146","178,231","46,147","64,464","86,504","64,711","79,203","64,273"
,"純売上高","0","5,854,851","6,036,454","9,021,009","6,427,333","2,619,010","4,782,668","6,069,946","7,535,545","6,254,629","7,365,435","7,604,659"
"5111","期首棚卸高","1,061,357","1,043,511","807,846","875,365","1,102,519","886,669","756,490","812,773","978,480","892,097","760,423","883,478"
"5211","商品仕入高","0","849,835","1,234,082","1,727,735","585,028","407,295","1,076,364","1,264,944","980,222","1,080,799","1,257,521","1,217,368"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","1,043,511","807,846","875,365","1,102,519","886,669","756,490","812,773","978,480","892,097","760,423","883,478","794,848"
,"当期売上原価","17,846","1,085,500","1,166,563","1,500,581","800,878","537,474","1,020,081","1,099,237","1,066,605","1,212,473","1,134,466","1,305,998"
,"売上総利益","-17,846","4,769,351","4,869,891","7,520,428","5,626,455","2,081,536","3,762,587","4,970,709","6,468,940","5,042,156","6,230,969","6,298,661"
"6111","給与手当","928,963","1,004,500","1,054,348","948,700","871,717","670,037","672,087","668,723","619,995","676,792","439,071","472,115"
"6311","雑給","461,408","609,714","477,370","671,131","679,569","426,860","637,787","748,585","811,078","727,878","911,837","960,436"
"6112","旅費交通費","2,168","48,510","52,897","57,241","48,239","28,543","41,167","50,629","49,079","45,028","49,493","50,112"
"6113","広告宣伝費","55,370","420,837","196,819","181,420","133,098","209,042","142,876","116,021","146,971","126,016","105,393","135,642"
"6114","販売促進費","19,002","76,887","76,114","57,547","41,980","44,851","35,650","49,258","46,341","40,873","44,992","67,671"
"6115","荷造発送費","0","2,700","3,600","1,800","0","3,600","0","3,600","2,700","700","2,700","2,700"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","380,564","136,251","593,236","563,500","600,024","603,939","488,763","569,432","754,772","607,903","472,100","621,533"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","100,000","0","0","0","0","155,800","74,875","74,875","74,875"
"6312","法定福利費","195,323","199,087","199,087","213,397","199,087","199,087","159,651","159,361","170,481","174,011","159,286","159,286"
"6226","厚生費","6,800","2,250","6,000","7,250","32,706","5,000","11,750","29,478","5,378","56,987","7,916","2,545"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","484,993","391,581","391,581","391,581","391,581","391,581","391,581","391,581","391,581","391,581","391,581","391,581"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,385,100","1,385,100","1,385,100","1,385,100","1,385,100","1,385,100","1,385,100","1,407,859","1,385,100","1,385,100","1,385,100","1,385,100"
"6216","修繕／車両関係費","0","0","0","0","0","102,900","15,000","0","62,560","0","86,250","23,000"
"6217","事務用消耗品費","0","0","0","0","3,636","0","0","0","0","0","0","0"
"6218","通信交通費","41,342","21,639","54,420","21,038","54,663","33,919","41,608","21,684","53,769","33,294","29,467","46,082"
"6219","水道光熱費","578,553","426,793","288,305","483,184","345,298","508,441","395,875","378,846","372,790","453,903","498,290","655,948"
"6221","租税公課","0","1,000","0","0","1,000","0","0","0","0","2,000","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","120,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
"6225","備品消耗品費","269,000","150,078","207,961","217,184","143,105","44,365","135,145","337,754","69,894","144,154","186,597","288,772"
"6227","管理諸費","28,000","46,894","47,381","46,894","58,794","52,894","71,687","78,994","55,894","78,994","93,062","79,662"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","4,956,586","4,983,821","5,094,219","5,406,967","5,049,597","4,770,159","4,685,727","5,071,805","5,214,183","5,080,089","4,998,010","5,477,060"
,"営業利益（損失）","-4,974,432","-214,470","-224,328","2,113,461","576,858","-2,688,623","-923,140","-101,096","1,254,757","-37,933","1,232,959","821,601"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","-15","15","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","-15","15","0","0","0","0"
,"経常利益（損失）","-4,974,432","-214,470","-224,328","2,113,461","576,858","-2,688,623","-923,125","-101,111","1,254,757","-37,933","1,232,959","821,601"
