"ｺｰﾄﾞ","勘定科目名"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"
"4111","売上高","8,621,213","6,971,432","10,809,019","10,998,554","12,723,515","11,315,980","8,099,937","12,442,565","10,639,163","11,994,687","9,835,434","10,897,398"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","8,621,213","6,971,432","10,809,019","10,998,554","12,723,515","11,315,980","8,099,937","12,442,565","10,639,163","11,994,687","9,835,434","10,897,398"
"5111","期首棚卸高","631,900","542,700","582,300","527,800","459,500","627,600","545,500","462,000","517,900","523,500","508,900","524,000"
"5211","商品仕入高","3,232,226","2,704,910","4,081,819","4,205,275","4,808,484","4,209,444","3,202,877","4,931,299","4,202,815","4,504,740","3,953,567","4,234,614"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","542,700","582,300","527,800","459,500","627,600","545,500","462,000","517,900","523,500","508,900","524,000","650,000"
,"当期売上原価","3,321,426","2,665,310","4,136,319","4,273,575","4,640,384","4,291,544","3,286,377","4,875,399","4,197,215","4,519,340","3,938,467","4,108,614"
,"売上総利益","5,299,787","4,306,122","6,672,700","6,724,979","8,083,131","7,024,436","4,813,560","7,567,166","6,441,948","7,475,347","5,896,967","6,788,784"
"6111","給与手当","898,000","898,000","898,000","901,000","901,000","901,000","662,296","677,500","670,500","565,700","572,255","542,255"
"6311","雑給","1,657,244","1,280,763","1,376,053","1,361,877","1,725,708","1,718,634","1,627,519","2,069,539","1,822,414","1,966,191","1,562,438","1,772,465"
"6112","旅費交通費","50,965","41,198","52,075","46,956","54,576","49,505","38,856","37,396","56,389","45,682","39,298","41,112"
"6113","広告宣伝費","66,297","233,789","52,882","63,721","149,123","142,023","12,618","88,739","33,247","56,220","194,374","51,923"
