"ｺｰﾄﾞ","勘定科目名"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"
"4111","売上高","21,627,843","24,035,778","21,417,638","20,785,402","141,981,721","18,403,818","25,270,702","19,443,986","21,588,897","19,450,708","23,332,813","18,197,206"
"4112","賃貸料収入","250,000","250,000","250,000","250,000","250,000","250,000","250,000","250,000","250,000","250,000","250,000","250,000"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","-123,061,465","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","21,877,843","24,285,778","21,667,638","21,035,402","19,170,256","18,653,818","25,520,702","19,693,986","21,838,897","19,700,708","23,582,813","18,447,206"
"5111","期首たな卸高","5,259,278","5,043,332","4,800,397","4,827,599","4,283,155","4,228,629","4,856,433","4,261,570","4,349,475","3,959,672","3,865,478","3,881,736"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212","通信商品仕入高","13,055,953","13,584,746","14,633,748","13,624,470","12,977,598","13,605,422","19,729,798","14,322,401","16,877,739","14,871,785","18,165,624","13,091,122"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","5,043,332","4,800,397","4,827,599","4,283,155","4,228,629","4,856,433","4,261,570","4,349,475","3,959,672","3,865,478","3,881,736","3,774,915"
,"当期売上原価","13,271,899","13,827,681","14,606,546","14,168,914","13,032,124","12,977,618","20,324,661","14,234,496","17,267,542","14,965,979","18,149,366","13,197,943"
,"売上総利益","8,605,944","10,458,097","7,061,092","6,866,488","6,138,132","5,676,200","5,196,041","5,459,490","4,571,355","4,734,729","5,433,447","5,249,263"
"6111","給与手当","2,136,154","2,322,350","2,335,779","2,513,199","2,351,899","2,403,566","2,420,036","2,556,867","2,615,918","2,558,181","2,592,207","2,314,087"
"6311","雑給","319,637","385,106","466,450","666,415","681,262","678,428","665,610","404,825","375,675","356,875","403,875","523,935"
"6112","旅費交通費","61,691","63,734","66,191","80,193","82,676","82,375","74,029","83,372","78,343","73,751","82,497","88,072"
"6113","広告宣伝費","34,000","67,636","155,500","82,250","79,477","184,500","94,027","109,909","84,000","96,727","118,091","44,365"
"6114","販売促進費","9,600","19,000","110,418","41,484","15,091","19,161","9,900","37,412","19,091","42,162","66,300","83,560"
"6115","荷造発送費","1,060","2,540","418","2,120","640","0","1,260","0","1,395","1,060","8,665","640"
