"ｺｰﾄﾞ","勘定科目名"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年  9月"
"4111","売上高","13,809,605","13,597,258","18,073,305","15,517,742","13,152,496","18,367,576","16,083,780","15,035,841","16,250,498","16,237,314","15,591,248","16,114,246"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","13,809,605","13,597,258","18,073,305","15,517,742","13,152,496","18,367,576","16,083,780","15,035,841","16,250,498","16,237,314","15,591,248","16,114,246"
"5111","期首棚卸高","1,831,476","1,625,132","1,388,024","4,092,590","1,955,717","2,055,429","2,369,084","2,178,708","1,901,019","2,420,034","1,932,265","1,709,094"
"5211","商品仕入高","5,836,034","6,422,873","10,800,105","4,650,575","5,951,402","8,738,292","7,038,069","6,256,822","7,809,922","6,556,963","6,769,525","7,498,080"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","1,625,132","1,388,024","4,092,590","1,955,717","2,055,429","2,369,084","2,178,708","1,901,019","2,420,034","1,932,265","1,709,094","2,087,533"
,"当期売上原価","6,042,378","6,659,981","8,095,539","6,787,448","5,851,690","8,424,637","7,228,445","6,534,511","7,290,907","7,044,732","6,992,696","7,119,641"
,"売上総利益","7,767,227","6,937,277","9,977,766","8,730,294","7,300,806","9,942,939","8,855,335","8,501,330","8,959,591","9,192,582","8,598,552","8,994,605"
"6111","給与手当","1,025,000","1,025,000","1,167,412","1,025,000","1,050,000","1,025,000","1,050,000","1,029,400","1,070,900","1,044,900","1,026,900","1,047,900"
"6311","雑給","2,456,424","2,342,920","2,707,605","2,264,399","2,055,687","2,597,139","2,483,582","2,718,610","2,634,348","2,758,710","2,750,620","2,567,841"
"6112","旅費交通費","88,869","93,472","79,779","80,727","79,154","101,216","93,508","94,629","85,624","99,119","110,142","108,036"
"6113","広告宣伝費","833,584","847,703","933,382","1,060,642","894,714","1,087,735","803,102","723,734","979,640","684,010","647,509","755,284"
"6114","販売促進費","52,568","71,154","67,534","61,398","48,095","73,407","67,685","67,297","53,758","77,541","64,761","54,868"
"6115","荷造発送費","0","0","1,225","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","68,631","68,032","128,913","213,014","341,672","161,825","357,307","367,767","211,100","409,528","473,323"
"6117","支払手数料","573,842","490,858","1,035,512","601,817","550,951","646,526","707,442","597,337","630,976","706,364","554,025","766,105"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","65,333","65,333","-166,667","65,333","65,333","65,333","65,333","65,333","65,333","65,333","65,333","65,333"
"6312","法定福利費","278,492","278,492","296,970","271,570","271,570","271,570","288,955","292,835","329,326","292,835","296,111","301,903"
"6226","厚生費","161,200","121,182","194,934","91,393","28,884","36,011","232,022","191,319","288,190","262,686","100,216","1,525"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","392,314","392,314","392,314","392,314","392,314","392,314","392,314","392,314","392,314","392,314","392,314","392,355"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273"
"6216","修繕／車両関係費","138,000","243,201","11,700","75,900","46,000","0","175,150","93,500","127,000","110,000","108,500","183,000"
"6217","事務用消耗品費","771","11,043","2,375","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","11,585","11,600","2,203","21,117","11,594","11,495","2,203","20,942","11,530","11,561","11,534","2,703"
"6219","水道光熱費","719,613","856,111","708,665","1,131,444","1,008,631","990,412","651,918","877,214","554,669","745,815","549,480","777,799"
"6221","租税公課","1,000","2,000","0","1,000","0","4,000","4,000","1,000","2,000","2,000","2,000","4,655"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","6,667","0"
"6223","接待交際費","0","0","1,080","0","0","0","0","0","0","0","0","0"
"6224","保険料","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
"6225","備品消耗品費","410,080","597,925","986,470","764,533","1,469,068","390,983","543,131","370,933","2,155,740","567,949","653,145","667,113"
"6227","管理諸費","243,879","204,354","117,300","812,000","219,000","200,952","233,500","195,200","233,100","195,100","233,100","192,300"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","17,000","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","2,310","0","0","0","0","0","0","4,576"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","8,739,827","9,010,566","9,895,098","10,136,773","9,693,592","9,540,038","9,242,943","9,376,177","11,269,488","9,514,610","9,269,158","9,653,892"
,"営業利益（損失）","-972,600","-2,073,289","82,668","-1,406,479","-2,392,786","402,901","-387,608","-874,847","-2,309,897","-322,028","-670,606","-659,287"
