"ｺｰﾄﾞ","勘定科目名"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"
"4111","売上高","5,125,182","5,884,068","4,314,426","2,754,995","4,518,414","5,272,213","5,555,169","4,912,360","5,043,031","5,148,801","5,024,913","6,370,758"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","5,125,182","5,884,068","4,314,426","2,754,995","4,518,414","5,272,213","5,555,169","4,912,360","5,043,031","5,148,801","5,024,913","6,370,758"
"5111","期首棚卸高","179,695","155,465","242,502","132,531","136,414","268,384","304,503","237,673","187,019","220,954","188,942","201,194"
"5211","商品仕入高","2,003,758","2,233,765","1,504,818","1,044,301","1,883,681","2,129,833","2,080,002","1,811,537","1,937,058","1,899,702","1,954,208","2,302,434"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","155,465","242,502","132,531","136,414","268,384","304,503","237,673","187,019","220,954","188,942","201,194","178,601"
,"当期売上原価","2,027,988","2,146,728","1,614,789","1,040,418","1,751,711","2,093,714","2,146,832","1,862,191","1,903,123","1,931,714","1,941,956","2,325,027"
,"売上総利益","3,097,194","3,737,340","2,699,637","1,714,577","2,766,703","3,178,499","3,408,337","3,050,169","3,139,908","3,217,087","3,082,957","4,045,731"
"6111","給与手当","959,000","959,000","960,941","1,085,232","965,989","1,064,040","951,040","1,006,040","951,040","1,447,154","919,064","998,968"
"6311","雑給","395,741","385,422","366,118","304,488","496,793","362,332","367,742","390,008","398,375","379,861","358,967","461,676"
"6112","旅費交通費","59,190","61,002","228,172","69,238","62,700","59,434","61,196","61,477","50,863","48,277","48,046","60,018"
"6113","広告宣伝費","55,000","10,000","52,836","21,545","105,000","5,000","5,000","5,000","5,000","5,000","5,000","3,433"
"6114","販売促進費","30,225","28,374","9,409","17,320","8,337","19,472","19,490","11,089","18,255","18,206","10,826","9,658"
"6115","荷造発送費","207,920","210,032","200,370","187,344","199,415","193,051","207,278","195,566","199,415","190,909","190,909","184,545"
"6116","外注費","0","0","0","0","0","0","0","0","0","28,575","29,905","22,387"
"6117","支払手数料","24,227","25,318","31,263","28,209","28,377","46,847","28,400","39,238","37,025","76,747","39,741","59,469"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","50,000","0","0","0","0","166,000","81,250","81,250","81,250","81,250","54,176"
"6312","法定福利費","130,973","138,578","167,399","167,399","164,005","164,347","177,968","180,477","163,529","199,994","161,397","161,397"
"6226","厚生費","6,000","5,000","56,078","5,000","91,000","70,050","63,856","39,155","61,575","-1,865","105,707","35,650"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","48,094","48,094","48,094","48,094","48,094","48,094","48,094","48,094","48,094","48,094","48,142","48,062"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","673,060","673,060","673,060","673,060","673,060","673,060","673,060","673,060","673,060","673,060","673,060","673,060"
"6216","修繕／車両関係費","0","0","0","0","614,000","0","287,500","0","14,000","77,625","300,000","0"
"6217","事務用消耗品費","1,545","4,014","1,347","0","1,545","0","0","6,779","0","0","4,014","0"
"6218","通信交通費","15,970","818","16,457","8,210","8,703","455","16,454","8,220","455","15,990","8,682","8,688"
"6219","水道光熱費","279,274","257,926","294,215","208,646","239,546","243,632","335,908","292,445","360,316","368,753","376,206","325,466"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","185,284","118,596","102,829","31,099","63,943","110,292","142,569","40,044","95,194","98,598","77,426","151,179"
