"ｺｰﾄﾞ","勘定科目名"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"
"4111","売上高","0","0","0","0","0","0","0","0","0","6,880,910","7,394,828","11,921,055"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","0","0","0","0","0","0","0","0","0","6,880,910","7,394,828","11,921,055"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","850,252","1,290,545","1,317,125"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","1,290,545","1,317,125","2,075,259"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","3,420,948","3,309,370","5,867,492"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","0","0","0","0","2,980,655","3,282,790","5,109,358"
,"売上総利益","0","0","0","0","0","0","0","0","0","3,900,255","4,112,038","6,811,697"
"6111","給与手当","0","0","0","0","0","0","0","0","0","330,500","306,500","298,515"
"6311","雑給","0","0","0","0","0","0","0","0","0","1,621,954","1,816,185","2,395,718"
"6112","旅費交通費","0","0","0","0","0","0","0","0","0","37,435","44,555","30,690"
"6113","広告宣伝費","0","0","0","0","0","0","0","0","0","270,381","553,011","449,705"
"6114","販売促進費","0","0","0","0","0","0","0","0","0","29,282","35,267","63,402"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","0","0","0","0","0","0","0","0","0","274,992","255,668","289,284"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","0","0","0","54,666","54,666","-230,330"
"6312","法定福利費","0","0","0","0","0","0","0","0","0","146,975","146,975","147,721"
"6226","厚生費","0","0","0","0","0","0","0","0","0","19,188","15,187","11,188"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","0","0","0","0","0","0","0","0","79,259","79,259","79,259"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","0","0","0","0","0","0","0","0","502,938","502,936","502,938"
"6216","修繕／車両関係費","0","0","0","0","0","0","0","0","0","60,300","27,500","108,000"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","0","0","0","0","0","0","0","0","0","14,320","2,203","14,468"
"6219","水道光熱費","0","0","0","0","0","0","0","0","0","332,765","375,373","311,554"
"6221","租税公課","0","0","0","0","0","0","0","0","0","2,000","0","5,000"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","0","0","0","0","0","0","0","0","50,000","25,000"
"6225","備品消耗品費","0","0","0","0","0","0","0","0","0","139,399","414,871","310,567"
"6227","管理諸費","0","0","0","0","0","0","0","0","0","69,730","65,810","68,860"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","0","0","0","0","0","0","0","0","3,986,084","4,745,966","4,881,539"
,"営業利益（損失）","0","0","0","0","0","0","0","0","0","-85,829","-633,928","1,930,158"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","0","0","0","0","0","0","0","0","0","-85,829","-633,928","1,930,158"
