"ｺｰﾄﾞ","勘定科目名"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年  9月"
"4111","売上高","5,745,393","5,921,352","7,047,698","6,163,457","5,905,056","7,630,033","6,912,995","7,988,338","6,237,260","7,867,882","7,421,627","6,451,725"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","5,745,393","5,921,352","7,047,698","6,163,457","5,905,056","7,630,033","6,912,995","7,988,338","6,237,260","7,867,882","7,421,627","6,451,725"
"5111","期首棚卸高","469,772","391,629","467,706","952,255","448,816","471,738","453,574","686,745","525,698","501,714","662,046","598,622"
"5211","商品仕入高","1,639,045","1,837,032","2,657,106","1,351,361","1,854,326","2,223,030","2,401,808","2,100,775","1,939,956","2,364,690","2,328,338","1,086,989"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","391,629","467,706","952,255","448,816","471,738","453,574","686,745","525,698","501,714","662,046","598,622","649,559"
,"当期売上原価","1,717,188","1,760,955","2,172,557","1,854,800","1,831,404","2,241,194","2,168,637","2,261,822","1,963,940","2,204,358","2,391,762","1,036,052"
,"売上総利益","4,028,205","4,160,397","4,875,141","4,308,657","4,073,652","5,388,839","4,744,358","5,726,516","4,273,320","5,663,524","5,029,865","5,415,673"
"6111","給与手当","403,000","403,000","510,480","403,000","413,000","413,000","413,000","414,300","414,300","414,300","414,300","414,300"
