"ｺｰﾄﾞ","勘定科目名","30年  2月","30年  3月","30年  4月","30年  5月","30年  6月","30年  7月","30年  8月","30年  9月","30年 10月","30年 11月","30年 12月","31年  1月"
"4111","売上高","7,640,904","11,188,125","9,345,556","8,769,705","9,739,586","9,328,244","9,920,815","8,338,785","8,698,596","10,228,790","13,179,328","9,597,803"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","7,640,904","11,188,125","9,345,556","8,769,705","9,739,586","9,328,244","9,920,815","8,338,785","8,698,596","10,228,790","13,179,328","9,597,803"
"5111","期首たな卸高","1,035,581","1,040,170","989,714","987,215","1,074,087","982,888","1,052,046","1,049,218","1,048,107","984,954","1,184,901","1,528,449"
"5211","商品仕入高","2,629,082","3,541,988","3,083,323","2,869,833","2,941,482","3,030,660","3,246,160","2,684,047","2,838,133","3,465,194","4,273,562","2,573,678"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","1,040,170","989,714","987,215","1,074,087","982,888","1,052,046","1,049,218","1,048,107","984,954","1,184,901","1,528,449","1,128,459"
,"当期売上原価","2,624,493","3,592,444","3,085,822","2,782,961","3,032,681","2,961,502","3,248,988","2,685,158","2,901,286","3,265,247","3,930,014","2,973,668"
,"売上総利益","5,016,411","7,595,681","6,259,734","5,986,744","6,706,905","6,366,742","6,671,827","5,653,627","5,797,310","6,963,543","9,249,314","6,624,135"
"6111","給与手当","1,341,057","1,378,708","1,369,241","1,095,141","1,187,141","1,061,408","1,087,141","1,087,141","1,360,141","1,372,400","1,414,697","1,334,400"
"6311","雑給","938,861","1,007,899","887,986","889,809","1,044,952","1,230,229","1,314,845","1,141,536","989,902","1,111,455","1,460,176","1,025,226"
"6112","旅費交通費","58,797","62,022","53,921","65,510","63,393","63,213","59,537","60,144","84,050","85,991","96,967","80,912"
"6113","広告宣伝費","531,710","1,208,524","611,576","540,392","712,082","702,811","588,981","615,953","612,877","535,314","817,958","1,032,002"
"6114","販売促進費","87,243","119,652","60,343","20,358","20,333","20,358","22,138","55,491","72,510","48,368","117,120","27,339"
"6115","荷造発送費","0","0","483","0","0","0","372","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","95,852","106,333","140,765","103,534","126,046","113,134","179,455","106,008","95,783","129,120","98,056","106,287"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","50,000","50,000","100,000","100,000","-37,278","100,000","100,000","100,000","0","0","325,469","112,000"
"6312","法定福利費","229,754","229,754","229,754","187,649","236,453","201,333","203,263","213,245","244,741","244,741","340,245","244,741"
"6226","厚生費","93,315","123,921","53,555","28,926","73,117","98,686","61,628","157,391","222,184","97,972","70,915","36,027"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","50,212","50,212","50,212","50,212","50,212","50,212","50,212","50,280","50,212","50,212","50,212","50,212"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","587,963","587,963","587,963","587,963","587,963","587,963","587,963","587,963","587,963","560,185","587,963","560,185"
"6216","修繕／車両関係費","71,296","113,148","86,574","264,296","30,556","94,426","81,639","102,796","115,353","35,370","190,174","81,481"
"6217","事務用消耗品費","0","0","16,200","0","0","0","0","0","0","0","0","54,582"
"6218","通信交通費","3,251","2,677","3,555","4,128","2,982","3,826","3,250","2,680","3,823","3,253","2,680","3,801"
"6219","水道光熱費","402,834","351,815","372,573","392,515","390,920","391,490","493,733","505,207","392,332","375,427","374,635","415,026"
"6221","租税公課","2,000","5,667","3,833","3,667","4,000","3,685","1,833","1,928","1,833","3,667","5,500","1,833"
"6222","寄付金","0","0","0","0","0","10,000","0","0","10,000","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,190","25,190","25,190","25,190","25,190","25,190","25,190","25,190","27,652","25,190","25,190","25,190"
"6225","備品消耗品費","214,076","134,628","129,934","164,943","151,860","1,188,470","130,547","441,171","337,933","145,205","214,709","134,964"
"6227","管理諸費","135,749","207,706","163,697","180,764","144,590","186,935","151,862","161,995","125,499","160,742","119,252","160,511"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","500","0","0","0","0","3,000","0","0"
