"ｺｰﾄﾞ","勘定科目名"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"
"4111","売上高","7,805,849","7,627,914","7,874,379","8,984,272","7,913,672","10,505,153","9,641,517","14,350,571","10,711,076","10,176,073","12,463,869","8,976,835"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","7,805,849","7,627,914","7,874,379","8,984,272","7,913,672","10,505,153","9,641,517","14,350,571","10,711,076","10,176,073","12,463,869","8,976,835"
"5111","期首棚卸高","965,120","821,322","694,753","807,753","728,301","1,026,375","785,143","958,444","1,887,779","931,566","917,161","1,191,880"
"5211","商品仕入高","3,026,259","3,017,545","3,267,854","3,593,492","3,562,140","3,685,193","3,908,746","6,270,257","3,306,814","3,914,753","5,184,833","3,328,846"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","821,322","694,753","807,753","728,301","1,026,375","785,143","958,444","1,887,779","931,566","917,161","1,191,880","970,981"
,"当期売上原価","3,170,057","3,144,114","3,154,854","3,672,944","3,264,066","3,926,425","3,735,445","5,340,922","4,263,027","3,929,158","4,910,114","3,549,745"
,"売上総利益","4,635,792","4,483,800","4,719,525","5,311,328","4,649,606","6,578,728","5,906,072","9,009,649","6,448,049","6,246,915","7,553,755","5,427,090"
"6111","給与手当","598,000","623,245","613,245","598,000","598,000","622,000","613,000","634,000","613,000","625,174","643,870","634,522"
"6311","雑給","1,425,091","1,284,485","1,334,545","1,508,674","1,254,728","1,483,669","1,608,852","2,018,294","1,676,592","1,657,144","1,745,852","1,342,857"
"6112","旅費交通費","70,782","58,056","70,095","92,044","89,924","89,987","37,709","50,700","62,207","77,604","71,756","85,782"
"6113","広告宣伝費","514,408","501,503","468,510","526,826","576,949","678,336","397,702","527,877","491,958","716,175","622,311","443,905"
"6114","販売促進費","44,838","31,569","34,774","46,981","31,273","35,010","48,673","42,397","36,531","34,720","33,300","26,367"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","576,153","257,555","236,839","302,610","289,633","324,752","317,732","308,996","301,901","327,397","287,746","466,181"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","272,000","82,500","82,500","82,500","82,500","55,000","55,000","-151,000","55,000","55,000","55,000","55,000"
"6312","法定福利費","135,630","150,638","133,199","148,444","157,994","138,809","207,252","221,277","210,057","210,021","210,146","161,142"
"6226","厚生費","9,297","37,619","-1,897","5,666","30,733","-2,655","44,878","53,546","10,384","-1,358","-22,345","165,395"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","76,715","76,715","76,715","76,715","-13,961","84,655","84,655","84,655","84,655","84,655","84,655","84,655"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","463,740","463,740","463,740","463,740","463,740","463,740","463,741","463,740","463,740","463,740","463,741","463,740"
"6216","修繕／車両関係費","57,500","0","350,000","0","27,600","281,545","74,750","30,360","0","0","0","0"
"6217","事務用消耗品費","721","215","134","0","1,868","0","0","0","0","0","0","0"
"6218","通信交通費","2,703","2,703","2,856","3,245","2,703","2,703","2,703","3,194","2,703","2,703","2,703","2,703"
"6219","水道光熱費","320,760","408,039","358,785","486,164","505,199","632,237","522,498","471,183","472,117","598,869","422,607","428,787"
"6221","租税公課","0","1,000","0","0","0","0","2,000","2,000","16,000","0","4,000","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","370,633","332,097","400,700","351,922","330,200","486,447","416,293","471,548","386,234","456,922","347,547","325,481"
"6227","管理諸費","100,641","166,839","178,578","62,204","61,988","59,800","72,835","44,531","47,192","55,037","37,850","42,956"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","16,800","0","0","0","0","0","12,000","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","5,064,612","4,503,518","4,845,118","4,780,735","4,516,071","5,461,035","4,995,273","5,302,298","4,967,271","5,388,803","5,035,739","4,754,473"
,"営業利益（損失）","-428,820","-19,718","-125,593","530,593","133,535","1,117,693","910,799","3,707,351","1,480,778","858,112","2,518,016","672,617"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","806,652","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","806,652","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","-172","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","200,000","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
