"ｺｰﾄﾞ","勘定科目名"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"
"6311","雑給","656,406","604,862","542,128","624,753","559,418","576,668","576,359","568,963","580,391","692,399","807,004","716,559"
"6112","旅費交通費","0","0","273","0","0","0","0","527","1,619","364","0","1,820"
"6113","広告宣伝費","478,500","109,200","287,173","527,200","109,200","124,200","119,200","124,200","83,500","113,045","98,500","180,500"
"6114","教育訓練費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","接客サービス費","166,399","184,395","385,465","161,166","258,990","150,670","111,037","290,062","162,809","166,220","496,992","135,819"
"6116","コンペ参加諸費","27,293","20,384","19,144","39,688","0","0","12,527","58,772","26,354","32,868","7,000","36,518"
"6117","プレイ器具費","2,819,000","76,750","27,000","25,000","25,000","25,000","25,000","112,725","27,800","25,000","25,000","40,000"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","252,000","252,000","252,000","252,000","252,000","252,000","252,000","252,000","252,000","252,000","252,000","252,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","社員給与","1,073,189","1,039,167","949,188","973,847","1,036,483","1,090,097","1,076,801","1,175,695","1,067,031","1,127,601","1,110,694","1,059,074"
"6213","従業員賞与","57,565","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","-250,000","50,000","50,000"
"6312","法定福利費","159,851","203,129","390,552","203,257","203,511","203,691","203,658","203,687","375,282","205,735","206,542","201,420"
"6226","厚生費","15,021","39,951","6,555","6,555","38,555","6,555","6,555","5,700","15,111","12,518","17,769","24,789"
"6119","退職手当等","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","170,000","170,000","170,000","170,000","170,000","170,000","170,000","170,000","170,000","182,766","147,000","147,000"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃・リース料","1,854,427","677,306","677,306","677,306","677,306","677,306","677,306","677,306","677,306","677,306","677,306","677,306"
"6216","修繕費","40,000","0","55,000","0","58,000","0","0","0","0","8,600","336,855","50,000"
"6217","事務用消耗品費","21,840","13,154","18,590","14,054","6,905","5,584","21,413","20,685","19,350","0","27,052","19,733"
"6218","通信交通費","56,636","53,645","50,727","54,048","62,570","53,391","53,473","55,723","56,521","63,501","74,230","63,539"
"6219","水道光熱費","158,667","170,530","158,023","157,314","132,989","119,940","129,621","142,314","132,325","193,593","146,273","137,070"
"6221","租税公課","77,000","0","0","77,000","0","0","75,800","75,000","0","-4,000","0","75,000"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","7,121","0","0","0","0","5,000","0","7,043","0","0","0","2,118"
"6224","保険料","0","176,960","60,780","51,060","0","0","0","0","0","329,394","0","34,850"
"6225","備品消耗品費","44,334","33,951","421,733","41,341","32,763","36,172","41,017","97,653","28,999","12,561","35,238","51,201"
"6227","管理諸費","70,800","314,200","70,800","70,800","70,800","150,800","70,800","70,800","70,800","130,800","70,800","594,800"
"6228","寄付金","0","0","0","0","0","0","0","0","0","0","5,000","0"
"6229","その他の一般管理費","17,000","17,000","17,000","17,000","17,000","15,500","15,500","15,500","15,500","15,500","15,500","15,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","2,925","0","0"
"6231","雑費","7,914","5,668","41,232","6,532","86,479","10,918","14,800","34,205","4,500","28,400","29,236","12,836"
,"販売費及び一般管理費計","8,230,963","4,212,252","4,650,669","4,199,921","3,847,969","3,723,492","3,702,867","4,208,560","3,817,198","4,019,096","4,635,991","4,579,452"
,"営業利益（損失）","-4,317,305","13,622","-693,269","541,417","527,446","1,000,067","1,106,978","1,487,732","869,612","1,185,666","1,123,654","411,599"
"7111","受取利息","0","0","37","15","0","0","0","0","12","25","0","0"
"7112","受入家賃","30,000","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","396,630","706,364","0","0","75,000","0","0","0","-393,396","0","1,111"
,"営業外収益計","30,000","396,630","706,401","15","0","75,000","0","0","12","-393,371","0","1,111"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","10","-570","80","399,450","840","-1,570","0","0","0","0","0","0"
,"営業外費用計","10","-570","80","399,450","840","-1,570","0","0","0","0","0","0"
,"経常利益（損失）","-4,287,315","410,822","13,052","141,982","526,606","1,076,637","1,106,978","1,487,732","869,624","792,295","1,123,654","412,710"
