"ｺｰﾄﾞ","勘定科目名"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"
"6311","雑給","847,087","974,654","807,331","688,780","826,908","1,200,948","827,433","815,811","667,958","533,012","500,406","401,960"
"6112","旅費交通費","75,315","75,157","69,098","58,800","62,100","71,519","72,168","63,355","63,187","33,265","9,118","34,946"
"6113","広告宣伝費","215,586","231,889","183,355","167,248","350,840","272,898","219,579","211,281","210,270","80,877","31,187","119,235"
"6114","販売促進費","145,613","97,202","113,878","99,217","113,560","188,862","50,940","127,198","77,864","12,440","12,000","31,519"
"6115","荷造発送費","947","0","0","0","982","0","827","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","441,127","451,390","450,618","441,774","456,414","456,788","435,828","440,810","434,832","371,892","264,546","90,940"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","10,000","10,000","10,000","10,000","10,000","104,842","10,000","10,000","10,000","0","0","0"
"6312","法定福利費","137,399","137,399","146,987","151,587","151,587","173,093","151,587","162,713","165,662","165,662","165,662","154,687"
"6226","厚生費","26,593","15,000","115,556","7,932","7,591","11,350","13,907","5,341","16,111","-1,909","0","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","165,457","165,457","753,342","249,217","249,217","249,217","249,217","249,217","249,217","249,217","249,217","249,217"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","701,000","701,000","701,944","689,182","689,182","689,182","689,182","689,182","689,182","511,091","511,091","511,091"
"6216","修繕／車両関係費","1,541,975","211,148","7,000","8,200","27,900","134,500","0","50,909","533,200","0","0","22,500"
"6217","事務用消耗品費","9,842","24,581","36,475","16,371","15,579","25,387","21,532","23,860","0","29,472","3,334","0"
"6218","通信交通費","60,082","2,666","58,020","30,739","2,657","25,703","64,227","2,962","53,070","34,511","2,657","55,719"
"6219","水道光熱費","498,402","595,144","636,449","531,061","414,041","399,878","459,018","485,429","422,115","413,291","251,149","197,018"
"6221","租税公課","2,000","0","0","2,000","0","2,000","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","54,060","54,060","54,060","62,560","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
"6225","備品消耗品費","298,354","202,358","172,341","75,181","216,575","199,290","182,780","115,160","162,562","8,417","19,695","35,477"
"6227","管理諸費","120,191","122,265","130,553","123,441","134,650","90,483","158,895","72,996","437,053","11,460","0","38,915"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","3,000","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","11,872","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","6,354,110","5,132,035","5,468,124","4,409,830","4,802,683","5,454,294","4,720,020","4,606,124","5,265,183","3,351,081","2,808,640","2,937,728"
,"営業利益（損失）","2,586,089","6,172,636","2,072,375","2,969,060","2,784,539","8,080,341","6,109,167","2,394,095","1,591,697","-2,839,107","-2,809,480","-269,355"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","319,676","34,280","0","0","102,273","0","0","138,500","0","0","0","0"
,"営業外収益計","319,676","34,280","0","0","102,273","0","0","138,500","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","-20","0","-160"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","-20","0","-160"
,"経常利益（損失）","2,905,765","6,206,916","2,072,375","2,969,060","2,886,812","8,080,341","6,109,167","2,532,595","1,591,697","-2,839,087","-2,809,480","-269,195"
