"ｺｰﾄﾞ","勘定科目名","31年  3月","31年  4月"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"
"4111","売上高","0","0","0","0","0","0","0","20,240,811","20,588,761","21,622,725","20,238,855","16,650,960"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","0","0","0","0","0","0","0","20,240,811","20,588,761","21,622,725","20,238,855","16,650,960"
"5111","期首たな卸高","0","0","0","0","0","0","0","143,001","873,492","836,343","1,103,500","731,300"
"5211","商品仕入高","0","0","0","0","0","0","806,231","9,212,068","7,901,010","8,426,971","7,094,315","7,303,683"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","0","0","0","0","0","0","143,001","873,492","836,343","1,103,500","731,300","862,600"
,"当期売上原価","0","0","0","0","0","0","663,230","8,481,577","7,938,159","8,159,814","7,466,515","7,172,383"
,"売上総利益","0","0","0","0","0","0","-663,230","11,759,234","12,650,602","13,462,911","12,772,340","9,478,577"
"6111","給与手当","0","0","0","0","0","600,894","603,000","1,312,500","1,301,335","1,158,334","1,303,255","1,119,000"
"6311","雑給","0","0","0","0","9,738","68,155","1,482,796","3,875,982","4,860,566","4,310,917","3,674,528","2,740,711"
"6112","旅費交通費","0","0","0","0","0","28,742","78,063","90,576","101,563","83,285","71,747","57,142"
"6113","広告宣伝費","0","0","0","0","0","5,000","0","0","2,500","157,350","37,143","0"
"6114","販売促進費","0","0","0","0","0","950,822","-950,822","0","0","157,347","0","0"
"6115","荷造発送費","0","0","0","0","0","2,050","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
