"ｺｰﾄﾞ","勘定科目名"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"
"4111","授業料等収入","274,297","188,208","6,189,710","19,466,324","851,916","820,994","-561,032","1,725,667","8,059,958","14,326,779","156,500","-10,526,976"
"4112","寮費等収入","297,222","0","1,840,000","4,356,000","1,140,000","240,000","1,193,000","918,500","2,123,000","3,737,000","-60,000","-2,546,500"
"4113","売上高","0","0","0","0","0","0","0","0","0","0","630,000","630,000"
"4114","民泊売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","571,519","188,208","8,029,710","23,822,324","1,991,916","1,060,994","631,968","2,644,167","10,182,958","18,063,779","726,500","-12,443,476"
"5111","期首たな卸高","0","0","0","482,100","0","0","0","0","0","0","0","870,000"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","600,000","0"
"5212","教材費等","0","15,000","0","27,000","1,017,835","300,603","44,401","78,273","0","39,525","1,051,195","-255,411"
"5215","紹介手数料","0","0","0","120,000","1,039,091","400,000","0","0","0","0","200,000","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","0","0","0","0","0","0","0","0","0","0","870,000","422,470"
,"当期売上原価","0","15,000","0","629,100","2,056,926","700,603","44,401","78,273","0","39,525","981,195","192,119"
,"売上総利益","571,519","173,208","8,029,710","23,193,224","-65,010","360,391","587,567","2,565,894","10,182,958","18,024,254","-254,695","-12,635,595"
"6111","給与手当","2,194,801","2,021,545","1,778,466","1,876,158","2,101,623","2,236,755","2,010,714","2,227,940","2,224,635","2,014,600","2,065,328","1,976,582"
"6311","雑給","0","0","0","0","0","0","0","0","0","0","0","0"
"6112","旅費交通費","77,487","252,439","251,185","204,015","390,963","103,795","162,854","188,201","367,897","155,682","150,653","69,012"
"6113","広告宣伝費","10,300","10,300","10,300","10,491","175,491","10,300","10,300","50,300","10,300","10,300","10,300","10,300"
