"ｺｰﾄﾞ","勘定科目名"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"
"4111","授業料等収入","1,242,599","19,966,100","11,612,331","784,946","3,690,891","23,125,137","5,095,180","24,759,907","1,072,069","343,954","1,937,055","22,164,978"
"4112","寮費等収入","4,994,500","4,296,500","2,610,500","40,000","840,000","1,084,350","5,952,050","7,499,750","-8,759,450","9,260,000","840,000","11,112,800"
"4113","職業紹介売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","特定技能売上高","75,000","75,000","75,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000"
"4116","児発放デイ売上高","3,888,991","4,160,574","4,051,336","3,998,439","4,031,836","4,275,080","4,861,303","4,023,510","4,055,206","3,783,477","3,736,212","3,626,773"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","10,201,090","28,498,174","18,349,167","4,873,385","8,612,727","28,534,567","15,958,533","36,333,167","-3,582,175","13,437,431","6,563,267","36,954,551"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","333,900","0","0","0"
"5211","商品仕入高","14,524","16,297","9,535","8,351","10,821","10,849","15,067","12,160","13,397","10,108","13,722","17,616"
"5212","教材費等","60,600","221,219","323,220","219,029","2,888,629","390,100","10,075","1,879,659","1,498,695","0","141,295","249,825"
"5215","書類作成手数料","0","261,818","270,000","1,772,500","234,500","154,500","234,500","958,136","1,860,000","0","0","0"
"5216","他売上原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","530,000","0","0","0"
,"当期売上原価","75,124","499,334","602,755","1,999,880","3,133,950","555,449","259,642","2,849,955","3,175,992","10,108","155,017","267,441"
,"売上総利益","10,125,966","27,998,840","17,746,412","2,873,505","5,478,777","27,979,118","15,698,891","33,483,212","-6,758,167","13,427,323","6,408,250","36,687,110"
"6111","給与手当","3,606,638","4,102,671","4,323,846","4,057,051","4,215,820","4,298,072","4,348,560","4,537,420","4,724,893","4,549,725","4,414,942","3,939,171"
"6311","雑給","0","0","0","0","0","0","0","0","0","0","0","0"
"6112","旅費交通費","233,982","365,850","544,450","230,623","993,246","304,048","305,682","222,466","375,300","170,739","314,988","331,958"
"6113","広告宣伝費","10,300","10,300","10,300","10,300","1,100,300","10,300","10,300","10,300","10,300","10,300","10,300","10,300"
"6114","販売促進費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","発送配達費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","126,819","433,198","96,566","313,674","758,231","609,951","158,317","118,697","1,295,942","47,391","173,097","109,261"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","700,000","700,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6210","処遇改善手当","258,410","292,788","323,681","295,208","321,952","308,146","328,418","374,024","311,325","314,074","286,104","304,478"
"6213","従業員賞与","630,375","630,375","630,375","630,375","630,375","630,375","630,375","630,375","-3,261,325","723,113","723,113","723,113"
"6209","退職手当","0","0","0","0","0","0","0","0","310,080","0","0","0"
"6312","法定福利費","346,538","553,555","553,555","553,555","1,097,236","621,530","559,172","611,831","1,555,648","0","614,997","637,840"
"6226","厚生費","0","0","9,780","153,043","0","1,018","50,000","28,009","34,873","0","59,375","0"
"6119",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","522,000","522,000","522,000","522,000","522,000","522,000","522,000","522,000","601,853","260,103","260,103","260,103"
"6234","リース料","0","0","0","0","0","0","0","0","59,640","0","39,760","39,760"
"6215","地代家賃","933,728","933,728","965,728","933,728","949,364","1,097,000","1,004,273","987,909","1,648,666","1,209,454","1,237,454","1,223,454"
"6216","修繕費","0","0","0","0","0","0","0","0","0","0","0","0"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","77,637","165,698","88,895","94,494","54,691","110,117","80,837","186,635","180,470","0","95,726","123,006"
"6219","水道光熱費","157,097","76,738","133,773","207,179","51,224","165,734","178,570","154,874","222,070","0","106,700","119,757"
"6221","租税公課","6,000","49,800","0","0","38,000","0","0","600","419,200","200","0","1,200"
"6222","寄付金","0","0","0","20,000","0","0","0","0","0","0","0","0"
"6223","接待交際費","9,080","0","2,000","1,620","0","0","5,600","6,338","28,840","2,500","15,864","17,125"
"6224","保険料","10,814","10,814","84,184","232,784","119,414","10,814","83,484","10,814","120,861","-115,583","779,867","351,157"
"6225","備品消耗品費","366,172","183,874","601,156","1,287,014","111,627","920,216","1,281,021","504,099","794,043","26,333","313,743","365,904"
"6227","管理諸費","84,555","98,873","50,000","58,636","81,380","53,338","50,000","101,477","127,222","37,000","581,321","67,886"
"6228","諸会費","12,000","0","0","0","0","0","8,000","24,000","132,200","12,000","0","0"
