"ｺｰﾄﾞ","勘定科目名"," 5年  8月"," 5年  9月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"," 6年  5月"," 6年  6月"," 6年  7月"
"4111","売上高","24,817,454","29,981,631","27,393,553","27,613,140","29,808,569","28,949,090","28,785,817","41,362,734","27,630,915","24,191,707","27,042,219","25,299,648"
"4112","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","24,817,454","29,981,631","27,393,553","27,613,140","29,808,569","28,949,090","28,785,817","41,362,734","27,630,915","24,191,707","27,042,219","25,299,648"
"5111","期首棚卸高","17,254,910","-7,556,329","20,493,048","17,497,912","19,052,486","22,953,855","18,444,587","20,987,850","19,386,562","20,400,182","18,361,530","14,270,193"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212","通信商品仕入高","13,615,680","50,016,374","18,027,912","21,809,284","25,119,407","14,944,720","22,231,633","29,121,301","20,458,031","14,781,817","14,361,275","20,516,981"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","13,813,165","20,493,048","17,497,912","19,052,486","22,953,855","18,444,587","20,987,850","19,386,562","20,400,182","18,361,530","14,270,193","17,201,457"
,"当期売上原価","17,057,425","21,966,997","21,023,048","20,254,710","21,218,038","19,453,988","19,688,370","30,722,589","19,444,411","16,820,469","18,452,612","17,585,717"
,"売上総利益","7,760,029","8,014,634","6,370,505","7,358,430","8,590,531","9,495,102","9,097,447","10,640,145","8,186,504","7,371,238","8,589,607","7,713,931"
"6111","給与手当","2,338,947","2,490,785","2,540,915","2,400,478","2,344,127","2,297,286","2,126,074","2,356,791","2,546,859","2,193,221","2,371,946","2,295,400"
"6311","雑給","142,400","251,132","138,295","174,573","170,520","116,550","168,893","187,600","186,550","193,400","177,300","193,400"
"6112","旅費交通費","87,873","101,265","102,153","81,827","74,587","106,547","104,455","73,549","72,563","91,627","117,353","117,787"
"6113","広告宣伝費","45,445","115,500","99,209","172,000","77,655","23,618","65,473","21,092","48,773","33,700","12,000","64,164"
"6114","販売促進費","1,005,420","467,786","1,239,564","622,974","1,387,550","655,575","914,091","1,779,432","2,056,778","1,493,333","1,144,460","1,185,780"
"6115","荷造発送費","367","368","1,035","916","0","1,649","1,634","395","395","4,740","789","395"
"6116","外注費","2,758,818","1,512,818","1,401,818","1,277,818","1,833,048","1,263,000","1,694,000","1,524,818","963,000","1,149,454","1,038,000","1,140,581"
"6117","支払手数料","721,781","731,670","387,973","938,183","708,083","792,797","698,380","1,247,994","772,929","651,337","702,539","770,525"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","216,667","216,667","-23,333","216,667","216,667","216,667","137,500","137,500","166,667","166,667","166,667","300,000"
"6312","法定福利費","315,535","339,058","337,319","330,652","324,772","494,808","443,973","170,324","312,331","459,076","460,362","444,952"
"6226","厚生費","1,637","146,210","-12,727","0","20,000","26,449","0","0","0","0","22,465","30,000"
"6119",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","55,674","85,845","51,771","51,771","51,771","51,771","51,771","51,771","51,771","51,771","51,771","51,771"
"6234","リース料","0","0","0","16,400","16,400","16,400","16,400","16,400","16,400","16,400","16,400","16,400"
"6215","地代家賃","404,545","404,545","412,636","412,636","412,636","412,636","412,636","412,636","412,636","412,636","412,636","412,636"
"6216","修繕／車両関係費","0","0","0","0","0","178,300","0","0","0","0","0","0"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","99,483","1,697,654","94,355","282,421","641,123","113,378","99,570","869,224","379,778","411,855","259,842","192,021"
"6219","水道光熱費","92,108","188,872","114,469","123,872","-111,606","78,964","77,833","78,224","1,397","5,260","1,356","5,035"
"6221","租税公課","0","2,000","5,200","0","180","1,800","4,600","780","4,000","47,000","4,000","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","0","0","0","0","0","0","0","0","0","0"
"6225","備品消耗品費","35,568","26,254","21,970","108,833","51,999","409","15,156","5","20,926","72,810","29,611","45,971"
"6227","管理諸費","12,190","10,460","10,460","10,460","10,460","21,460","12,190","10,460","10,460","10,460","10,460","12,190"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","40,000","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","8,334,458","8,788,889","6,923,082","7,222,481","8,269,972","6,870,064","7,044,629","8,938,995","8,024,213","7,464,747","6,999,957","7,279,008"
,"営業利益（損失）","-574,429","-774,255","-552,577","135,949","320,559","2,625,038","2,052,818","1,701,150","162,291","-93,509","1,589,650","434,923"
"7111","受取利息","0","133","0","0","0","0","0","133","0","0","0","0"
"7112",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","133","0","0","0","0","0","133","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-574,429","-774,122","-552,577","135,949","320,559","2,625,038","2,052,818","1,701,283","162,291","-93,509","1,589,650","434,923"
