"ｺｰﾄﾞ","勘定科目名","30年  2月","30年  3月","30年  4月","30年  5月","30年  6月","30年  7月","30年  8月","30年  9月","30年 10月","30年 11月","30年 12月","31年  1月"
"4111","売上高","4,872,524","7,325,591","6,081,623","5,957,011","5,192,381","5,933,282","7,812,464","6,317,012","5,399,624","5,080,737","8,863,232","7,631,524"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","347,319","551,645","466,841","453,587","408,356","449,263","628,535","567,863","454,131","406,518","731,729","613,630"
,"純売上高","4,525,205","6,773,946","5,614,782","5,503,424","4,784,025","5,484,019","7,183,929","5,749,149","4,945,493","4,674,219","8,131,503","7,017,894"
"5111","期首たな卸高","1,032,214","827,012","805,038","899,584","779,802","631,382","595,359","652,002","634,289","569,714","488,414","757,717"
"5211","商品仕入高","481,681","1,011,873","900,282","716,691","576,915","799,856","1,163,757","897,122","707,189","913,858","1,540,779","943,273"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","827,012","805,038","899,584","779,802","631,382","595,359","652,002","634,289","569,714","488,414","757,717","483,214"
,"当期売上原価","686,883","1,033,847","805,736","836,473","725,335","835,879","1,107,114","914,835","771,764","995,158","1,271,476","1,217,776"
,"売上総利益","3,838,322","5,740,099","4,809,046","4,666,951","4,058,690","4,648,140","6,076,815","4,834,314","4,173,729","3,679,061","6,860,027","5,800,118"
"6111","給与手当","815,500","815,500","823,500","826,000","840,980","823,000","823,000","677,000","572,000","309,000","764,500","412,717"
"6311","雑給","753,146","866,810","777,393","770,605","723,705","796,487","824,290","855,229","810,573","982,120","1,099,729","922,431"
"6112","旅費交通費","44,534","43,603","34,086","37,965","46,796","35,398","43,775","44,648","44,142","43,091","43,974","50,668"
"6113","広告宣伝費","170,212","161,467","220,269","319,387","299,813","366,876","260,479","268,834","275,005","191,668","256,196","223,435"
"6114","販売促進費","194,198","178,710","86,798","109,058","99,891","139,504","102,469","108,913","110,993","115,412","43,883","33,578"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","422,207","439,984","431,291","440,661","429,051","433,751","465,813","425,830","428,552","432,719","434,044","466,822"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","50,000","50,000","50,000","50,000","-35,700","50,000","50,000","50,000","0","0","31,345","10,000"
"6312","法定福利費","113,859","113,859","113,859","113,859","134,069","113,859","113,859","116,666","116,666","40,877","110,904","102,631"
"6226","厚生費","0","14,012","36,000","16,169","20,083","47,737","66,231","189,860","61,651","67,100","106,350","5,250"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","1,921,387","1,921,387","1,921,387","1,921,387","1,921,387","1,921,387","1,921,387","1,921,650","1,207,074","1,207,074","1,207,074","1,207,074"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","752,860","752,858","752,860","805,719","752,860","752,861","752,861","752,858","752,861","752,860","752,861","752,860"
"6216","修繕／車両関係費","0","0","0","0","10,185","-8,500","203,965","10,185","0","13,693","46,574","10,185"
"6217","事務用消耗品費","100","0","986","0","0","0","5,123","0","2,669","0","0","0"
"6218","通信交通費","36,212","14,142","34,719","53,600","28,185","52,717","34,723","15,912","43,416","22,190","23,442","24,818"
"6219","水道光熱費","427,448","482,217","424,364","462,913","400,640","550,578","586,010","698,753","430,605","621,470","44,945","557,036"
"6221","租税公課","0","0","800","600","0","0","0","600","400","0","3,000","1,000"
"6222","寄付金","0","0","0","0","0","2,500","0","5,000","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","7,912","57,912","57,912","7,912","7,912","7,912","7,912","37,912","40,373","37,912","37,912","37,912"
"6225","備品消耗品費","143,939","75,778","152,600","66,083","179,337","184,929","109,579","391,569","143,591","141,428","106,860","233,593"
"6227","管理諸費","189,788","147,981","144,928","157,802","137,151","144,760","156,554","140,481","144,164","132,819","151,644","348,223"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","5,000","0","13,600","0","0","0","6,000","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","6,043,302","6,136,220","6,068,752","6,159,720","6,009,945","6,415,756","6,528,030","6,711,900","5,190,735","5,111,433","5,265,237","5,400,233"
,"営業利益（損失）","-2,204,980","-396,121","-1,259,706","-1,492,769","-1,951,255","-1,767,616","-451,215","-1,877,586","-1,017,006","-1,432,372","1,594,790","399,885"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","12,269","0","0","0","0","63,980"
,"営業外収益計","0","0","0","0","0","0","12,269","0","0","0","0","63,980"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","-10","0","0","0","0","0","0","0","0","-369"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","-10","0","0","0","0","0","0","0","0","-369"
,"経常利益（損失）","-2,204,980","-396,121","-1,259,696","-1,492,769","-1,951,255","-1,767,616","-438,946","-1,877,586","-1,017,006","-1,432,372","1,594,790","464,234"
