"ｺｰﾄﾞ","勘定科目名"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"
"4111","売上高","4,122,000","4,083,805","6,053,811","4,747,640","1,635,849","3,249,317","4,057,117","4,937,637","3,848,372","4,191,183","4,489,294","4,324,110"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","279,200","242,996","365,559","283,852","92,815","37,155","59,571","44,689","49,167","42,218","44,596","43,889"
,"純売上高","3,842,800","3,840,809","5,688,252","4,463,788","1,543,034","3,212,162","3,997,546","4,892,948","3,799,205","4,148,965","4,444,698","4,280,221"
"5111","期首棚卸高","675,166","639,239","663,255","1,055,506","822,248","753,981","788,004","818,002","812,413","684,830","701,551","673,323"
"5211","商品仕入高","650,766","648,854","1,319,519","410,163","268,424","607,867","760,389","677,904","528,514","692,713","665,558","688,008"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","639,239","663,255","1,055,506","822,248","753,981","788,004","818,002","812,413","684,830","701,551","673,323","591,935"
,"当期売上原価","686,693","624,838","927,268","643,421","336,691","573,844","730,391","683,493","656,097","675,992","693,786","769,396"
,"売上総利益","3,156,107","3,215,971","4,760,984","3,820,367","1,206,343","2,638,318","3,267,155","4,209,455","3,143,108","3,472,973","3,750,912","3,510,825"
"6111","給与手当","649,600","617,600","743,600","657,623","634,290","639,088","527,920","656,600","656,600","581,600","566,600","671,600"
"6311","雑給","448,951","470,722","634,638","639,402","569,974","527,826","636,757","674,140","585,100","667,086","634,824","670,287"
"6112","旅費交通費","41,609","45,242","43,519","39,766","32,085","42,442","46,879","42,713","39,209","36,669","45,374","46,564"
"6113","広告宣伝費","98,349","113,588","71,476","122,219","56,850","82,107","57,895","48,845","64,649","36,473","40,455","57,789"
"6114","販売促進費","45,518","80,812","98,075","61,099","46,465","36,494","47,035","34,176","40,321","23,571","55,712","8,365"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","108,337","430,582","427,054","456,378","476,197","386,232","411,073","494,929","451,555","475,201","355,687","403,311"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","100,000","0","0","0","0","131,775","78,500","78,500","78,500","78,500"
"6312","法定福利費","101,506","101,506","116,266","105,466","101,506","102,389","102,349","83,674","142,602","125,600","125,600","128,405"
"6226","厚生費","0","10,500","5,432","28,478","7,250","7,682","37,133","7,333","23,105","12,416","-3,636","24,534"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","929,609","929,609","929,609","929,609","929,609","929,609","929,609","929,609","929,609","929,609","929,609","929,609"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","751,898","751,898","751,898","751,899","751,898","751,898","729,140","751,898","751,898","751,898","751,899","751,898"
"6216","修繕／車両関係費","0","0","478,240","0","229,427","0","36,080","50,208","49,450","55,000","0","450,593"
"6217","事務用消耗品費","0","0","0","1,257","0","0","0","0","0","487","0","0"
"6218","通信交通費","16,652","27,007","17,468","26,264","24,323","19,047","16,651","26,267","23,835","12,294","31,528","19,399"
"6219","水道光熱費","261,545","298,378","260,802","358,243","313,047","294,218","288,665","348,048","440,811","489,200","657,158","679,820"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","2,000","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912"
"6225","備品消耗品費","59,396","107,372","404,363","65,549","24,780","192,909","81,541","151,927","42,161","174,478","154,754","89,436"
"6227","管理諸費","76,300","109,001","82,133","107,433","65,133","83,283","71,133","94,568","71,133","85,663","71,213","61,063"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","4,500","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","3,622,182","4,126,729","5,199,485","4,383,597","4,295,746","4,128,136","4,052,772","4,564,122","4,423,450","4,568,657","4,528,189","5,104,085"
,"営業利益（損失）","-466,075","-910,758","-438,501","-563,230","-3,089,403","-1,489,818","-785,617","-354,667","-1,280,342","-1,095,684","-777,277","-1,593,260"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","56,000","553,190","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","56,000","553,190","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-466,075","-910,758","-382,501","-10,040","-3,089,403","-1,489,818","-785,617","-354,667","-1,280,342","-1,095,684","-777,277","-1,593,260"
