"ｺｰﾄﾞ","勘定科目名","31年  3月","31年  4月"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"
"6111","給与手当","1,041,666","938,000","877,574","863,000","843,000","843,000","843,000","743,000","685,622","648,668","942,500","957,500"
"6311","雑給","2,108,764","1,868,557","1,911,132","1,905,458","1,831,175","1,883,556","1,766,533","1,626,732","1,783,721","2,586,965","1,778,081","1,715,239"
"6112","旅費交通費","92,521","93,503","96,684","86,466","92,976","81,392","87,315","90,801","79,931","78,792","65,057","49,768"
"6113","広告宣伝費","1,222,088","745,207","759,794","869,317","762,535","831,777","724,500","534,615","445,929","758,825","587,175","741,584"
"6114","販売促進費","44,380","42,192","46,980","44,959","47,621","52,078","42,429","48,528","54,073","70,022","53,266","56,095"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","220,437","181,638","239,178","214,475","174,574","174,206","230,641","193,689","196,739","203,732","198,540","160,321"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","59,000","59,000","59,000","402,691","59,000","59,000","59,000","59,000","59,000","-48","59,000","59,000"
"6312","法定福利費","140,615","140,615","140,615","238,368","159,408","140,615","143,225","137,925","84,630","86,593","84,074","83,393"
"6226","厚生費","146,895","160,781","34,926","54,313","97,584","76,020","154,998","70,107","29,167","134,489","81,800","-13,545"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","95,642","95,642","95,642","95,642","95,642","95,642","-54,294","92,488","92,488","92,488","92,488","92,488"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","797,222","797,222","797,222","797,222","797,222","797,222","811,111","796,364","796,364","796,364","796,364","796,364"
"6216","修繕／車両関係費","71,296","73,278","33,000","78,500","27,500","112,859","217,000","34,800","60,455","76,859","33,000","47,455"
"6217","事務用消耗品費","400","330","18,502","0","25,565","11,914","0","226","3,261","12,044","0","500"
"6218","通信交通費","2,702","14,652","24,669","2,702","28,017","3,502","25,397","14,163","3,503","14,335","25,933","4,003"
"6219","水道光熱費","677,485","502,634","558,032","432,030","588,867","477,174","660,746","553,765","621,575","380,653","485,271","409,053"
"6221","租税公課","6,000","2,000","1,000","6,000","3,000","2,000","3,000","2,000","0","8,000","3,000","2,000"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","27,700","27,700","27,700","27,700","27,700","27,700","27,700","32,560","30,000","30,000","30,000","30,000"
"6225","備品消耗品費","430,181","393,387","479,592","520,430","494,420","372,616","1,606,344","391,188","508,695","875,493","319,637","444,869"
"6227","管理諸費","132,413","115,434","135,206","103,265","126,275","106,556","114,117","99,265","127,965","122,920","329,237","94,104"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","10,000","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","1,000","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","7,317,407","6,262,772","6,336,448","6,742,538","6,282,081","6,148,829","7,462,762","5,521,216","5,663,118","6,977,194","5,964,423","5,730,191"
,"営業利益（損失）","2,305,174","1,280,037","1,179,182","595,081","232,133","569,645","-1,426,879","174,033","-118,347","2,394,000","1,434,693","260,562"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","-1,000","1,000","0","0","-762","762","0","0","0","2,460","-570"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","216,666","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","-1,000","1,000","0","0","-762","217,428","0","0","0","2,460","-570"
,"経常利益（損失）","2,305,174","1,281,037","1,178,182","595,081","232,133","570,407","-1,644,307","174,033","-118,347","2,394,000","1,432,233","261,132"
