"ｺｰﾄﾞ","勘定科目名"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"
"4111","売上高","0","0","0","0","0","0","0","268,390,137","273,950,808","381,509,281","312,456,340","252,128,548"
"4112",,"0","0","0","0","0","0","0","0","0","0","0","0"
"4113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"4114",,"0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","188,513","186,254","263,348","247,349","232,812"
,"純売上高","0","0","0","0","0","0","0","268,201,624","273,764,554","381,245,933","312,208,991","251,895,736"
"5111","期首棚卸高","0","0","0","0","0","0","0","60,322,578","58,048,642","63,214,005","87,882,380","60,545,013"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","58,048,642","63,214,005","87,882,380","60,545,013","55,274,197"
"5211","商品仕入高","0","0","0","0","0","0","0","96,560,272","107,572,279","157,619,029","91,603,692","86,575,487"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","0","0","98,834,208","102,406,916","132,950,654","118,941,059","91,846,303"
,"売上総利益","0","0","0","0","0","0","0","169,367,416","171,357,638","248,295,279","193,267,932","160,049,433"
"6111","給与手当","0","0","0","0","0","0","0","23,895,391","22,560,593","23,481,090","23,590,759","23,686,795"
"6311","雑給","0","0","0","0","0","0","0","45,984,592","45,978,359","57,352,597","51,595,892","46,345,230"
"6112","旅費交通費","0","0","0","0","0","0","0","2,299,363","2,422,366","2,463,003","2,378,976","1,856,034"
"6113","広告宣伝費","0","0","0","0","0","0","0","10,883,581","11,999,510","12,667,961","13,509,238","10,586,865"
"6114","販売促進費","0","0","0","0","0","0","0","1,271,355","1,313,797","1,973,973","1,573,133","1,969,213"
"6115","荷造発送費","0","0","0","0","0","0","0","301,750","210,678","348,466","291,458","176,142"
