"ｺｰﾄﾞ","勘定科目名"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"
"4111","売上高","3,681,660","4,734,369","3,950,168","3,777,869","5,532,800","5,034,391","4,873,817","2,622,928","3,010,232","4,310,176","3,396,582","3,025,948"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","3,681,660","4,734,369","3,950,168","3,777,869","5,532,800","5,034,391","4,873,817","2,622,928","3,010,232","4,310,176","3,396,582","3,025,948"
"5111","期首たな卸高","780,595","918,558","912,566","878,550","785,736","876,631","918,642","1,055,511","803,738","665,965","766,492","801,105"
"5211","商品仕入高","1,215,679","1,714,876","1,348,814","1,233,050","2,027,797","1,762,608","1,845,686","808,669","1,020,526","1,641,630","1,286,742","957,919"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","918,558","912,566","878,550","785,736","876,631","918,642","1,055,511","803,738","665,965","766,492","801,105","764,499"
,"当期売上原価","1,077,716","1,720,868","1,382,830","1,325,864","1,936,902","1,720,597","1,708,817","1,060,442","1,158,299","1,541,103","1,252,129","994,525"
,"売上総利益","2,603,944","3,013,501","2,567,338","2,452,005","3,595,898","3,313,794","3,165,000","1,562,486","1,851,933","2,769,073","2,144,453","2,031,423"
"6111","給与手当","760,500","760,900","895,900","935,900","1,015,900","898,400","898,400","898,400","910,000","1,120,000","1,010,000","932,500"
"6311","雑給","485,227","512,887","619,412","556,259","684,412","770,388","803,360","411,801","199,263","307,286","314,876","258,551"
"6112","旅費交通費","27,822","48,116","50,632","35,522","51,299","67,729","53,575","34,881","37,063","46,833","36,819","38,316"
"6113","広告宣伝費","215,663","320,002","244,362","196,300","335,805","406,580","340,713","178,544","232,474","303,101","241,411","184,465"
"6114","販売促進費","19,426","22,796","24,185","27,322","21,084","61,062","58,873","44,771","68,958","52,503","59,608","63,401"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","38,712","74,490","58,498","58,448","104,706","88,492","65,317","75,172","51,154","44,055","51,439","47,294"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","250,000","0","0","0","0","0"
"6312","法定福利費","189,009","196,462","200,366","195,126","248,641","248,641","296,233","241,007","203,793","203,748","203,748","203,748"
"6226","厚生費","0","5,000","19,861","27,200","32,909","97,057","5,000","0","0","11,750","0","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","15,806","15,806","15,806","100,842","19,636","19,636","19,636","19,636","19,636","19,636","19,636","19,636"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","387,262","477,262","477,262","477,262","477,262","477,262","477,262","477,262","477,262","387,262","387,262","387,262"
"6216","修繕／車両関係費","16,500","0","67,400","0","16,500","0","0","0","0","5,500","68,200","0"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","900","0","22,166","0"
"6218","通信交通費","12,624","12,492","13,320","12,637","13,275","12,660","12,779","12,576","9,441","15,836","13,148","12,615"
"6219","水道光熱費","302,495","470,119","433,871","576,587","391,561","445,611","343,202","460,048","310,976","366,718","317,676","386,367"
"6221","租税公課","0","891","0","0","0","0","0","0","0","0","0","1,000"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","103,891","71,188","196,576","73,581","91,667","258,364","191,837","50,857","86,185","157,894","56,738","76,550"
"6227","管理諸費","10,137","5,287","5,287","4,587","5,287","5,287","5,287","5,287","98,887","189,887","66,575","61,287"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","1,000","1,000","1,000","31,000","1,000","1,000","1,000","1,000","1,000","31,000","1,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","2,610,074","3,019,698","3,348,738","3,303,573","3,565,944","3,883,169","3,847,474","2,936,242","2,731,992","3,258,009","2,925,302","2,698,992"
,"営業利益（損失）","-6,130","-6,197","-781,400","-851,568","29,954","-569,375","-682,474","-1,373,756","-880,059","-488,936","-780,849","-667,569"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","-520","0","0","0","0","-198","0","0","0","1,100"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","-520","0","0","0","0","-198","0","0","0","1,100"
,"経常利益（損失）","-6,130","-6,197","-780,880","-851,568","29,954","-569,375","-682,474","-1,373,558","-880,059","-488,936","-780,849","-668,669"
