"ｺｰﾄﾞ","勘定科目名"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"
"4111","売上高","46,075,294","43,294,007","39,470,685","38,575,031","40,478,254","45,824,440","38,372,865","46,655,320","41,612,664","41,852,886","41,959,447","43,976,948"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","46,075,294","43,294,007","39,470,685","38,575,031","40,478,254","45,824,440","38,372,865","46,655,320","41,612,664","41,852,886","41,959,447","43,976,948"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","0","0","0","0","0","0","0"
,"売上総利益","46,075,294","43,294,007","39,470,685","38,575,031","40,478,254","45,824,440","38,372,865","46,655,320","41,612,664","41,852,886","41,959,447","43,976,948"
"6111","給与手当","5,321,783","5,285,006","5,260,410","5,560,838","5,521,349","5,725,921","5,656,812","-890,425","5,478,484","5,718,462","6,208,593","5,861,245"
"6311","雑給","2,686,570","2,669,780","2,743,836","2,825,531","3,035,131","2,891,053","2,692,719","2,937,882","2,740,068","2,878,818","2,899,225","2,829,855"
"6112","旅費交通費","44,805","38,564","98,906","79,643","79,966","65,464","60,745","76,668","85,477","155,244","122,841","97,646"
"6113","広告宣伝費","12,162,278","10,461,761","13,101,259","11,663,119","13,555,600","19,218,135","13,126,688","15,078,213","12,945,335","12,912,070","11,374,666","11,071,309"
"6114","販売促進費","4,639,427","3,641,300","3,768,484","4,457,499","3,979,187","3,952,164","4,959,364","4,499,161","6,989,601","6,139,784","5,770,409","5,483,122"
"6115","荷造発送費","30,524","35,245","21,705","33,237","34,956","23,149","42,489","30,707","28,903","42,556","42,830","38,602"
"6116","外注費","415,073","518,610","509,036","742,615","733,309","562,251","2,132,676","-1,713,209","-56,706","469,436","661,691","296,455"
"6117","支払手数料","5,757,487","5,825,178","5,325,582","5,209,664","5,023,854","5,203,420","5,465,802","6,205,701","6,166,350","6,542,665","5,714,236","6,172,231"
"6118","開発費","0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","1,186,985","1,186,985","1,186,985","1,388,058","1,388,058","1,388,058","1,388,058","1,388,058","1,388,058","1,388,058","1,388,058","1,388,058"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","600,000","-5,400,000","600,000","600,000","3,439,857","600,000","600,000","600,000","600,000","-464,627","600,000","600,000"
"6312","法定福利費","1,227,401","1,656,937","1,693,209","1,215,728","1,282,082","2,400,238","1,295,578","1,296,400","1,320,246","1,369,621","1,175,426","2,259,911"
"6226","厚生費","0","0","0","0","5,127","1,224,573","78,158","0","0","30,000","0","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","343,000","348,390","343,000","343,000","343,000","343,000","343,000","343,000","343,000","343,000","343,000","343,000"
"6234","リース料","0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182","1,168,182","1,108,182"
"6216","修繕費／車両関係費","0","0","0","30,000","0","0","0","0","0","0","0","0"
"6217","事務用消耗品費","39,736","28,407","71,074","19,318","19,641","21,767","21,319","9,416","17,426","36,858","0","0"
"6218","通信交通費","252,855","166,429","110,532","281,094","134,789","278,790","172,416","188,124","106,689","279,373","204,875","152,792"
"6219","水道光熱費","202,521","271,807","201,340","195,423","203,546","232,383","240,662","221,178","197,692","201,993","189,170","203,187"
"6221","租税公課","0","15,930","0","0","10,163","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","24,655","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","49,000","0","0","0","0","26,488","46,588","35,400"
"6224","保険料","0","30,000","31,420","0","0","0","0","74,390","74,390","74,390","74,390","74,390"
"6225","備品消耗品費","9,428","229,892","57,706","143,793","84,396","131,100","32,337","125,806","1,194,484","556,724","81,819","987,543"
"6227","管理諸費","232,806","259,645","235,591","805,591","235,591","266,591","685,591","356,400","236,573","203,725","236,573","202,590"
"6228","リース／レンタル料","1,731,500","1,708,500","1,721,540","2,064,500","1,726,500","1,726,500","1,731,500","1,726,500","1,781,500","1,726,500","1,726,500","1,726,500"
"6229","諸会費","38,000","24,000","90,000","10,000","10,000","10,000","10,000","10,000","17,200","10,000","10,000","10,000"
"6313","本部費","0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","1,445,218","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","38,060,361","31,585,766","38,309,797","38,806,833","42,033,284","47,402,739","41,898,751","33,702,152","42,792,952","41,779,320","40,039,072","40,942,018"
,"営業利益（損失）","8,014,933","11,708,241","1,160,888","-231,802","-1,555,030","-1,578,299","-3,525,886","12,953,168","-1,180,288","73,566","1,920,375","3,034,930"
"7111","受取利息","758","1,026","4","4","4","4","783","1,148","4","4","4","4"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","30,756","1,333,432","30,630","30,721","433,612","30,713","30,477","30,477","623,043","30,477","106,557","30,528"
,"営業外収益計","31,514","1,334,458","30,634","30,725","433,616","30,717","31,260","31,625","623,047","30,481","106,561","30,532"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","5,480"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","5,480"
,"経常利益（損失）","8,046,447","13,042,699","1,191,522","-201,077","-1,121,414","-1,547,582","-3,494,626","12,984,793","-557,241","104,047","2,026,936","3,059,982"
