"ｺｰﾄﾞ","勘定科目名"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"
"4111","売上高","10,380,373","10,204,698","12,636,791","8,754,038","8,318,947","8,642,751","15,211,531","12,362,980","7,985,842","7,819,058","609,037","0"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","62,229","75,973","89,685","124,708","67,631","69,460","124,030","84,807","69,155","68,341","4,958","0"
,"純売上高","10,318,144","10,128,725","12,547,106","8,629,330","8,251,316","8,573,291","15,087,501","12,278,173","7,916,687","7,750,717","604,079","0"
"5111","期首たな卸高","682,723","512,625","584,658","640,921","584,423","642,466","627,585","1,147,596","722,416","586,420","520,332","612,231"
"5211","商品仕入高","907,994","1,260,559","1,298,698","1,032,333","930,469","971,188","2,072,877","1,023,806","780,472","827,749","184,004","840"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","512,625","584,658","640,921","584,423","642,466","627,585","1,147,596","722,416","586,420","520,332","612,231","612,231"
,"当期売上原価","1,078,092","1,188,526","1,242,435","1,088,831","872,426","986,069","1,552,866","1,448,986","916,468","893,837","92,105","840"
,"売上総利益","9,240,052","8,940,199","11,304,671","7,540,499","7,378,890","7,587,222","13,534,635","10,829,187","7,000,219","6,856,880","511,974","-840"
"6111","給与手当","985,495","1,003,080","1,060,665","1,009,245","996,540","1,012,900","1,095,354","1,052,900","1,019,900","1,012,900","838,383","728,578"
"6311","雑給","961,238","847,087","974,654","807,331","688,780","826,908","1,200,948","827,433","815,811","667,958","533,012","500,406"
"6112","旅費交通費","79,887","75,315","75,157","69,098","58,800","62,100","71,519","72,168","63,355","63,187","33,265","9,118"
"6113","広告宣伝費","187,134","215,586","231,889","183,355","167,248","350,840","272,898","219,579","211,281","210,270","80,877","28,573"
"6114","販売促進費","132,549","145,613","97,202","113,878","99,217","113,560","188,862","50,940","127,198","77,864","12,440","12,000"
"6115","荷造発送費","0","947","0","0","0","982","0","827","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","436,342","441,127","451,390","450,618","441,774","456,414","456,788","435,828","440,810","434,832","371,892","264,546"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","8,418","10,000","10,000","10,000","10,000","10,000","104,842","10,000","10,000","10,000","0","0"
"6312","法定福利費","143,686","137,399","137,399","146,987","151,587","151,587","173,093","151,587","162,713","165,662","165,662","165,662"
"6226","厚生費","21,456","26,593","15,000","115,556","7,932","7,591","11,350","13,907","5,341","16,111","-1,909","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","165,457","165,457","165,457","753,342","249,217","249,217","249,217","249,217","249,217","249,217","249,217","249,217"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","701,000","701,000","701,000","701,944","689,182","689,182","689,182","689,182","689,182","689,182","511,091","511,091"
"6216","修繕／車両関係費","85,700","1,541,975","211,148","7,000","8,200","27,900","134,500","0","50,909","533,200","0","0"
"6217","事務用消耗品費","39,592","9,842","24,581","36,475","16,371","15,579","25,387","21,532","23,860","0","29,472","3,334"
"6218","通信交通費","2,969","60,082","2,666","58,020","30,739","2,657","25,703","64,227","2,962","53,070","34,511","2,657"
"6219","水道光熱費","464,313","498,402","595,144","636,449","531,061","414,041","399,878","459,018","485,429","422,115","413,291","251,149"
"6221","租税公課","0","2,000","0","0","2,000","0","2,000","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","54,060","54,060","54,060","54,060","62,560","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
"6225","備品消耗品費","791,145","298,354","202,358","172,341","75,181","216,575","199,290","182,780","115,160","162,562","8,417","19,695"
"6227","管理諸費","113,284","120,191","122,265","130,553","123,441","134,650","90,483","158,895","72,996","437,053","11,460","0"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","3,000","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","11,872","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","5,373,725","6,354,110","5,132,035","5,468,124","4,409,830","4,802,683","5,454,294","4,720,020","4,606,124","5,265,183","3,351,081","2,806,026"
,"営業利益（損失）","3,866,327","2,586,089","6,172,636","2,072,375","2,969,060","2,784,539","8,080,341","6,109,167","2,394,095","1,591,697","-2,839,107","-2,806,866"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","319,676","34,280","0","0","102,273","0","0","138,500","0","0","0"
,"営業外収益計","0","319,676","34,280","0","0","102,273","0","0","138,500","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","-20","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","-20","0"
,"経常利益（損失）","3,866,327","2,905,765","6,206,916","2,072,375","2,969,060","2,886,812","8,080,341","6,109,167","2,532,595","1,591,697","-2,839,087","-2,806,866"
