"ｺｰﾄﾞ","勘定科目名"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"
"4111","売上高","10,912,355","11,081,749","9,944,048","13,695,671","13,155,817","10,328,021","9,889,919","9,155,162","11,720,602","8,398,025","8,800,998","7,490,966"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","10,912,355","11,081,749","9,944,048","13,695,671","13,155,817","10,328,021","9,889,919","9,155,162","11,720,602","8,398,025","8,800,998","7,490,966"
"5111","期首たな卸高","1,034,820","924,472","814,362","833,198","1,002,576","947,246","1,207,434","660,361","651,176","790,291","1,127,235","857,508"
"5211","商品仕入高","3,726,975","4,021,331","3,664,215","5,140,053","4,614,306","3,984,235","3,105,853","3,401,621","4,441,686","3,626,657","3,263,652","2,795,444"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","924,472","814,362","833,198","1,002,576","947,246","1,207,434","660,361","651,176","790,291","1,127,235","857,508","670,550"
,"当期売上原価","3,837,323","4,131,441","3,645,379","4,970,675","4,669,636","3,724,047","3,652,926","3,410,806","4,302,571","3,289,713","3,533,379","2,982,402"
,"売上総利益","7,075,032","6,950,308","6,298,669","8,724,996","8,486,181","6,603,974","6,236,993","5,744,356","7,418,031","5,108,312","5,267,619","4,508,564"
"6111","給与手当","1,277,292","1,278,682","1,025,930","1,310,000","1,320,000","1,280,000","1,282,000","1,085,000","1,047,000","1,267,000","1,270,500","1,111,500"
"6311","雑給","1,743,739","1,686,489","1,710,756","1,840,178","1,712,983","1,547,425","1,871,625","1,705,702","1,646,471","1,298,485","1,367,013","1,376,836"
"6112","旅費交通費","81,925","83,356","86,782","100,834","92,191","80,673","80,775","76,212","70,565","80,398","68,506","100,416"
"6113","広告宣伝費","405,940","700,257","424,347","616,032","795,487","663,310","499,358","466,276","708,166","329,358","384,841","281,648"
"6114","販売促進費","30,597","34,912","27,607","29,033","59,486","68,168","66,083","87,260","58,617","55,849","73,853","62,389"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","201,126","216,308","253,559","215,914","245,713","234,164","207,698","188,639","234,991","213,030","201,863","283,123"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","275,000","0","0","0","0","0","70,000"
"6312","法定福利費","216,746","222,193","213,659","214,496","214,496","248,851","233,799","193,683","232,871","206,241","206,241","214,246"
"6226","厚生費","10,000","34,880","48,050","15,318","15,900","5,000","0","0","0","14,000","5,000","36,818"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","176,388","176,388","115,477","156,715","156,715","156,715","156,715","156,715","156,715","156,715","156,715","156,715"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","940,909","940,909","940,909","940,909","940,909","940,909","940,909","940,909","940,909","940,909","940,909","940,909"
"6216","修繕／車両関係費","0","38,000","88,640","49,000","307,000","0","11,000","114,400","20,909","31,250","0","51,000"
"6217","事務用消耗品費","200","0","400","376","0","0","0","100","0","0","0","0"
"6218","通信交通費","13,088","3,581","13,087","3,079","23,599","3,003","13,161","13,411","23,221","13,085","13,015","13,010"
"6219","水道光熱費","324,088","438,103","492,044","491,477","302,447","421,174","341,100","404,088","263,905","434,197","263,855","404,783"
"6221","租税公課","0","2,000","0","0","2,000","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","422,770","323,879","502,505","387,242","500,463","476,035","504,964","401,771","606,005","317,040","503,277","396,191"
"6227","管理諸費","49,149","183,118","62,149","94,094","274,049","115,054","177,149","154,745","137,149","189,039","297,149","1,163,709"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","5,918,957","6,388,055","6,030,901","6,489,697","6,988,438","6,540,481","6,411,336","6,013,911","6,172,494","5,571,596","5,777,737","6,688,293"
,"営業利益（損失）","1,156,075","562,253","267,768","2,235,299","1,497,743","63,493","-174,343","-269,555","1,245,537","-463,284","-510,118","-2,179,729"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","2,695","0","0","4,260","0","0","2,451","0","0","2,171","0","0"
,"営業外収益計","2,695","0","0","4,260","0","0","2,451","0","0","2,171","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","598","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","200,000","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","598","0","200,000","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","1,158,172","562,253","67,768","2,239,559","1,497,743","63,493","-171,892","-269,555","1,245,537","-461,113","-510,118","-2,179,729"
