"ｺｰﾄﾞ","勘定科目名","30年  2月","30年  3月","30年  4月","30年  5月","30年  6月","30年  7月","30年  8月","30年  9月","30年 10月","30年 11月","30年 12月","31年  1月"
"4111","売上高","11,078,872","16,149,742","13,329,807","14,600,395","12,612,147","12,158,788","14,212,386","13,472,499","12,337,210","12,084,458","13,835,613","13,029,593"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","11,078,872","16,149,742","13,329,807","14,600,395","12,612,147","12,158,788","14,212,386","13,472,499","12,337,210","12,084,458","13,835,613","13,029,593"
"5111","期首たな卸高","1,660,472","1,674,887","1,512,225","1,591,572","1,430,403","2,095,077","1,604,279","1,819,585","1,568,231","1,547,234","1,647,348","2,748,055"
"5211","商品仕入高","3,977,651","5,527,990","4,615,552","5,142,478","5,047,498","4,581,182","5,596,467","5,038,211","4,910,656","4,906,812","6,405,404","3,729,705"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","1,674,887","1,512,225","1,591,572","1,430,403","2,095,077","1,604,279","1,819,585","1,568,231","1,547,234","1,647,348","2,748,055","1,640,373"
,"当期売上原価","3,963,236","5,690,652","4,536,205","5,303,647","4,382,824","5,071,980","5,381,161","5,289,565","4,931,653","4,806,698","5,304,697","4,837,387"
,"売上総利益","7,115,636","10,459,090","8,793,602","9,296,748","8,229,323","7,086,808","8,831,225","8,182,934","7,405,557","7,277,760","8,530,916","8,192,206"
"6111","給与手当","1,390,864","1,245,377","1,159,291","1,212,441","1,467,441","1,167,441","1,236,808","1,203,074","1,024,936","1,175,500","1,275,500","1,250,500"
"6311","雑給","1,976,652","2,415,017","2,349,023","2,643,103","2,401,050","2,504,756","2,610,187","2,398,741","2,383,210","2,402,239","2,598,443","2,409,852"
"6112","旅費交通費","73,729","78,881","71,426","78,666","75,453","78,012","79,944","74,114","68,084","63,819","68,708","67,984"
"6113","広告宣伝費","580,951","873,494","820,248","858,363","879,256","1,122,019","783,442","856,343","836,105","861,705","727,301","696,918"
"6114","販売促進費","82,896","62,794","45,920","23,869","45,934","27,867","47,267","60,617","69,733","62,205","606,428","-495,136"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
