"ｺｰﾄﾞ","勘定科目名"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"
"4111","授業料等収入","0","33,000","429,000","33,000","33,000","33,000","33,000","33,000","33,000","33,000","33,000","33,000"
"4112","寮費等収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","職業紹介売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","特定技能売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4116","児発放デイ売上高","698,741","2,706,944","3,190,838","3,256,545","2,968,926","3,336,294","3,888,991","4,160,574","4,051,336","3,998,439","4,031,836","4,275,080"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","698,741","2,739,944","3,619,838","3,289,545","3,001,926","3,369,294","3,921,991","4,193,574","4,084,336","4,031,439","4,064,836","4,308,080"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","1,060","21,176","8,568","14,384","21,113","14,886","14,524","16,297","9,535","8,351","10,821","10,830"
"5212","教材費等","0","0","1,663","0","0","0","0","0","0","0","0","0"
"5215","書類作成手数料","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","他売上原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","1,060","21,176","10,231","14,384","21,113","14,886","14,524","16,297","9,535","8,351","10,821","10,830"
,"売上総利益","697,681","2,718,768","3,609,607","3,275,161","2,980,813","3,354,408","3,907,467","4,177,277","4,074,801","4,023,088","4,054,015","4,297,250"
"6111","給与手当","1,331,758","1,638,549","1,665,280","1,691,074","1,650,956","1,724,660","1,724,660","1,979,820","1,907,302","1,835,802","2,013,439","1,926,218"
"6311","雑給","0","0","0","0","0","0","0","0","0","0","0","0"
"6112","旅費交通費","44,776","107,036","123,399","108,072","197,851","66,991","130,382","145,675","116,225","89,082","185,340","135,754"
"6113","広告宣伝費","3,500","0","0","0","0","0","0","0","0","0","0","0"
