"ｺｰﾄﾞ","勘定科目名"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"
"4111","売上高","4,747,467","4,522,040","7,207,685","6,372,881","6,323,253","5,777,254","7,087,391","1,384,991","0","6,155,001","7,000,139","8,404,492"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","4,747,467","4,522,040","7,207,685","6,372,881","6,323,253","5,777,254","7,087,391","1,384,991","0","6,155,001","7,000,139","8,404,492"
"5111","期首棚卸高","1,295,178","992,436","840,427","830,657","981,914","788,334","778,949","805,164","749,499","829,978","781,659","726,400"
"5211","商品仕入高","1,318,192","1,368,649","2,365,028","2,305,865","1,827,632","1,834,405","2,332,801","423,379","61,409","1,982,654","2,209,487","2,579,352"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","992,436","840,427","830,657","981,914","788,334","778,949","805,164","749,499","829,978","781,659","726,400","616,014"
,"当期売上原価","1,620,934","1,520,658","2,374,798","2,154,608","2,021,212","1,843,790","2,306,586","479,044","-19,070","2,030,973","2,264,746","2,689,738"
,"売上総利益","3,126,533","3,001,382","4,832,887","4,218,273","4,302,041","3,933,464","4,780,805","905,947","19,070","4,124,028","4,735,393","5,714,754"
"6111","給与手当","783,000","783,000","803,000","783,000","785,000","617,900","811,500","644,267","65,868","875,500","727,500","932,500"
"6311","雑給","1,015,067","921,107","1,067,364","1,016,166","899,427","908,960","957,249","826,016","786,864","1,060,864","1,098,229","1,133,194"
"6112","旅費交通費","41,853","39,021","29,947","38,732","22,666","39,012","25,637","19,711","16,609","44,536","33,803","44,579"
"6113","広告宣伝費","466,848","390,068","714,378","717,951","634,570","368,104","447,772","150,995","76,439","416,166","378,621","508,324"
"6114","販売促進費","83,979","111,646","81,571","74,795","102,971","79,436","61,790","51,822","22,002","70,190","71,665","89,727"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","1,500","1,500","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","220,007","217,804","281,949","241,093","240,020","174,786","232,419","92,598","33,040","231,034","208,714","247,707"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","75,000","0","0","0","0","0","60,000"
"6312","法定福利費","136,291","117,703","123,274","120,471","120,471","101,857","96,552","96,552","158,722","161,127","161,127","168,732"
"6226","厚生費","8,330","6,180","32,480","22,757","26,101","37,811","33,190","0","0","33,967","20,000","106,865"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","252,126","252,126","252,126","252,126","252,126","252,126","252,126","252,126","260,713","226,988","226,988","226,988"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","636,364","636,364","536,364","536,364","536,364","536,364","536,364","636,364","636,364","636,364","636,364","636,364"
"6216","修繕／車両関係費","0","0","0","38,611","0","11,000","0","20,000","99,000","38,500","0","0"
"6217","事務用消耗品費","0","0","19","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","10,142","10,142","18,428","10,118","10,125","10,102","2,203","18,177","10,082","2,203","17,956","2,657"
