"ｺｰﾄﾞ","勘定科目名"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"
"4111","売上高","12,343,275","20,873,296","19,829,879","24,863,922","22,431,457","14,253,790","23,500,855","20,390,778","20,547,421","17,376,340","20,380,086","24,697,591"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","12,343,275","20,873,296","19,829,879","24,863,922","22,431,457","14,253,790","23,500,855","20,390,778","20,547,421","17,376,340","20,380,086","24,697,591"
"5111","期首棚卸高","2,330,321","2,051,045","2,126,156","2,610,118","6,787,359","2,907,873","2,673,344","2,281,561","3,853,292","2,843,562","2,506,450","1,801,272"
"5211","商品仕入高","6,543,542","9,792,217","9,765,496","15,761,192","6,936,737","6,584,878","11,310,164","10,933,960","8,492,126","8,221,742","7,955,404","10,787,811"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","2,051,045","2,126,156","2,610,118","6,787,359","2,907,873","2,673,344","2,281,561","3,853,292","2,843,562","2,506,450","1,801,272","1,830,915"
,"当期売上原価","6,822,818","9,717,106","9,281,534","11,583,951","10,816,223","6,819,407","11,701,947","9,362,229","9,501,856","8,558,854","8,660,582","10,758,168"
,"売上総利益","5,520,457","11,156,190","10,548,345","13,279,971","11,615,234","7,434,383","11,798,908","11,028,549","11,045,565","8,817,486","11,719,504","13,939,423"
"6111","給与手当","1,519,000","1,230,000","1,567,000","1,483,400","1,463,500","1,469,000","1,612,500","1,802,000","1,800,300","1,748,517","910,500","1,116,500"
"6311","雑給","2,057,378","2,877,670","2,719,376","3,333,777","3,200,659","2,505,755","3,095,747","2,978,646","3,107,773","2,856,818","3,215,474","3,394,183"
"6112","旅費交通費","76,884","91,256","83,882","81,052","79,119","72,272","82,738","69,303","74,231","72,816","78,263","91,580"
"6113","広告宣伝費","1,297,004","650,832","573,197","891,790","877,524","655,083","923,301","770,370","1,028,016","745,732","880,174","969,811"
"6114","販売促進費","118,195","131,453","162,386","168,286","96,763","99,919","119,119","163,560","103,094","101,918","71,377","121,283"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","260,463","0","0","0","0"
"6117","支払手数料","392,614","554,843","636,828","708,352","788,767","475,668","701,066","699,267","1,053,523","697,125","599,070","773,879"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","50,000","0","0","0","0","248,400","86,750","86,750","86,750"
"6312","法定福利費","318,621","218,844","218,844","225,999","292,968","341,432","345,214","344,210","371,851","378,946","303,372","303,372"
"6226","厚生費","8,291","19,341","64,900","7,250","278,555","142,750","94,500","173,550","127,633","167,663","167,896","109,716"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","378,492","362,054","362,054","362,054","362,054","362,054","362,054","362,054","362,054","362,054","362,054","362,054"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","549,067","549,067","549,067","549,067","549,067","549,067","549,067","549,067","549,067","549,067","549,067","549,067"
"6216","修繕／車両関係費","137,920","0","53,350","171,741","0","26,690","45,929","0","192,000","380,000","49,450","518,260"
"6217","事務用消耗品費","0","0","391","0","0","0","2,468","0","0","0","0","0"
"6218","通信交通費","25,219","21,150","30,538","79,782","31,731","27,815","27,825","21,514","31,749","25,496","23,866","29,357"
"6219","水道光熱費","1,002,430","525,997","636,395","589,825","765,971","731,889","712,142","553,253","835,847","729,795","786,433","1,189,306"
"6221","租税公課","0","0","0","4,000","2,200","0","4,234","0","0","1,000","0","0"
"6222","寄付金","0","0","4,000","0","0","0","0","0","0","0","0","6,666"
"6223","接待交際費","0","0","0","0","0","0","0","17,920","0","0","0","0"
"6224","保険料","138,752","78,568","78,568","78,568","85,338","78,568","85,144","78,568","78,568","78,568","78,568","78,568"
"6225","備品消耗品費","567,429","520,133","2,110,815","1,037,997","666,971","790,599","713,072","1,003,330","529,079","433,787","654,968","718,298"
"6227","管理諸費","171,725","212,955","171,725","211,725","293,920","216,902","247,180","829,998","271,761","304,205","489,775","293,075"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","20,000","0","0","0","0","14,000","0","50,000","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","6,500","0"
,"販売費及び一般管理費計","8,759,021","8,044,163","10,023,316","10,054,665","9,835,107","8,545,463","9,723,300","10,677,073","10,778,946","9,720,257","9,363,557","10,711,725"
,"営業利益（損失）","-3,238,564","3,112,027","525,029","3,225,306","1,780,127","-1,111,080","2,075,608","351,476","266,619","-902,771","2,355,947","3,227,698"
"7111","受取利息","72","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","72","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","-6","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","83,333","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","83,333","0","0","0","0","0","0","0","0","0","-6","0"
,"経常利益（損失）","-3,321,825","3,112,027","525,029","3,225,306","1,780,127","-1,111,080","2,075,608","351,476","266,619","-902,771","2,355,953","3,227,698"
