"ｺｰﾄﾞ","勘定科目名"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"
"4111","売上高","4,828,815","6,134,410","7,622,049","6,319,340","7,444,638","7,668,932","6,909,894","7,039,377","6,431,199","9,030,118","8,372,980","6,733,829"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","46,147","64,464","86,504","64,711","79,203","64,273","72,335","71,016","58,225","71,103","76,342","62,492"
,"純売上高","4,782,668","6,069,946","7,535,545","6,254,629","7,365,435","7,604,659","6,837,559","6,968,361","6,372,974","8,959,015","8,296,638","6,671,337"
"5111","期首棚卸高","756,490","812,773","978,480","892,097","760,423","883,478","794,848","739,440","822,876","838,290","1,094,677","747,048"
"5211","商品仕入高","1,076,364","1,264,944","980,222","1,080,799","1,257,521","1,217,368","1,229,085","1,401,667","1,120,371","1,844,207","1,362,815","1,423,714"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","812,773","978,480","892,097","760,423","883,478","794,848","739,440","822,876","838,290","1,094,677","747,048","828,904"
,"当期売上原価","1,020,081","1,099,237","1,066,605","1,212,473","1,134,466","1,305,998","1,284,493","1,318,231","1,104,957","1,587,820","1,710,444","1,341,858"
,"売上総利益","3,762,587","4,970,709","6,468,940","5,042,156","6,230,969","6,298,661","5,553,066","5,650,130","5,268,017","7,371,195","6,586,194","5,329,479"
"6111","給与手当","672,087","668,723","619,995","676,792","439,071","472,115","824,000","600,904","824,000","923,200","860,149","555,500"
"6311","雑給","637,787","748,585","811,078","727,878","911,837","960,436","720,105","791,548","663,531","1,206,557","1,070,568","976,971"
"6112","旅費交通費","41,167","50,629","49,079","45,028","49,493","50,112","43,354","47,568","52,555","57,823","50,221","48,146"
"6113","広告宣伝費","142,876","116,021","146,971","126,016","105,393","135,642","121,023","247,226","141,910","128,180","201,093","95,461"
"6114","販売促進費","35,650","49,258","46,341","40,873","44,992","67,671","71,251","69,547","71,958","22,444","22,211","17,885"
"6115","荷造発送費","0","3,600","2,700","700","2,700","2,700","15,600","3,600","2,700","0","3,600","2,700"
"6116","外注費","0","0","0","0","0","0","0","12,180","0","0","40,646","5,399"
"6117","支払手数料","488,763","569,432","754,772","607,903","472,100","627,233","517,668","622,312","637,334","613,118","618,261","638,643"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","155,800","74,875","74,875","74,875","74,875","49,917","49,917","-125,583","49,917","49,917"
"6312","法定福利費","159,651","159,361","170,481","174,011","159,286","159,286","159,286","191,945","191,945","205,970","152,675","152,675"
"6226","厚生費","11,750","29,478","5,378","56,987","7,916","2,545","44,274","84,282","9,318","40,748","140,634","148,181"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","391,581","391,581","391,581","391,581","391,581","391,581","440,996","373,166","373,166","373,166","373,166","373,166"
