"ｺｰﾄﾞ","勘定科目名"," 5年  9月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"," 6年  5月"," 6年  6月"," 6年  7月"," 6年  8月"
"4111","入館売上高","5,507,856","5,584,336","5,845,939","6,584,257","8,487,672","7,449,111","8,317,739","6,281,718","7,287,483","6,242,046","6,172,571","8,823,515"
"4112","飲食売上高","2,545,860","2,583,269","2,441,885","2,847,187","3,561,694","3,114,994","3,379,859","2,842,020","3,200,179","2,785,800","2,824,722","3,811,606"
"4113","物販売上高","132,452","123,233","180,346","252,183","245,255","244,590","263,238","215,863","307,232","249,900","230,751","340,452"
"4114","その他売上高","1,325,419","1,695,997","1,765,954","2,787,062","1,735,511","2,052,059","1,870,716","1,681,975","1,905,071","1,907,467","1,941,595","2,166,585"
"4115","売上値引戻り高    (△)","191,350","170,788","182,926","308,884","196,410","199,205","239,250","233,474","220,864","247,888","246,462","213,055"
,"純売上高","9,320,237","9,816,047","10,051,198","12,161,805","13,833,722","12,661,549","13,592,302","10,788,102","12,479,101","10,937,325","10,923,177","14,929,103"
"5111","期首棚卸高","1,082,901","1,076,542","1,067,145","1,140,047","1,456,448","1,142,352","1,317,561","1,225,119","1,543,555","1,308,337","1,210,618","1,427,981"
"5211","仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212","飲食商品仕入高","1,127,275","1,110,149","1,112,409","1,411,381","1,231,620","1,253,822","1,360,273","1,479,299","1,357,451","1,107,176","1,397,364","1,489,574"
"5214","その他商品仕入高","0","0","0","0","0","0","0","0","0","0","0","5,000"
"5215","物販商品仕入高","48,759","20,877","21,802","111,598","47,768","103,194","53,328","82,043","84,395","23,122","167,138","383,412"
"5216","手数料商品仕入高","0","0","0","0","0","0","0","0","0","0","0","24,505"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期製品製造原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","1,076,542","1,067,145","1,140,047","1,456,448","1,142,352","1,317,561","1,225,119","1,543,555","1,308,337","1,210,618","1,427,981","1,430,185"
,"当期売上原価","1,182,393","1,140,423","1,061,309","1,206,578","1,593,484","1,181,807","1,506,043","1,242,906","1,677,064","1,228,017","1,347,139","1,900,287"
,"売上総利益","8,137,844","8,675,624","8,989,889","10,955,227","12,240,238","11,479,742","12,086,259","9,545,196","10,802,037","9,709,308","9,576,038","13,028,816"
"6111","販売員給与","0","0","62,700","26,860","54,600","0","0","0","0","0","0","0"
"6311","雑給","1,726,517","1,792,311","1,793,744","2,085,963","2,497,480","2,246,543","2,341,614","2,131,477","2,394,930","2,112,534","2,197,638","2,523,530"
"6112","販売員旅費","0","0","0","123,875","0","8,982","0","0","0","0","0","0"
"6113","広告宣伝費","444,902","377,325","170,863","379,317","197,842","630,882","206,990","261,228","156,178","233,268","121,775","303,788"
"6114","容器包装費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","発送配達費","0","0","0","400","0","400","400","0","0","0","400","0"
"6116",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6117","その他の販売費","33,280","65,445","91,025","122,750","224,915","186,080","206,892","74,660","101,575","94,310","82,180","106,878"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","450,000","450,000","450,000","450,000","450,000","450,000","450,000","450,000","450,000","450,000","450,000","450,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","806,542","765,000","735,000","791,088","688,490","780,000","780,000","775,000","732,500","715,000","725,000","745,000"
"6213","従業員賞与","0","0","120,000","120,000","120,000","120,000","120,000","120,000","120,000","-455,000","120,000","120,000"
"6312","法定福利費","172,791","215,972","172,961","173,088","172,881","110,856","216,305","209,689","209,552","465,130","210,205","210,174"
"6226","厚生費","106,555","53,092","106,937","64,571","67,664","78,925","67,750","70,585","69,746","67,344","90,042","67,493"
"6119",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","1,130,000","-2,386,732","714,000","775,000","775,000","806,000","806,000","806,000","806,000","806,000","806,000","806,000"
"6234","リース料","33,800","47,900","45,300","27,500","47,900","37,700","27,500","47,900","37,700","27,500","47,900","27,500"
"6215","地代家賃","281,818","281,818","281,818","281,818","281,818","281,818","281,818","281,818","281,818","281,818","281,818","281,818"
"6216","修繕費","42,200","48,900","23,000","67,852","151,700","194,300","135,200","36,500","23,000","23,000","36,500","141,000"
"6217","事務用消耗品費","6,126","5,478","4,639","10,271","6,912","6,464","5,742","4,792","4,502","4,828","4,825","5,547"
"6218","通信交通費","8,897","24,805","10,253","9,476","8,569","8,743","18,161","9,231","15,652","9,483","15,344","7,951"
"6219","水道光熱費","1,160,704","1,061,524","1,066,245","1,124,437","1,263,337","1,239,044","1,270,653","756,942","969,006","1,083,250","1,277,600","1,290,330"
"6221","租税公課","166,000","167,562","153,150","150,000","150,000","170,650","150,000","150,000","212,500","150,000","150,000","176,200"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","2,728","2,664","12,233","0","13,136","0","0","0","2,091","0","0"
"6224","保険料","22,190","23,570","23,570","23,330","23,330","40,980","23,330","21,450","21,450","21,450","21,450","32,980"
"6225","備品消耗品費","833,337","391,831","505,883","1,568,867","505,473","442,109","542,989","701,087","589,682","677,388","784,983","643,057"
"6227","管理諸費","415,228","530,730","478,430","887,830","639,805","564,738","643,630","753,241","477,430","561,330","518,530","471,785"
"6228","車両費","183,354","122,209","76,146","54,546","100,751","204,726","63,110","136,635","68,883","94,209","108,920","194,031"
"6229","燃料費","1,059,753","1,140,879","1,580,043","1,730,655","2,155,014","1,913,304","2,146,364","2,101,770","1,577,762","1,637,583","1,472,801","1,462,662"
"6313","決済手数料","105,962","114,568","125,820","129,642","153,277","149,752","169,709","125,969","150,985","123,374","116,665","186,270"
"6233","衛生管理費","155,294","155,285","183,285","184,485","143,745","180,285","118,865","155,285","249,485","240,535","171,395","118,865"
"6314","貸倒償却","0","738","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","26,691","41,444","46,946","37,564","52,283","42,666","29,198","55,248","30,782","31,351","32,810","31,992"
,"販売費及び一般管理費計","9,371,941","5,494,382","9,024,422","11,413,418","10,932,786","10,909,083","10,822,220","10,236,507","9,751,118","9,457,776","9,844,781","10,404,851"
,"営業利益（損失）","-1,234,097","3,181,242","-34,533","-458,191","1,307,452","570,659","1,264,039","-691,311","1,050,919","251,532","-268,743","2,623,965"
"7111","受取利息","57","19","0","0","0","0","83","0","0","0","0","0"
"7112",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","300","0","0"
