"ｺｰﾄﾞ","勘定科目名"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"
"4111","売上高","3,701,555","4,283,182","5,548,800","5,735,545","4,629,354","3,549,818","3,298,409","4,309,864","4,957,400","4,519,497","4,116,540","4,548,118"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","3,701,555","4,283,182","5,548,800","5,735,545","4,629,354","3,549,818","3,298,409","4,309,864","4,957,400","4,519,497","4,116,540","4,548,118"
"5111","期首たな卸高","421,053","395,827","325,638","285,190","226,130","335,208","243,660","272,405","231,454","253,886","146,175","192,037"
"5211","商品仕入高","1,471,675","1,556,555","2,061,017","2,081,997","1,836,167","1,257,075","1,326,498","1,639,257","1,963,057","241,890","2,992,147","1,785,502"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","395,827","325,638","285,190","226,130","335,208","243,660","272,405","231,454","253,886","146,175","192,037","253,239"
,"当期売上原価","1,496,901","1,626,744","2,101,465","2,141,057","1,727,089","1,348,623","1,297,753","1,680,208","1,940,625","349,601","2,946,285","1,724,300"
,"売上総利益","2,204,654","2,656,438","3,447,335","3,594,488","2,902,265","2,201,195","2,000,656","2,629,656","3,016,775","4,169,896","1,170,255","2,823,818"
"6111","給与手当","934,000","934,000","817,500","697,500","672,500","692,500","692,500","692,500","932,500","962,500","932,500","952,500"
"6311","雑給","426,453","377,441","451,027","496,075","439,086","427,594","503,701","582,334","453,311","475,457","362,794","462,800"
"6112","旅費交通費","45,600","39,209","44,046","55,041","44,991","83,828","40,307","43,005","59,660","57,885","48,527","55,110"
"6113","広告宣伝費","12,036","203,432","53,282","57,145","69,109","5,100","46,214","39,419","40,692","61,418","43,800","38,383"
"6114","販売促進費","0","0","1,150","16,000","16,491","16,000","33,785","15,990","16,000","16,754","15,950","22,630"
"6115","荷造発送費","197,273","190,909","197,273","190,909","190,909","173,960","152,727","186,718","199,415","222,788","201,555","207,920"
"6116","外注費","0","0","0","0","18,182","0","0","0","0","0","0","0"
"6117","支払手数料","57,445","19,245","20,190","19,827","20,645","58,835","19,554","14,304","17,868","19,245","19,063","28,334"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","170,000","0","0","0","0","0","40,000","0"
"6312","法定福利費","119,740","119,419","85,719","85,719","103,611","83,891","85,719","85,719","127,467","127,467","132,940","127,467"
"6226","厚生費","5,000","23,343","7,536","22,250","15,123","1,480","-484","-1,964","1,480","2,250","0","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","80,420","80,491","77,826","77,826","77,826","77,826","77,826","77,826","77,826","77,826","77,826","77,826"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","673,060","673,060","660,822","685,298","673,060","673,060","673,060","538,447","538,447","538,447","538,447","538,447"
"6216","修繕／車両関係費","0","0","0","140,000","0","17,400","0","0","0","0","0","0"
"6217","事務用消耗品費","0","7,077","0","0","0","4,010","310","0","1,550","3,500","2,468","0"
"6218","通信交通費","8,235","8,208","455","16,453","455","8,874","8,223","15,974","8,716","8,232","8,212","455"
"6219","水道光熱費","229,943","395,858","234,756","236,664","166,865","234,173","161,471","229,510","182,031","259,437","223,103","293,787"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","20,000","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","3,000","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","205,279","60,188","98,559","76,295","148,192","18,651","42,163","117,804","142,030","76,966","105,481","68,649"
"6227","管理諸費","34,069","34,069","36,254","34,069","34,724","66,584","64,069","46,749","66,954","34,069","64,069","36,069"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
