"ｺｰﾄﾞ","勘定科目名"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"
"4111","売上高","20,121,774","19,433,393","16,121,432","15,527,087","18,164,881","20,371,748","18,452,232","13,658,494","14,643,029","4,871,428","3,790,530","9,450,370"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","20,121,774","19,433,393","16,121,432","15,527,087","18,164,881","20,371,748","18,452,232","13,658,494","14,643,029","4,871,428","3,790,530","9,450,370"
"5111","期首たな卸高","1,148,063","1,378,936","1,251,780","913,881","1,099,900","1,226,240","3,143,307","1,140,326","1,276,535","1,165,286","618,760","522,870"
"5211","商品仕入高","7,358,701","6,976,699","5,618,180","5,812,134","6,887,126","9,759,849","4,872,203","5,317,836","5,398,605","1,391,025","1,399,387","3,958,464"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","1,378,936","1,251,780","913,881","1,099,900","1,226,240","3,143,307","1,140,326","1,276,535","1,165,286","618,760","522,870","896,625"
,"当期売上原価","7,127,828","7,103,855","5,956,079","5,626,115","6,760,786","7,842,782","6,875,184","5,181,627","5,509,854","1,937,551","1,495,277","3,584,709"
,"売上総利益","12,993,946","12,329,538","10,165,353","9,900,972","11,404,095","12,528,966","11,577,048","8,476,867","9,133,175","2,933,877","2,295,253","5,865,661"
"6111","給与手当","911,848","810,848","857,180","889,000","896,000","913,515","1,256,750","1,189,500","1,234,500","856,500","762,482","856,523"
"6311","雑給","3,113,546","3,220,444","2,922,788","2,752,525","2,979,705","3,310,973","2,933,390","2,745,491","2,207,539","1,754,689","1,669,633","2,012,624"
"6112","旅費交通費","109,805","111,162","99,952","98,624","98,866","110,669","115,604","100,874","125,903","85,148","28,373","71,544"
"6113","広告宣伝費","1,105,416","1,044,256","783,155","869,373","896,720","453,165","1,057,081","895,353","822,217","325,167","190,233","484,820"
"6114","販売促進費","53,139","66,651","68,266","82,929","51,363","73,202","147,708","79,034","89,606","22,416","24,808","43,121"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","449,170","428,109","537,489","346,655","540,776","348,871","408,439","296,211","417,328","254,813","120,151","159,385"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","54,000","54,000","54,000","54,000","54,000","254,292","54,000","54,000","54,000","0","0","0"
"6312","法定福利費","254,238","254,238","255,641","251,241","251,241","328,188","318,561","312,110","318,474","287,641","287,641","258,501"
"6226","厚生費","77,212","31,574","227,191","87,711","34,752","38,081","77,200","-1,165","5,000","0","0","18,700"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","192,762","192,762","173,243","208,748","208,748","208,748","208,748","208,748","208,748","208,748","208,748","208,748"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","816,000","816,000","830,815","816,000","816,000","816,000","816,000","816,000","816,000","816,000","816,000","814,545"
"6216","修繕／車両関係費","219,545","474,703","311,668","177,000","126,000","412,600","159,540","173,855","123,500","197,017","0","220,000"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","818","0","0"
