"ｺｰﾄﾞ","勘定科目名"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"
"4111","売上高","0","0","0","0","0","13,918,736","14,243,425","25,352,017","15,954,046","12,766,399","15,873,682","13,462,349"
"4112",,"0","0","0","0","0","0","0","0","0","0","0","0"
"4113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"4114",,"0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","0","0","0","0","0","13,918,736","14,243,425","25,352,017","15,954,046","12,766,399","15,873,682","13,462,349"
"5111","期首棚卸高","0","0","0","0","0","13,727,568","12,808,119","15,138,283","17,381,633","15,200,377","13,787,369","11,829,986"
"5311","期末棚卸高        (△)","0","0","0","0","0","12,808,119","15,138,283","17,381,633","15,200,377","13,787,369","11,829,986","15,651,296"
"5211","商品仕入高","0","0","0","0","0","3,704,869","7,068,320","11,315,348","2,811,918","2,481,367","3,508,268","8,488,339"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","4,624,318","4,738,156","9,071,998","4,993,174","3,894,375","5,465,651","4,667,029"
,"売上総利益","0","0","0","0","0","9,294,418","9,505,269","16,280,019","10,960,872","8,872,024","10,408,031","8,795,320"
"6111","給与手当","0","0","0","0","0","1,422,910","1,509,473","1,509,839","1,427,000","1,692,000","1,369,200","1,613,600"
"6311","雑給","0","0","0","0","0","2,434,873","2,450,412","3,188,107","2,896,053","2,424,417","2,981,764","2,644,776"
"6112","旅費交通費","0","0","0","0","0","99,967","109,126","110,946","124,700","61,260","82,438","85,253"
"6113","広告宣伝費","0","0","0","0","0","885,314","1,001,394","976,632","689,571","1,152,379","766,191","721,935"
"6114","販売促進費","0","0","0","0","0","183,973","237,517","235,123","286,937","349,412","313,649","278,651"
"6115","荷造発送費","0","0","0","0","0","2,200","0","0","1,100","4,474","2,800","11,200"
"6116","外注費","0","0","0","0","0","35,041","17,834","47,750","34,884","21,017","21,900","42,767"
"6117","支払手数料","0","0","0","0","0","490,726","517,352","788,434","585,091","518,802","527,151","434,424"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","60,333","60,333","79,477","60,333","60,333","60,333","60,333"
"6312","法定福利費","0","0","0","0","0","491,838","460,983","561,577","460,983","460,983","430,128","429,658"
"6226","厚生費","0","0","0","0","0","17,000","32,588","50,400","11,733","197,004","80,003","141,287"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","0","0","0","0","116,664","116,664","116,664","116,664","116,664","116,664","116,664"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","0","0","0","0","640,818","640,818","640,818","640,818","640,818","640,818","640,818"
"6216","修繕／車両関係費","0","0","0","0","0","91,780","22,000","174,000","163,555","70,227","87,000","907,132"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","527","0","0","1,500"
"6218","通信交通費","0","0","0","0","0","16,949","11,960","10,959","20,513","29,002","21,286","6,564"
"6219","水道光熱費","0","0","0","0","0","737,852","508,982","370,561","604,654","422,582","581,781","467,223"
"6221","租税公課","0","0","0","0","0","0","5,000","5,000","0","6,000","4,000","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","10,000"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","0","0","0","0","60,000","30,000","30,000","30,000","30,000","30,000"
"6225","備品消耗品費","0","0","0","0","0","894,593","510,207","876,287","594,765","551,114","453,094","595,211"
"6227","管理諸費","0","0","0","0","0","288,641","312,361","248,208","269,301","282,294","257,994","244,510"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","7,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","12,595","0","0","10,000","5,000","5,000"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","0","0","0","0","8,911,472","8,597,599","10,020,782","9,019,182","9,100,782","8,833,194","9,495,506"
,"営業利益（損失）","0","0","0","0","0","382,946","907,670","6,259,237","1,941,690","-228,758","1,574,837","-700,186"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","12,875","13,197","12,915","16,641","12,595","9,454","9,263"
,"営業外収益計","0","0","0","0","0","12,875","13,197","12,915","16,641","12,595","9,454","9,263"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","-195","-705","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","-195","-705","0","0","0","0","0"
,"経常利益（損失）","0","0","0","0","0","396,016","921,572","6,272,152","1,958,331","-216,163","1,584,291","-690,923"
