"ｺｰﾄﾞ","勘定科目名"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"
"4111","売上高","215,691,603","128,281,031","210,428,206","210,426,478","231,389,879","202,779,910","225,827,981","243,349,501","224,283,519","259,247,128","251,383,247","333,022,283"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","730,800","274,030","88,824","137,528","147,811","126,433","148,007","126,583","132,052","154,471","117,981","163,358"
,"純売上高","214,960,803","128,007,001","210,339,382","210,288,950","231,242,068","202,653,477","225,679,974","243,222,918","224,151,467","259,092,657","251,265,266","332,858,925"
"5111","期首棚卸高","77,980,719","62,690,728","58,202,905","57,611,345","59,315,983","51,591,689","46,428,664","44,885,414","51,731,708","66,801,424","61,189,432","63,134,038"
"5211","商品仕入高","61,844,418","47,103,015","78,736,684","81,005,645","76,191,470","70,710,034","78,473,637","95,981,317","96,873,434","88,761,396","95,127,543","145,882,746"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","62,690,728","58,202,905","57,611,345","59,315,983","51,591,689","46,428,664","44,885,414","51,731,708","66,801,424","61,189,432","63,134,038","83,997,625"
,"当期売上原価","77,134,409","51,590,838","79,328,244","79,301,007","83,915,764","75,873,059","80,016,887","89,135,023","81,803,718","94,373,388","93,182,937","125,019,159"
,"売上総利益","137,826,394","76,416,163","131,011,138","130,987,943","147,326,304","126,780,418","145,663,087","154,087,895","142,347,749","164,719,269","158,082,329","207,839,766"
"6111","給与手当","24,924,003","24,213,828","24,104,714","23,938,905","24,112,627","25,077,747","23,684,500","24,392,402","-27,487,717","24,154,182","23,831,895","25,865,577"
"6311","雑給","34,326,382","29,413,063","34,772,924","33,806,652","37,115,857","33,992,717","36,162,757","37,527,703","34,821,008","39,046,609","37,990,225","46,794,369"
"6112","旅費交通費","2,135,373","1,532,634","1,902,971","1,719,198","1,958,884","1,782,702","1,942,620","1,674,016","2,023,767","1,990,450","1,857,668","1,948,516"
"6113","広告宣伝費","10,226,824","6,729,567","9,653,048","10,087,665","10,056,094","9,775,178","9,833,333","9,356,574","10,666,516","16,490,346","10,740,757","12,543,827"
"6114","販売促進費","1,429,204","1,174,117","1,388,102","1,826,405","1,569,797","1,286,938","1,687,549","1,536,925","1,412,917","1,542,065","1,467,481","1,776,676"
"6115","荷造発送費","301,250","263,244","316,061","324,098","332,056","330,394","327,441","327,584","332,400","319,928","376,294","374,744"
"6116","外注費","135,614","45,576","0","334,399","0","0","0","243,792","162,881","147,185","217,535","423,092"
"6117","支払手数料","11,466,393","8,467,890","9,758,911","10,646,255","14,923,121","10,453,143","11,186,388","12,877,420","14,238,748","13,504,807","12,477,769","15,001,245"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","5,283,007","2,290,625","2,290,625","2,290,625","2,302,953","1,527,083","1,527,083","-4,875,417"
"6312","法定福利費","5,166,121","5,245,813","5,178,460","5,174,201","5,916,120","6,127,765","5,338,582","5,312,635","5,444,863","5,223,941","5,676,893","6,029,231"
"6226","厚生費","2,863,428","1,479,019","1,827,866","2,244,258","1,549,125","2,591,812","2,186,358","1,967,964","3,316,667","2,249,314","2,070,994","2,204,113"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","500,000"
"6214","減価償却費","9,018,208","9,018,208","9,018,208","9,018,208","9,018,208","9,018,208","9,018,208","9,018,208","5,542,773","7,224,546","7,224,546","7,224,546"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","21,458,626","21,074,578","21,670,035","21,477,272","21,769,436","21,344,524","21,693,690","22,665,146","23,163,183","23,920,077","23,584,448","24,063,649"
"6216","修繕／車両関係費","541,379","1,734,083","874,331","176,267","1,849,419","1,884,256","1,396,733","3,640,362","3,454,076","1,689,061","1,445,601","2,670,750"
"6217","事務用消耗品費","57,011","26,279","30,755","33,703","16,369","45,494","20,201","30,142","68,808","14,922","52,521","16,165"
"6218","通信交通費","602,092","393,323","371,741","212,396","568,032","385,673","221,827","544,353","747,471","366,912","371,340","244,466"
"6219","水道光熱費","12,211,976","11,209,380","9,963,432","10,096,652","11,167,316","11,476,161","12,358,679","15,664,571","21,683,494","15,198,629","13,985,318","12,966,076"
"6221","租税公課","34,790","30,600","68,500","36,900","131,700","17,784","116,400","21,000","211,000","43,600","133,400","29,200"
"6222","寄付金","0","0","0","20,000","0","0","0","50,000","0","3,000","4,000","44,000"
"6223","接待交際費","48,103","0","0","26,660","0","3,809","6,545","1,375","10,000","14,533","64,446","61,671"
"6224","保険料","875,725","901,365","902,225","854,805","842,175","857,175","857,175","876,905","1,027,793","988,684","922,494","798,432"
"6225","備品消耗品費","6,293,991","6,165,125","6,979,901","8,105,397","7,280,915","7,277,734","7,290,333","13,414,530","15,751,766","8,290,550","8,168,228","11,406,761"
"6227","管理諸費","2,753,017","3,480,073","2,896,194","2,834,044","3,999,418","3,320,646","4,972,424","3,523,597","3,405,168","3,114,198","2,981,252","2,641,411"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","157,600","31,800","140,300","116,400","141,800","234,800","185,000","62,500","53,300","183,300","49,300","45,800"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","6,650","3,400","0"
"6231","雑費","0","0","5,900","10,000","7,408","0","36,500","19,400","3,957","7,000","3,900","5,300"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","4,000,000","4,000,000","4,000,000"
,"販売費及び一般管理費計","147,027,110","132,629,565","141,824,579","143,120,740","159,608,884","149,575,285","152,813,868","167,039,729","122,357,792","171,261,572","161,228,788","174,804,200"
,"営業利益（損失）","-9,200,716","-56,213,402","-10,813,441","-12,132,797","-12,282,580","-22,794,867","-7,150,781","-12,951,834","19,989,957","-6,542,303","-3,146,459","33,035,566"
"7111","受取利息","0","10","0","0","0","0","0","0","0","0","1","12"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","1,147,986","309,369","3,987,868","367,017","959,552","539,728","347,112","325,854","321,563,481","1,772,042","2,456,099","1,181,561"
,"営業外収益計","1,147,986","309,379","3,987,868","367,017","959,552","539,728","347,112","325,854","321,563,481","1,772,042","2,456,100","1,181,573"
"7511","支払利息","0","0","108,060","-108,060","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","979","-673","38,916","21,160","11,877","368","-440","-11,768","-48,440","33,741","55,936","1,958"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","9,061,900","0","0","0"
"7519","雑損失","0","0","0","0","0","18,920","0","0","105,722","0","0","0"
,"営業外費用計","979","-673","146,976","-86,900","11,877","19,288","-440","-11,768","9,119,182","33,741","55,936","1,958"
,"経常利益（損失）","-8,053,709","-55,903,350","-6,972,549","-11,678,880","-11,334,905","-22,274,427","-6,803,229","-12,614,212","332,434,256","-4,804,002","-746,295","34,215,181"
