"ｺｰﾄﾞ","勘定科目名"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"
"4111","売上高","2,506,200","5,113,189","4,089,070","3,353,369","3,874,618","4,600,623","823,752","0","5,539,656","7,184,350","9,342,486","4,659,569"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","2,506,200","5,113,189","4,089,070","3,353,369","3,874,618","4,600,623","823,752","0","5,539,656","7,184,350","9,342,486","4,659,569"
"5111","期首棚卸高","788,993","718,383","946,995","945,622","895,232","902,085","911,104","749,336","943,652","957,643","1,027,823","1,342,046"
"5211","商品仕入高","773,146","1,920,893","1,434,570","924,301","1,265,437","1,473,331","159,470","144,418","1,777,241","2,358,459","3,264,791","995,683"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","718,383","946,995","945,622","895,232","902,085","911,104","749,336","943,650","957,643","1,027,823","1,342,046","865,682"
,"当期売上原価","843,756","1,692,281","1,435,943","974,691","1,258,584","1,464,312","321,238","-49,896","1,763,250","2,288,279","2,950,568","1,472,047"
,"売上総利益","1,662,444","3,420,908","2,653,127","2,378,678","2,616,034","3,136,311","502,514","49,896","3,776,406","4,896,071","6,391,918","3,187,522"
"6111","給与手当","1,185,207","1,028,985","1,128,400","1,188,900","1,038,900","948,900","902,161","948,614","1,043,900","1,131,421","1,208,960","1,055,900"
"6311","雑給","585,266","666,971","460,952","336,364","473,103","608,927","486,834","410,376","670,720","743,397","1,021,907","699,843"
"6112","旅費交通費","17,333","36,625","31,975","29,687","26,749","31,362","5,095","723","44,399","45,595","60,111","23,621"
"6113","広告宣伝費","168,477","282,737","203,183","189,282","189,836","243,367","93,774","60,075","260,915","223,875","337,939","226,877"
"6114","販売促進費","70,717","53,197","61,062","58,561","61,698","54,450","31,857","21,955","62,153","62,521","59,759","26,139"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","36,565","48,557","80,191","54,810","50,617","64,854","95,184","19,445","82,271","89,884","108,768","106,724"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","67,000","0","0","0","0","0","112,500","0"
"6312","法定福利費","230,482","230,445","230,445","230,445","206,317","197,862","197,862","195,696","199,063","199,063","214,273","199,063"
"6226","厚生費","0","7,682","6,750","0","17,727","4,500","0","0","5,000","10,500","61,300","206,278"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","43,740","43,740","43,740","43,740","43,740","43,740","43,740","43,795","43,740","43,740","43,740","43,740"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","587,273","587,273","587,273","587,273","587,273","587,273","537,273","537,273","587,273","587,273","587,273","587,273"
"6216","修繕／車両関係費","0","26,800","0","0","0","27,200","0","0","0","22,501","0","155,125"
"6217","事務用消耗品費","0","400","0","630","0","0","0","0","0","34,118","3,836","0"
"6218","通信交通費","2,777","3,876","2,778","2,778","2,869","2,684","3,353","2,778","2,203","3,353","2,203","2,316"
"6219","水道光熱費","291,686","250,642","277,633","274,347","270,584","280,369","334,799","226,424","171,758","270,957","286,754","337,993"
"6221","租税公課","0","900","0","0","900","0","0","0","0","0","900","990"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","1,580","0","0","0","0","0","0","0","0"
