"ｺｰﾄﾞ","勘定科目名"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"," 6年  5月"," 6年  6月"," 6年  7月"," 6年  8月"
"4111","売上高","0","4,973,971","5,206,144","5,076,291","5,000,127","4,159,609","5,049,964","4,428,573","4,994,282","5,252,427","5,125,988","5,538,245"
"4112",,"0","0","0","0","0","0","0","0","0","0","0","0"
"4113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"4114",,"0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","-1,821","0"
,"純売上高","0","4,973,971","5,206,144","5,076,291","5,000,127","4,159,609","5,049,964","4,428,573","4,994,282","5,252,427","5,127,809","5,538,245"
"5111","期首棚卸高","0","258,030","253,717","285,700","372,909","223,809","201,911","209,365","284,920","314,837","247,143","224,511"
"5311","期末棚卸高        (△)","0","253,717","285,700","372,909","223,809","201,911","209,365","284,920","314,837","247,143","224,511","247,552"
"5211","商品仕入高","0","1,900,135","1,909,738","1,928,579","1,672,908","1,450,779","1,903,223","1,741,355","2,017,369","1,940,366","1,914,744","2,092,040"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","1,904,448","1,877,755","1,841,370","1,822,008","1,472,677","1,895,769","1,665,800","1,987,452","2,008,060","1,937,376","2,068,999"
,"売上総利益","0","3,069,523","3,328,389","3,234,921","3,178,119","2,686,932","3,154,195","2,762,773","3,006,830","3,244,367","3,190,433","3,469,246"
"6111","給与手当","0","422,300","423,300","423,300","1,333,300","1,383,470","1,432,865","1,670,400","1,338,800","1,304,700","1,297,400","1,319,000"
"6311","雑給","0","592,520","478,339","604,555","669,422","669,654","664,766","357,072","397,838","435,856","466,365","448,180"
"6112","旅費交通費","0","56,300","64,765","58,240","67,209","40,237","54,802","49,443","43,138","47,447","45,087","47,367"
"6113","広告宣伝費","0","14,367","1,818","22,070","5,000","5,000","5,000","5,000","7,764","14,136","16,818","21,607"
"6114","販売促進費","0","16,772","0","13,604","17,952","0","8,386","9,593","16,772","15,375","8,386","11,182"
"6115","荷造発送費","0","152,727","171,818","165,455","166,059","159,091","171,801","159,075","171,818","190,909","197,273","197,273"
"6116","外注費","0","0","3,500","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","0","41,769","32,387","49,426","35,698","79,590","306,539","45,741","66,219","38,080","39,909","72,456"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","54,176","54,176","200,900","54,176","54,176","54,176","54,176","54,176","497,587","54,176","54,176"
"6312","法定福利費","0","108,718","108,718","162,932","232,138","232,138","232,138","269,016","212,491","249,649","204,026","206,880"
"6226","厚生費","0","219,733","183,468","170,324","84,283","143,444","313,235","183,598","146,158","145,110","14,187","54,180"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","56,299","56,299","56,299","56,299","56,299","56,299","56,299","56,299","56,299","56,299","56,299"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","673,060","673,060","673,060","673,060","673,060","673,060","673,060","673,060","673,060","673,060","673,060"
"6216","修繕／車両関係費","0","0","72,000","0","0","0","0","132,000","0","0","304,824","0"
"6217","事務用消耗品費","0","0","397","0","4,689","2,980","0","6,282","0","4,364","0","397"
"6218","通信交通費","0","16,313","8,241","791","16,646","8,220","791","15,852","8,097","1,246","16,302","336"
"6219","水道光熱費","0","251,874","251,375","178,052","255,271","200,389","208,300","203,009","252,460","244,962","330,941","309,183"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","28,637","0","0","0","0","0","0","9,818","0"
"6224","保険料","0","0","50,000","25,000","35,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","0","146,482","57,701","207,560","84,805","75,852","32,538","111,687","58,422","45,551","58,643","71,758"
"6227","管理諸費","0","64,473","64,473","64,473","66,173","65,943","68,253","65,023","64,473","64,473","66,173","66,709"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","41,000","0","20,500","41,000","0","20,500","20,500","41,000","0","20,500","20,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","2,928,883","2,755,835","3,125,178","3,898,180","3,874,543","4,328,449","4,111,826","3,633,985","4,053,804","3,905,187","3,655,543"
,"営業利益（損失）","0","140,640","572,554","109,743","-720,061","-1,187,611","-1,174,254","-1,349,053","-627,155","-809,437","-714,754","-186,297"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","0","140,640","572,554","109,743","-720,061","-1,187,611","-1,174,254","-1,349,053","-627,155","-809,437","-714,754","-186,297"
