"ｺｰﾄﾞ","勘定科目名"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"
"4111","売上高","0","0","0","0","0","0","0","0","0","4,833,611","2,670,879","6,173,375"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","0","0","0","0","0","0","0","0","0","4,833,611","2,670,879","6,173,375"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","8,557,880","8,476,216","8,364,574"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","8,476,216","8,364,574","8,137,573"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","1,898,554","1,398,977","1,365,424"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","0","0","0","0","1,980,218","1,510,619","1,592,425"
,"売上総利益","0","0","0","0","0","0","0","0","0","2,853,393","1,160,260","4,580,950"
"6111","給与手当","0","0","0","0","0","0","0","0","0","239,000","236,600","241,600"
"6311","雑給","0","0","0","0","0","0","0","0","0","536,277","439,941","634,441"
"6112","旅費交通費","0","0","0","0","0","0","0","0","0","41,945","29,127","47,309"
"6113","広告宣伝費","0","0","0","0","0","0","0","0","0","137,441","63,554","1,110"
"6114","販売促進費","0","0","0","0","0","0","0","0","0","44,537","42,626","83,146"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","153","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","118,800","5,400","55,440"
"6117","支払手数料","0","0","0","0","0","0","0","0","0","548,946","367,276","104,782"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","0","0","0","37,166","37,166","-135,830"
"6312","法定福利費","0","0","0","0","0","0","0","0","0","73,551","73,551","81,018"
"6226","厚生費","0","0","0","0","0","0","0","0","0","0","29,330","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","0","0","0","0","0","0","0","0","99,270","99,270","99,270"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","0","0","0","0","0","0","0","0","330,000","330,000","330,000"
"6216","修繕／車両関係費","0","0","0","0","0","0","0","0","0","0","4,600","66,000"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","500","1,096","1,270"
"6218","通信交通費","0","0","0","0","0","0","0","0","0","22,462","13,195","3,360"
"6219","水道光熱費","0","0","0","0","0","0","0","0","0","224,411","255,153","193,586"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","0","0","0","0","0","0","0","0","30,000","15,000"
"6225","備品消耗品費","0","0","0","0","0","0","0","0","0","49,725","65,314","138,558"
"6227","管理諸費","0","0","0","0","0","0","0","0","0","21,727","20,791","23,636"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","10,000","10,000","10,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","0","0","0","0","0","0","0","0","2,535,758","2,154,143","1,993,696"
,"営業利益（損失）","0","0","0","0","0","0","0","0","0","317,635","-993,883","2,587,254"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","405","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","405","0","0"
,"経常利益（損失）","0","0","0","0","0","0","0","0","0","317,230","-993,883","2,587,254"
