"ｺｰﾄﾞ","勘定科目名"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"
"4111","売上高","0","0","0","0","0","263,107","360,881","0","0","0","0","0"
"4112",,"0","0","0","0","0","0","0","0","0","0","0","0"
"4113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"4114",,"0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","0","0","0","0","0","263,107","360,881","0","0","0","0","0"
"5111","期首棚卸高","0","0","0","0","0","16,070","11,680","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","11,680","0","0","0","0","0","0"
"5211","商品仕入高","0","0","0","0","0","69,230","7,483","0","0","0","0","0"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","73,620","19,163","0","0","0","0","0"
,"売上総利益","0","0","0","0","0","189,487","341,718","0","0","0","0","0"
"6111","給与手当","0","0","0","0","0","0","0","0","0","0","0","0"
"6311","雑給","0","0","0","0","0","0","0","0","0","0","0","0"
"6112","旅費交通費","0","0","0","0","0","273","0","0","0","0","0","0"
"6113","広告宣伝費","0","0","0","0","0","10,272","0","0","0","0","0","0"
"6114","販売促進費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","荷造発送費","0","0","0","0","0","11,220","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","3,150","0","0","0","0","0","0"
"6117","支払手数料","0","0","0","0","0","15,315","0","0","0","0","0","0"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","0","0","0","0","0","0"
"6312","法定福利費","0","0","0","0","0","0","0","0","0","0","0","0"
"6226","厚生費","0","0","0","0","0","0","0","0","0","0","-11,545","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","0","0","0","0","52,727","52,727","52,727","52,727","52,727","52,727","52,727"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"6216","修繕／車両関係費","0","0","0","0","0","4,500","13,500","0","0","0","0","0"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","0","0","0","0","0","0","12,091","0","0","0","0","0"
"6219","水道光熱費","0","0","0","0","0","0","0","0","0","0","0","0"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","0","0","0","0","0","0","0","0","0","0"
"6225","備品消耗品費","0","0","0","0","0","28,936","0","0","0","0","0","0"
"6227","管理諸費","0","0","0","0","0","0","0","0","0","0","0","0"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","0","0","0","0","126,393","78,318","52,727","52,727","52,727","41,182","52,727"
,"営業利益（損失）","0","0","0","0","0","63,094","263,400","-52,727","-52,727","-52,727","-41,182","-52,727"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","0","0","0","0","0","63,094","263,400","-52,727","-52,727","-52,727","-41,182","-52,727"
