"ｺｰﾄﾞ","勘定科目名"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"
"4111","売上高","5,053,385","7,806,030","8,075,901","8,584,994","7,946,411","10,802,944","9,724,038","9,380,823","8,530,051","6,984,371","10,079,052","6,192,454"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","5,053,385","7,806,030","8,075,901","8,584,994","7,946,411","10,802,944","9,724,038","9,380,823","8,530,051","6,984,371","10,079,052","6,192,454"
"5111","期首たな卸高","840,819","645,293","883,283","986,368","773,906","650,436","861,979","761,203","1,048,449","591,387","587,626","632,848"
"5211","商品仕入高","1,857,658","2,883,617","3,096,307","2,801,990","2,659,681","4,040,765","3,218,173","3,590,857","2,520,032","2,508,267","3,492,118","2,401,550"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","645,293","883,283","986,368","773,906","650,436","861,979","761,203","1,048,449","591,387","587,626","632,848","760,762"
,"当期売上原価","2,053,184","2,645,627","2,993,222","3,014,452","2,783,151","3,829,222","3,318,949","3,303,611","2,977,094","2,512,028","3,446,896","2,273,636"
,"売上総利益","3,000,201","5,160,403","5,082,679","5,570,542","5,163,260","6,973,722","6,405,089","6,077,212","5,552,957","4,472,343","6,632,156","3,918,818"
"6111","給与手当","1,044,000","1,044,000","1,256,841","1,044,000","1,044,000","1,073,000","1,078,000","1,053,000","1,053,000","1,012,500","793,500","793,500"
"6311","雑給","965,881","1,124,030","1,303,577","1,406,853","1,234,788","1,504,399","1,395,449","1,307,592","1,084,390","812,573","1,183,905","1,004,455"
"6112","旅費交通費","31,296","44,288","71,307","51,143","47,389","47,864","52,050","43,562","51,447","40,926","56,852","44,778"
"6113","広告宣伝費","195,117","502,020","393,226","552,069","521,409","767,173","702,030","593,852","625,106","544,612","624,090","300,925"
"6114","販売促進費","23,562","27,435","31,981","32,865","46,897","53,563","54,460","117,439","62,911","95,557","49,969","56,706"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","143,142","158,309","176,576","183,136","170,637","221,089","215,882","174,679","197,287","182,988","158,272","223,770"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","0","270,000","0","0","0","0"
"6312","法定福利費","183,476","180,014","207,891","183,476","175,445","175,445","175,445","209,079","171,855","169,839","193,899","152,694"
"6226","厚生費","0","0","6,727","5,590","24,300","54,523","57,400","5,000","0","0","5,000","5,000"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","260,883","260,883","260,883","260,883","60,964","205,482","205,482","205,482","205,482","205,482","205,482","205,482"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","531,899","531,899","531,899","531,899","531,899","531,899","531,899","531,899","531,899","531,898","531,899","531,899"
"6216","修繕／車両関係費","0","738,000","0","37,800","88,000","11,000","480,718","0","502,050","18,100","191,864","31,250"
"6217","事務用消耗品費","1,220","0","7,875","97","0","3,592","0","7,717","0","0","31,520","3,636"
"6218","通信交通費","14,476","14,197","14,335","14,925","14,206","14,370","14,066","14,703","14,707","14,634","14,367","14,140"
"6219","水道光熱費","251,042","296,286","344,871","314,293","422,194","258,782","327,757","230,491","338,294","248,944","321,065","262,811"
"6221","租税公課","0","0","2,000","0","0","0","1,000","0","0","0","2,000","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912"
"6225","備品消耗品費","211,857","208,322","466,640","398,804","350,923","372,789","489,003","463,156","537,543","323,201","509,011","411,484"
"6227","管理諸費","77,710","80,630","76,750","71,538","113,070","66,310","136,974","154,800","138,185","77,610","83,750","66,310"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","4,500","0","0","0","0","0","0","0","0","0","4,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","3,968,473","5,247,725","5,186,291","5,122,283","4,879,033","5,394,192","5,950,527","5,415,363","5,547,068","4,311,776","4,989,357","4,146,252"
,"営業利益（損失）","-968,272","-87,322","-103,612","448,259","284,227","1,579,530","454,562","661,849","5,889","160,567","1,642,799","-227,434"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","-5","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","200,000","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","200,000","0","0","-5","0","0","0","0"
,"経常利益（損失）","-968,272","-87,322","-103,612","448,259","84,227","1,579,530","454,562","661,854","5,889","160,567","1,642,799","-227,434"
