"ｺｰﾄﾞ","勘定科目名","30年  2月","30年  3月","30年  4月","30年  5月","30年  6月","30年  7月","30年  8月","30年  9月","30年 10月","30年 11月","30年 12月","31年  1月"
"4111","売上高","7,857,403","10,652,945","8,912,543","8,630,582","8,539,357","10,228,955","10,722,862","8,751,703","8,904,129","8,630,731","12,850,794","9,438,945"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","7,857,403","10,652,945","8,912,543","8,630,582","8,539,357","10,228,955","10,722,862","8,751,703","8,904,129","8,630,731","12,850,794","9,438,945"
"5111","期首たな卸高","911,904","914,268","838,648","905,679","969,178","891,166","997,932","962,721","915,267","922,938","1,076,368","1,123,635"
"5211","商品仕入高","2,511,917","3,315,021","2,849,062","2,805,217","2,581,332","3,280,231","3,530,452","2,673,956","2,791,629","3,032,781","3,923,694","2,716,359"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","914,268","838,648","905,679","969,178","891,166","997,932","962,721","915,267","922,938","1,076,368","1,123,635","920,562"
,"当期売上原価","2,509,553","3,390,641","2,782,031","2,741,718","2,659,344","3,173,465","3,565,663","2,721,410","2,783,958","2,879,351","3,876,427","2,919,432"
,"売上総利益","5,347,850","7,262,304","6,130,512","5,888,864","5,880,013","7,055,490","7,157,199","6,030,293","6,120,171","5,751,380","8,974,367","6,519,513"
"6111","給与手当","630,500","620,500","620,500","633,000","843,000","472,000","531,000","598,000","597,000","597,000","596,000","601,000"
"6311","雑給","1,418,197","2,061,682","1,601,617","1,819,296","1,491,789","1,871,173","1,897,632","1,769,862","1,510,752","1,549,325","2,392,868","1,728,080"
"6112","旅費交通費","53,215","63,136","56,655","59,754","56,249","32,317","29,394","33,649","28,253","33,165","36,046","46,833"
"6113","広告宣伝費","567,474","686,128","636,871","446,475","507,296","821,433","535,920","485,125","579,734","509,339","740,628","673,565"
"6114","販売促進費","76,296","82,832","43,353","44,781","43,259","43,296","45,722","44,346","73,151","67,379","95,930","32,072"
"6115","荷造発送費","6,950","12,000","7,600","7,367","5,700","6,400","9,050","6,900","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","232,637","322,878","267,953","276,229","270,813","313,262","350,643","289,805","282,663","252,022","337,237","268,345"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","50,000","50,000","60,000","60,000","56,632","60,000","60,000","60,000","0","0","76,573","54,000"
"6312","法定福利費","97,036","97,036","97,036","97,036","166,593","74,561","74,561","77,368","77,368","77,368","100,806","77,368"
"6226","厚生費","139,201","159,581","46,914","98,457","68,643","142,287","127,436","261,429","73,590","271,676","81,051","81,694"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","375,439","375,439","375,439","375,439","375,439","375,439","375,439","-567,613","326,977","326,977","326,977","326,977"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","740,741","740,741","740,741","740,741","740,741","740,741","740,741","740,741","740,741","740,741","740,741","740,741"
"6216","修繕／車両関係費","35,648","116,000","42,086","40,741","50,925","61,112","131,389","81,110","113,759","58,741","251,602","32,278"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","13,400","3,594","13,465","23,150","3,594","22,743","13,213","3,594","23,988","13,362","3,177","24,635"
"6219","水道光熱費","410,680","277,746","328,293","255,938","406,757","297,238","441,411","393,260","493,746","293,345","397,835","306,587"
