"ｺｰﾄﾞ","勘定科目名"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"
"4111","売上高","0","2,437,891","6,203,931","7,000,246","5,758,955","7,105,626","6,134,268","5,714,753","7,112,996","6,710,347","9,451,124","7,615,648"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","0","2,437,891","6,203,931","7,000,246","5,758,955","7,105,626","6,134,268","5,714,753","7,112,996","6,710,347","9,451,124","7,615,648"
"5111","期首棚卸高","613,333","612,507","889,807","929,502","822,902","888,370","740,271","835,250","1,459,903","1,513,800","1,543,367","1,863,802"
"5211","商品仕入高","-11,759","1,016,789","2,165,506","2,077,622","1,858,441","2,118,936","2,059,051","2,208,858","2,326,073","2,349,170","3,269,662","2,038,750"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","612,507","889,807","929,502","822,902","888,370","740,271","835,250","1,459,903","1,513,800","1,543,367","1,863,802","1,426,400"
,"当期売上原価","-10,933","739,489","2,125,811","2,184,222","1,792,973","2,267,035","1,964,072","1,584,205","2,272,176","2,319,603","2,949,227","2,476,152"
,"売上総利益","10,933","1,698,402","4,078,120","4,816,024","3,965,982","4,838,591","4,170,196","4,130,548","4,840,820","4,390,744","6,501,897","5,139,496"
"6111","給与手当","232,129","457,500","650,000","590,000","590,000","590,000","580,435","685,650","380,000","370,000","432,782","380,000"
"6311","雑給","1,044,912","1,210,482","1,198,366","1,277,433","1,073,365","1,219,989","1,333,621","1,135,912","1,292,298","1,291,864","1,696,433","1,591,132"
"6112","旅費交通費","27,945","30,099","15,626","58,464","40,631","55,690","41,961","71,970","41,786","39,831","47,650","39,457"
"6113","広告宣伝費","69,818","337,697","311,718","445,172","483,218","460,331","598,435","538,590","553,574","481,441","733,877","549,692"
"6114","販売促進費","30,217","25,800","59,930","56,527","46,204","49,398","73,013","36,331","55,769","57,610","52,573","49,117"
"6115","荷造発送費","0","0","1,500","0","0","0","0","0","1,500","0","0","1,500"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","80,504","56,265"
