"ｺｰﾄﾞ","勘定科目名"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"
"4111","売上高","13,461,454","14,464,747","14,825,896","13,683,515","12,194,728","14,537,685","19,396,699","15,759,638","13,388,972","13,316,061","3,140,126","3,782,259"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","13,461,454","14,464,747","14,825,896","13,683,515","12,194,728","14,537,685","19,396,699","15,759,638","13,388,972","13,316,061","3,140,126","3,782,259"
"5111","期首たな卸高","1,075,614","955,586","1,151,413","1,227,678","939,493","922,571","1,167,646","1,756,418","984,271","877,474","969,947","768,464"
"5211","商品仕入高","4,540,229","5,079,436","5,589,019","4,355,368","4,178,178","5,100,455","7,311,269","4,618,967","4,716,782","4,655,739","1,042,058","1,405,223"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","955,586","1,151,413","1,227,678","939,493","922,571","1,167,646","1,756,418","984,271","877,474","969,947","768,464","662,665"
,"当期売上原価","4,660,257","4,883,609","5,512,754","4,643,553","4,195,100","4,855,380","6,722,497","5,391,114","4,823,579","4,563,266","1,243,541","1,511,022"
,"売上総利益","8,801,197","9,581,138","9,313,142","9,039,962","7,999,628","9,682,305","12,674,202","10,368,524","8,565,393","8,752,795","1,896,585","2,271,237"
