"ｺｰﾄﾞ","勘定科目名"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"
"4111","売上高","9,045,660","8,086,456","6,251,310","5,999,792","7,091,464","6,144,348","6,777,195","6,046,119","6,557,042","5,898,171","4,902,376","6,313,858"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","9,045,660","8,086,456","6,251,310","5,999,792","7,091,464","6,144,348","6,777,195","6,046,119","6,557,042","5,898,171","4,902,376","6,313,858"
"5111","期首棚卸高","508,300","466,076","662,798","363,428","507,195","591,836","598,666","413,805","600,160","541,777","558,728","631,296"
"5211","商品仕入高","2,014,026","2,442,828","1,471,039","1,791,010","1,706,237","1,696,925","2,006,924","1,844,795","1,809,280","1,607,975","1,500,073","1,642,285"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","466,076","662,798","363,428","507,195","591,836","598,666","413,805","600,160","541,777","558,728","631,296","562,330"
,"当期売上原価","2,056,250","2,246,106","1,770,409","1,647,243","1,621,596","1,690,095","2,191,785","1,658,440","1,867,663","1,591,024","1,427,505","1,711,251"
,"売上総利益","6,989,410","5,840,350","4,480,901","4,352,549","5,469,868","4,454,253","4,585,410","4,387,679","4,689,379","4,307,147","3,474,871","4,602,607"
"6111","給与手当","876,800","876,800","615,300","660,300","630,300","613,300","649,800","609,800","649,800","614,800","614,800","631,800"
"6311","雑給","1,726,191","1,636,602","1,256,193","1,243,745","1,265,423","1,139,763","1,210,230","1,071,454","1,201,350","1,167,011","1,100,782","1,135,521"
"6112","旅費交通費","301,564","70,687","193,873","46,235","43,114","33,066","37,660","34,025","42,537","41,761","36,883","51,120"
"6113","広告宣伝費","31,727","33,573","0","11,573","10,000","10,045","4,671","10,000","91,786","10,000","81,391","120,782"
"6114","販売促進費","14,000","16,000","14,000","15,970","15,940","16,000","16,000","16,000","22,797","31,665","21,955","22,664"
"6115","荷造発送費","0","0","6,191","3,104","1,365","0","0","0","0","0","-296","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","820,278","774,726","651,862","713,346","706,210","634,780","722,848","677,106","663,698","675,136","618,534","663,658"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","150,000","0","0","0","0","0","100,000","0","0","0","0"
"6312","法定福利費","98,090","158,147","95,445","98,090","98,060","98,060","98,060","112,070","98,060","98,060","99,004","100,862"
"6226","厚生費","81,000","-3,636","61,180","-909","5,000","7,150","0","0","5,000","0","-2,727","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","271,457","271,457","271,457","271,457","271,457","271,457","271,457","271,457","271,457","271,457","15,740","256,449"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","533,310","485,046","395,053","379,593","438,573","388,044","420,460","383,132","408,100","374,316","542,661","644,904"
"6216","修繕／車両関係費","0","0","0","0","0","0","0","0","0","0","0","0"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","7,719","1,682","6,183","9,793","14,996","6,603","5,894","9,223","4,662","12,768","5,866","2,980"
"6219","水道光熱費","434,470","386,867","349,810","320,428","312,241","373,297","367,798","361,077","362,812","382,598","335,550","327,094"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","30,000","15,000"
"6225","備品消耗品費","132,017","296,637","111,248","151,793","155,087","199,184","79,455","174,857","131,295","176,374","233,209","144,263"
"6227","管理諸費","0","0","0","0","1,315","1,627","0","4,535","3,954","0","0","1,622"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","11,000","0","0","0","0","0","14,000","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
