"ｺｰﾄﾞ","勘定科目名"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"
"4111","売上高","0","0","0","0","0","0","0","0","10,743,934","10,234,575","11,396,411","12,376,132"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","0","0","0","0","0","0","0","0","10,743,934","10,234,575","11,396,411","12,376,132"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","669,868","580,755","569,871","2,861,283"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","580,755","569,871","2,861,283","418,626"
"5211","商品仕入高","0","0","0","0","0","0","0","0","4,264,221","3,924,808","6,745,961","2,016,725"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","0","0","0","4,353,334","3,935,692","4,454,549","4,459,382"
,"売上総利益","0","0","0","0","0","0","0","0","6,390,600","6,298,883","6,941,862","7,916,750"
"6111","給与手当","0","0","0","0","0","0","0","0","969,980","714,600","760,549","691,300"
"6311","雑給","0","0","0","0","0","0","0","0","1,377,638","1,257,335","1,338,400","1,436,371"
"6112","旅費交通費","0","0","0","0","0","0","0","0","62,093","58,665","58,625","59,134"
"6113","広告宣伝費","0","0","0","0","0","0","0","0","738,614","818,870","848,989","843,449"
"6114","販売促進費","0","0","0","0","0","0","0","0","0","3,671","7,483","2,360"
"6115","荷造発送費","0","0","0","0","0","0","0","0","29,120","15,680","20,160","10,182"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","0","0","0","0","0","0","0","0","748,203","724,164","1,870,876","1,826,075"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","0","0","50,916","50,916","-244,580","50,916"
"6312","法定福利費","0","0","0","0","0","0","0","0","275,631","230,751","232,244","230,751"
"6226","厚生費","0","0","0","0","0","0","0","0","7,188","102,641","7,188","11,733"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","0","0","0","0","0","0","0","383,744","383,744","383,744","383,744"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","0","0","0","0","0","0","0","1,099,249","1,004,183","22,500","22,500"
"6216","修繕／車両関係費","0","0","0","0","0","0","0","0","0","0","0","0"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","800","0"
"6218","通信交通費","0","0","0","0","0","0","0","0","0","0","0","0"
"6219","水道光熱費","0","0","0","0","0","0","0","0","101,144","127,153","114,133","276,923"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","0","0","0","0","0","0","0","30,000","15,000","15,000"
"6225","備品消耗品費","0","0","0","0","0","0","0","0","550,557","586,335","910,865","173,968"
"6227","管理諸費","0","0","0","0","0","0","0","0","4,473","4,473","4,473","4,473"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","0","0","0","0","0","0","0","6,398,550","6,113,181","6,351,449","6,038,879"
,"営業利益（損失）","0","0","0","0","0","0","0","0","-7,950","185,702","590,413","1,877,871"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","0","0","0","0","0","0","0","0","-7,950","185,702","590,413","1,877,871"
