"ｺｰﾄﾞ","勘定科目名"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"
"4111","売上高","0","0","0","0","0","0","0","0","5,881,329","5,847,013","5,254,888","5,312,537"
"4112","会員券売上高","0","0","0","0","0","0","0","0","437,730","229,183","305,276","199,275"
"4113","ゴルフ用品・雑貨売上高","0","0","0","0","0","0","0","0","70,285","89,569","63,743","68,205"
"4114","手数料収入","0","0","0","0","0","0","0","0","641,986","179,793","152,035","128,019"
"4115","ポイント値引・入会金返金(△)","0","0","0","0","0","0","0","0","1,050,900","1,006,285","723,829","804,991"
,"純売上高","0","0","0","0","0","0","0","0","5,980,430","5,339,273","5,052,113","4,903,045"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","0","0","0","0","0","0","0","0","32,053","10,495","51,967","16,325"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","0","0","0","32,053","10,495","51,967","16,325"
,"売上総利益","0","0","0","0","0","0","0","0","5,948,377","5,328,778","5,000,146","4,886,720"
"6111","プロ報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6311","雑給","0","0","0","0","0","0","0","0","761,255","751,378","755,492","706,750"
"6112","旅費交通費","0","0","0","0","0","0","0","0","48,194","46,788","46,182","45,739"
"6113","広告宣伝費","0","0","0","0","0","0","0","0","113,600","113,600","186,400","162,573"
"6114","教育訓練費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","接客サービス費","0","0","0","0","0","0","0","0","510,870","125,186","279,782","150,900"
"6116","コンペ参加諸費","0","0","0","0","0","0","0","0","7,273","32,173","41,087","20,898"
"6117","プレイ器具費","0","0","0","0","0","0","0","0","5,000","52,200","5,000","145,000"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","283,500","283,500","315,000","315,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","社員給与","0","0","0","0","0","0","0","0","1,132,727","1,144,591","1,169,045","1,068,932"
"6213","従業員賞与","0","0","0","0","0","0","0","0","99,000","79,280","99,000","99,000"
"6312","法定福利費","0","0","0","0","0","0","0","0","292,210","252,988","-51,941","184,426"
"6226","厚生費","0","0","0","0","0","0","0","0","17,769","8,427","22,352","5,700"
"6119","退職手当等","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","0","0","0","0","0","0","0","130,000","130,000","130,000","130,000"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
